iteration,makespan
1,126640
2,126612
3,126572
4,126504
5,126441
6,126422
7,126418
8,126318
9,126299
10,126219
11,126205
12,126160
13,126141
14,126089
15,126043
16,125948
17,125937
18,125849
19,125757
20,125724
21,125650
22,125606
23,125573
24,125550
25,125493
26,125444
27,125432
28,125421
29,125411
30,125350
31,125326
32,125292
33,125227
34,125157
35,125093
36,125081
37,125032
38,124959
39,124924
40,124901
41,124892
42,124830
43,124730
44,124705
45,124615
46,124608
47,124556
48,124478
49,124464
50,124415
51,124414
52,124362
53,124327
54,124242
55,124182
56,124087
57,123999
58,123899
59,123811
60,123734
61,123690
62,123687
63,123669
64,123615
65,123545
66,123505
67,123479
68,123404
69,123339
70,123266
71,123242
72,123157
73,123084
74,123043
75,122969
76,122908
77,122814
78,122763
79,122737
80,122674
81,122611
82,122547
83,122506
84,122417
85,122319
86,122259
87,122252
88,122192
89,122187
90,122153
91,122146
92,122055
93,121973
94,121894
95,121818
96,121774
97,121750
98,121696
99,121644
100,121564
101,121563
102,121480
103,121420
104,121359
105,121311
106,121240
107,121157
108,121126
109,121089
110,121078
111,121007
112,120933
113,120866
114,120785
115,120702
116,120615
117,120611
118,120589
119,120588
120,120574
121,120521
122,120492
123,120476
124,120389
125,120385
126,120314
127,120221
128,120177
129,120124
130,120055
131,119986
132,119897
133,119813
134,119723
135,119697
136,119679
137,119596
138,119575
139,119566
140,119502
141,119457
142,119366
143,119326
144,119298
145,119272
146,119262
147,119175
148,119084
149,119015
150,118942
151,118843
152,118828
153,118755
154,118662
155,118567
156,118506
157,118487
158,118463
159,118387
160,118374
161,118340
162,118312
163,118248
164,118181
165,118125
166,118071
167,118013
168,117993
169,117916
170,117849
171,117777
172,117712
173,117646
174,117615
175,117573
176,117537
177,117496
178,117482
179,117442
180,117439
181,117390
182,117335
183,117314
184,117301
185,117278
186,117259
187,117226
188,117219
189,117180
190,117083
191,117033
192,117017
193,116944
194,116885
195,116827
196,116790
197,116765
198,116673
199,116577
200,116564
201,116562
202,116520
203,116448
204,116369
205,116330
206,116301
207,116257
208,116170
209,116156
210,116070
211,115988
212,115952
213,115920
214,115869
215,115840
216,115823
217,115794
218,115757
219,115751
220,115728
221,115703
222,115663
223,115604
224,115519
225,115437
226,115370
227,115329
228,115316
229,115277
230,115222
231,115132
232,115060
233,115008
234,114964
235,114881
236,114829
237,114814
238,114755
239,114749
240,114722
241,114719
242,114639
243,114583
244,114519
245,114449
246,114356
247,114296
248,114289
249,114229
250,114162
251,114149
252,114060
253,114054
254,114013
255,113969
256,113899
257,113822
258,113787
259,113715
260,113699
261,113695
262,113648
263,113559
264,113459
265,113382
266,113357
267,113262
268,113225
269,113220
270,113194
271,113123
272,113035
273,112976
274,112912
275,112908
276,112896
277,112815
278,112773
279,112678
280,112658
281,112649
282,112577
283,112531
284,112446
285,112433
286,112375
287,112277
288,112215
289,112184
290,112110
291,112083
292,112030
293,112012
294,111999
295,111945
296,111904
297,111835
298,111765
299,111698
300,111632
301,111616
302,111608
303,111524
304,111429
305,111397
306,111386
307,111368
308,111358
309,111276
310,111253
311,111178
312,111153
313,111145
314,111109
315,111021
316,110969
317,110941
318,110868
319,110785
320,110758
321,110753
322,110690
323,110642
324,110564
325,110520
326,110435
327,110412
328,110360
329,110358
330,110298
331,110216
332,110146
333,110121
334,110099
335,110073
336,110003
337,109925
338,109829
339,109793
340,109735
341,109671
342,109584
343,109498
344,109494
345,109485
346,109421
347,109403
348,109354
349,109337
350,109316
351,109288
352,109261
353,109241
354,109177
355,109173
356,109132
357,109049
358,108985
359,108914
360,108833
361,108749
362,108740
363,108695
364,108640
365,108547
366,108468
367,108433
368,108364
369,108332
370,108234
371,108161
372,108100
373,108021
374,107950
375,107915
376,107854
377,107806
378,107708
379,107638
380,107548
381,107498
382,107433
383,107361
384,107281
385,107200
386,107159
387,107088
388,107037
389,106956
390,106945
391,106908
392,106879
393,106815
394,106800
395,106731
396,106706
397,106659
398,106573
399,106476
400,106456
401,106436
402,106385
403,106311
404,106244
405,106220
406,106182
407,106090
408,106084
409,106035
410,105982
411,105963
412,105892
413,105807
414,105776
415,105766
416,105687
417,105626
418,105617
419,105555
420,105455
421,105360
422,105337
423,105328
424,105288
425,105272
426,105188
427,105111
428,105083
429,105068
430,105021
431,104974
432,104920
433,104844
434,104807
435,104731
436,104713
437,104675
438,104636
439,104548
440,104521
441,104504
442,104467
443,104405
444,104351
445,104280
446,104230
447,104212
448,104202
449,104140
450,104100
451,104060
452,104056
453,104048
454,104023
455,103960
456,103871
457,103853
458,103822
459,103792
460,103730
461,103710
462,103699
463,103672
464,103614
465,103567
466,103530
467,103451
468,103439
469,103368
470,103268
471,103202
472,103138
473,103071
474,103010
475,102973
476,102963
477,102927
478,102848
479,102830
480,102823
481,102742
482,102726
483,102684
484,102617
485,102561
486,102528
487,102520
488,102515
489,102455
490,102387
491,102351
492,102289
493,102225
494,102135
495,102107
496,102023
497,102008
498,101928
499,101881
500,101873
501,101839
502,101785
503,101710
504,101704
505,101631
506,101572
507,101532
508,101502
509,101455
510,101452
511,101386
512,101324
513,101315
514,101305
515,101245
516,101194
517,101173
518,101084
519,101014
520,100915
521,100911
522,100817
523,100734
524,100705
525,100681
526,100633
527,100596
528,100588
529,100541
530,100499
531,100418
532,100341
533,100312
534,100247
535,100233
536,100189
537,100176
538,100138
539,100125
540,100092
541,100049
542,100044
543,100041
544,99983
545,99894
546,99875
547,99793
548,99722
549,99636
550,99559
551,99543
552,99467
553,99448
554,99412
555,99371
556,99355
557,99353
558,99309
559,99233
560,99214
561,99200
562,99135
563,99124
564,99090
565,99038
566,98961
567,98930
568,98849
569,98806
570,98797
571,98718
572,98632
573,98616
574,98531
575,98506
576,98439
577,98405
578,98351
579,98295
580,98236
581,98230
582,98201
583,98117
584,98113
585,98078
586,98032
587,97943
588,97912
589,97881
590,97870
591,97861
592,97781
593,97767
594,97684
595,97680
596,97608
597,97525
598,97454
599,97403
600,97345
601,97303
602,97208
603,97199
604,97101
605,97050
606,96978
607,96966
608,96942
609,96894
610,96819
611,96743
612,96740
613,96645
614,96558
615,96495
616,96443
617,96427
618,96348
619,96277
620,96226
621,96180
622,96105
623,96080
624,95990
625,95989
626,95907
627,95885
628,95812
629,95782
630,95725
631,95627
632,95535
633,95443
634,95405
635,95318
636,95290
637,95217
638,95180
639,95083
640,94989
641,94960
642,94922
643,94833
644,94741
645,94669
646,94584
647,94502
648,94489
649,94408
650,94311
651,94236
652,94179
653,94104
654,94060
655,93991
656,93915
657,93914
658,93900
659,93876
660,93790
661,93777
662,93716
663,93662
664,93597
665,93583
666,93532
667,93453
668,93373
669,93316
670,93256
671,93202
672,93116
673,93101
674,93097
675,93086
676,93079
677,93074
678,92989
679,92902
680,92877
681,92854
682,92823
683,92786
684,92739
685,92647
686,92644
687,92643
688,92628
689,92578
690,92514
691,92481
692,92432
693,92336
694,92332
695,92245
696,92210
697,92168
698,92100
699,92025
700,92005
701,91911
702,91861
703,91785
704,91729
705,91681
706,91655
707,91586
708,91506
709,91495
710,91438
711,91401
712,91376
713,91336
714,91254
715,91159
716,91081
717,91079
718,91042
719,91011
720,91009
721,90992
722,90914
723,90903
724,90841
725,90831
726,90763
727,90754
728,90731
729,90709
730,90636
731,90591
732,90504
733,90453
734,90355
735,90267
736,90198
737,90134
738,90121
739,90029
740,89942
741,89876
742,89872
743,89794
744,89731
745,89702
746,89643
747,89547
748,89546
749,89477
750,89424
751,89384
752,89328
753,89311
754,89219
755,89217
756,89129
757,89083
758,88999
759,88973
760,88889
761,88866
762,88770
763,88671
764,88640
765,88557
766,88533
767,88507
768,88429
769,88381
770,88292
771,88235
772,88183
773,88159
774,88139
775,88071
776,88043
777,87952
778,87861
779,87851
780,87838
781,87753
782,87704
783,87701
784,87672
785,87626
786,87560
787,87549
788,87538
789,87476
790,87445
791,87411
792,87370
793,87308
794,87232
795,87226
796,87221
797,87196
798,87158
799,87136
800,87039
801,86973
802,86935
803,86902
804,86858
805,86780
806,86703
807,86684
808,86606
809,86599
810,86537
811,86478
812,86473
813,86422
814,86384
815,86365
816,86329
817,86276
818,86196
819,86170
820,86149
821,86131
822,86072
823,86036
824,85979
825,85928
826,85911
827,85879
828,85850
829,85777
830,85692
831,85679
832,85609
833,85601
834,85545
835,85519
836,85518
837,85499
838,85494
839,85426
840,85375
841,85363
842,85341
843,85255
844,85239
845,85206
846,85118
847,85059
848,85026
849,84963
850,84895
851,84809
852,84799
853,84791
854,84723
855,84649
856,84578
857,84533
858,84485
859,84468
860,84417
861,84340
862,84335
863,84290
864,84234
865,84148
866,84078
867,83997
868,83928
869,83834
870,83787
871,83774
872,83729
873,83640
874,83541
875,83536
876,83487
877,83461
878,83369
879,83321
880,83319
