iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,1009,1009,1,0
2,9025.0000,1015,1009,1,1
3,8573.7500,983,983,1,0
4,8145.0625,1016,983,1,1
5,7737.8091,928,928,1,0
6,7350.9185,1107,928,1,1
7,6983.3726,979,928,1,0
8,6634.2036,1038,928,1,1
9,6302.4932,927,927,1,0
10,5987.3687,926,926,1,0
11,5688.0000,1062,926,1,1
12,5403.6001,1013,926,1,0
13,5133.4199,989,926,1,0
14,4876.7490,963,926,1,0
15,4632.9116,983,926,1,1
16,4401.2661,1085,926,1,1
17,4181.2026,1000,926,1,0
18,3972.1423,1029,926,1,1
19,3773.5352,755,755,1,0
20,3584.8584,814,755,1,1
21,3405.6155,724,724,1,0
22,3235.3347,783,724,1,1
23,3073.5679,706,706,1,0
24,2919.8894,712,706,1,1
25,2773.8950,684,684,1,0
26,2635.2002,712,684,1,1
27,2503.4402,662,662,1,0
28,2378.2681,651,651,1,0
29,2259.3547,621,621,1,0
30,2146.3870,632,621,1,1
31,2039.0676,613,613,1,0
32,1937.1143,588,588,1,0
33,1840.2585,580,580,1,0
34,1748.2456,618,580,1,1
35,1660.8333,651,580,1,1
36,1577.7916,580,580,1,0
37,1498.9020,649,580,1,1
38,1423.9569,639,580,1,0
39,1352.7590,640,580,1,1
40,1285.1211,709,580,1,1
41,1220.8650,638,580,1,0
42,1159.8218,617,580,1,0
43,1101.8307,615,580,1,0
44,1046.7391,580,580,1,0
45,994.4022,569,569,1,0
46,944.6821,639,569,1,1
47,897.4479,642,569,1,1
48,852.5755,665,569,1,1
49,809.9467,617,569,1,0
50,769.4493,569,569,1,0
51,730.9769,595,569,1,1
52,694.4280,653,569,1,1
53,659.7066,629,569,1,0
54,626.7213,624,569,1,0
55,595.3852,580,569,1,0
56,565.6159,649,569,1,1
57,537.3351,575,569,1,0
58,510.4683,640,569,1,1
59,484.9449,626,569,1,0
60,460.6977,646,569,1,1
61,437.6628,628,569,1,0
62,415.7796,626,569,1,0
63,394.9906,618,569,1,0
64,375.2411,567,567,1,0
65,356.4790,567,567,1,0
66,338.6551,581,567,1,1
67,321.7223,571,567,1,0
68,305.6362,567,567,1,0
69,290.3544,555,555,1,0
70,275.8367,588,555,1,1
71,262.0448,572,555,1,0
72,248.9426,578,555,1,1
73,236.4955,598,555,1,1
74,224.6707,572,555,1,0
75,213.4371,598,555,1,1
76,202.7653,555,555,1,0
77,192.6270,544,544,1,0
78,182.9957,603,544,1,1
79,173.8459,572,544,1,0
80,165.1536,609,544,1,1
81,156.8959,589,544,1,0
82,149.0511,589,544,1,0
83,141.5986,609,544,1,1
84,134.5186,572,544,1,0
85,127.7927,544,544,1,0
86,121.4031,593,544,1,1
87,115.3329,589,544,1,0
88,109.5663,572,544,1,0
89,104.0880,593,544,1,1
90,98.8836,572,544,1,0
91,93.9394,589,544,1,1
92,89.2424,605,544,1,1
93,84.7803,544,544,1,0
94,80.5413,605,544,1,1
95,76.5142,593,544,1,0
96,72.6885,589,544,1,0
97,69.0541,593,544,1,1
98,65.6014,544,544,1,0
99,62.3213,603,544,1,1
100,59.2052,599,544,1,0
101,56.2450,589,544,1,0
102,53.4327,544,544,1,0
103,50.7611,605,544,1,1
104,48.2230,609,544,1,1
105,45.8119,599,544,1,0
106,43.5213,589,544,1,0
107,41.3452,603,544,1,1
108,39.2780,572,544,1,0
109,37.3141,595,544,1,1
110,35.4484,618,544,1,1
111,33.6759,630,544,1,1
112,31.9921,614,544,1,0
113,30.3925,618,544,1,1
114,28.8729,634,544,1,1
115,27.4293,599,544,1,0
116,26.0578,595,544,1,0
117,24.7549,604,544,1,1
118,23.5172,628,544,1,1
119,22.3413,651,544,1,1
120,21.2242,624,544,1,0
121,20.1630,618,544,1,0
122,19.1549,603,544,1,0
123,18.1971,572,544,1,0
124,17.2873,586,544,1,1
125,16.4229,582,544,1,0
126,15.6018,570,544,1,0
127,14.8217,626,544,1,1
128,14.0806,603,544,1,0
129,13.3766,589,544,1,0
130,12.7077,570,544,1,0
131,12.0723,589,544,1,1
132,11.4687,595,544,1,1
133,10.8953,628,544,1,1
134,10.3505,604,544,1,0
135,9.8330,624,544,1,1
136,9.3413,595,544,1,0
137,8.8743,589,544,1,0
138,8.4306,567,544,1,0
139,8.0090,599,544,1,1
140,7.6086,567,544,1,0
141,7.2282,604,544,1,1
142,6.8667,571,544,1,0
143,6.5234,555,544,1,0
144,6.1972,576,544,1,1
145,5.8874,587,544,1,1
146,5.5930,562,544,1,0
147,5.3134,586,544,1,1
148,5.0477,555,544,1,0
149,4.7953,572,544,1,1
150,4.5555,572,544,1,0
151,4.3278,576,544,1,1
152,4.1114,562,544,1,0
153,3.9058,572,544,1,1
154,3.7105,586,544,1,1
155,3.5250,553,544,1,0
156,3.3487,587,544,1,1
157,3.1813,562,544,1,0
158,3.0222,576,544,1,1
159,2.8711,553,544,1,0
160,2.7276,572,544,1,1
161,2.5912,586,544,1,1
162,2.4616,572,544,1,0
163,2.3386,572,544,1,0
164,2.2216,576,544,1,1
165,2.1105,555,544,1,0
166,2.0050,572,544,1,1
167,1.9048,604,544,1,1
168,1.8095,587,544,1,0
169,1.7190,562,544,1,0
170,1.6331,604,544,1,1
171,1.5514,562,544,1,0
172,1.4739,553,544,1,0
173,1.4002,562,544,1,1
174,1.3302,555,544,1,0
175,1.2637,576,544,1,1
176,1.2005,572,544,1,0
177,1.1405,562,544,1,0
178,1.0834,553,544,1,0
179,1.0293,578,544,1,1
180,0.9778,586,544,1,1
181,0.9289,578,544,1,0
182,0.8825,572,544,1,0
183,0.8383,572,544,1,0
184,0.7964,586,544,1,1
185,0.7566,587,544,1,1
186,0.7188,562,544,1,0
187,0.6828,553,544,1,0
188,0.6487,555,544,1,1
189,0.6163,562,544,1,1
190,0.5854,572,544,1,1
191,0.5562,578,544,1,1
192,0.5284,572,544,1,0
193,0.5019,587,544,1,1
194,0.4768,576,544,1,0
195,0.4530,562,544,1,0
196,0.4304,553,544,1,0
197,0.4088,572,544,1,1
198,0.3884,578,544,1,1
199,0.3690,553,544,1,0
200,0.3505,555,544,1,1
201,0.3330,562,544,1,1
202,0.3163,572,544,1,1
203,0.3005,553,544,1,0
204,0.2855,578,544,1,1
205,0.2712,562,544,1,0
206,0.2577,578,544,1,1
207,0.2448,572,544,1,0
208,0.2325,562,544,1,0
209,0.2209,572,544,1,1
210,0.2099,586,544,1,1
211,0.1994,562,544,1,0
212,0.1894,553,544,1,0
213,0.1799,555,544,1,1
214,0.1709,576,544,1,1
215,0.1624,572,544,1,0
216,0.1543,562,544,1,0
217,0.1466,587,544,1,1
218,0.1392,555,544,1,0
219,0.1323,586,544,1,1
220,0.1257,576,544,1,0
221,0.1194,586,544,1,1
222,0.1134,576,544,1,0
223,0.1077,553,544,1,0
224,0.1023,586,544,1,1
225,0.0972,572,544,1,0
