temperatura,makespan
10000.00000,17535
8500.00000,688
7225.00000,646
6141.25000,630
5220.06250,598
4437.05322,659
3771.49536,711
3205.77124,657
2724.90552,731
2316.16968,650
1968.74426,630
1673.43262,671
1422.41772,657
1209.05505,640
1027.69678,632
873.54230,621
742.51099,612
631.13434,600
536.46417,622
455.99457,624
387.59540,611
329.45609,644
280.03769,667
238.03204,667
202.32724,667
171.97816,657
146.18144,628
124.25423,611
105.61610,599
89.77368,596
76.30763,596
64.86149,586
55.13227,606
46.86243,606
39.83307,606
33.85810,606
28.77939,606
24.46248,606
20.79311,584
17.67414,584
15.02302,584
12.76957,577
10.85414,576
9.22602,576
7.84211,576
6.66580,576
5.66593,576
4.81604,573
4.09363,573
3.47959,573
2.95765,573
2.51400,564
2.13690,564
1.81637,564
1.54391,562
1.31233,562
1.11548,558
0.94815,558
0.80593,558
0.68504,558
0.58229,558
0.49494,558
0.42070,558
0.35760,555
0.30396,555
0.25836,555
0.21961,555
0.18667,545
0.15867,541
0.13487,541
0.11464,541
