iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,687,687,1,0
2,7225.0000,651,651,1,0
3,6141.2500,693,651,1,1
4,5220.0625,768,651,1,1
5,4437.0532,683,651,1,0
6,3771.4954,788,651,1,1
7,3205.7712,678,651,1,0
8,2724.9055,770,651,1,1
9,2316.1697,677,651,1,0
10,1968.7443,649,649,1,0
11,1673.4326,660,649,1,1
12,1422.4177,762,649,1,1
13,1209.0551,751,649,1,0
14,1027.6968,721,649,1,0
15,873.5423,647,647,1,0
16,742.5110,657,647,1,1
17,631.1343,673,647,1,1
18,536.4642,576,576,1,0
19,455.9946,585,576,1,1
20,387.5954,572,572,1,0
21,329.4561,549,549,1,0
22,280.0377,543,543,1,0
23,238.0320,537,537,1,0
24,202.3272,532,532,1,0
25,171.9782,523,523,1,0
26,146.1814,578,523,1,1
27,124.2542,576,523,1,0
28,105.6161,544,523,1,0
29,89.7737,550,523,1,1
30,76.3076,538,523,1,0
31,64.8615,567,523,1,1
32,55.1323,576,523,1,1
33,46.8624,521,521,1,0
34,39.8331,574,521,1,1
35,33.8581,586,521,1,1
36,28.7794,614,521,1,1
37,24.4625,580,521,1,0
38,20.7931,603,521,1,1
39,17.6741,603,521,1,0
40,15.0230,576,521,1,0
41,12.7696,562,521,1,0
42,10.8541,632,521,1,1
43,9.2260,562,521,1,0
44,7.8421,612,521,1,1
45,6.6658,572,521,1,0
46,5.6659,564,521,1,0
47,4.8160,562,521,1,0
48,4.0936,554,521,1,0
49,3.4796,623,521,1,1
50,2.9576,644,521,1,1
51,2.5140,700,521,1,1
52,2.1369,672,521,1,0
53,1.8164,590,521,1,0
54,1.5439,600,521,1,1
55,1.3123,610,521,1,1
56,1.1155,566,521,1,0
57,0.9482,562,521,1,0
58,0.8059,532,521,1,0
59,0.6850,574,521,1,1
60,0.5823,602,521,1,1
61,0.4949,600,521,1,0
62,0.4207,620,521,1,1
63,0.3576,566,521,1,0
64,0.3040,554,521,1,0
65,0.2584,603,521,1,1
66,0.2196,562,521,1,0
67,0.1867,622,521,1,1
68,0.1587,563,521,1,0
69,0.1349,603,521,1,1
70,0.1146,602,521,1,0
71,0.0974,582,521,1,0
