iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,3853,3853,1,0
2,6400.0000,3444,3444,1,0
3,5120.0000,3487,3444,1,1
4,4096.0000,3257,3257,1,0
5,3276.8000,3232,3232,1,0
6,2621.4402,3305,3232,1,1
7,2097.1521,3241,3232,1,0
8,1677.7217,3301,3232,1,1
9,1342.1774,3220,3220,1,0
10,1073.7419,3246,3220,1,1
11,858.9936,3142,3142,1,0
12,687.1949,3087,3087,1,0
13,549.7559,3151,3087,1,1
14,439.8047,3174,3087,1,1
15,351.8438,3318,3087,1,1
16,281.4751,3201,3087,1,0
17,225.1801,3160,3087,1,0
18,180.1440,3134,3087,1,0
19,144.1152,3082,3082,1,0
20,115.2922,3047,3047,1,0
21,92.2338,3045,3045,1,0
22,73.7870,3077,3045,1,1
23,59.0296,3112,3045,1,1
24,47.2237,3086,3045,1,0
25,37.7790,3166,3045,1,1
26,30.2232,3025,3025,1,0
27,24.1785,3012,3012,1,0
28,19.3428,2986,2986,1,0
29,15.4743,2912,2912,1,0
30,12.3794,2936,2912,1,1
31,9.9035,2910,2910,1,0
32,7.9228,2901,2901,1,0
33,6.3383,2871,2871,1,0
34,5.0706,2867,2867,1,0
35,4.0565,2866,2866,1,0
36,3.2452,2872,2866,1,1
37,2.5962,2864,2864,1,0
38,2.0769,2860,2860,1,0
39,1.6615,2846,2846,1,0
40,1.3292,2837,2837,1,0
41,1.0634,2848,2837,1,1
42,0.8507,2834,2834,1,0
43,0.6806,2826,2826,1,0
44,0.5445,2820,2820,1,0
45,0.4356,2808,2808,1,0
46,0.3484,2800,2800,1,0
47,0.2788,2786,2786,1,0
48,0.2230,2773,2773,1,0
49,0.1784,2761,2761,1,0
50,0.1427,2752,2752,1,0
51,0.1142,2751,2751,1,0
52,0.0913,2835,2751,1,1
