temperatura,makespan
10000.00000,18258
9000.00000,744
8100.00000,634
7290.00000,648
6561.00000,716
5904.89990,669
5314.40967,652
4782.96875,684
4304.67188,773
3874.20459,629
3486.78394,628
3138.10547,683
2824.29492,639
2541.86548,636
2287.67896,673
2058.91089,622
1853.01978,690
1667.71777,678
1500.94592,735
1350.85132,629
1215.76611,648
1094.18945,714
984.77051,636
886.29346,650
797.66406,632
717.89764,654
646.10785,718
581.49707,678
523.34735,697
471.01260,729
423.91135,730
381.52020,703
343.36816,683
309.03134,656
278.12820,662
250.31538,675
225.28384,653
202.75545,719
182.47990,713
164.23190,698
147.80872,719
133.02785,693
119.72506,662
107.75255,659
96.97729,690
87.27956,743
78.55160,702
70.69643,680
63.62679,763
57.26411,717
51.53770,702
46.38393,698
41.74553,666
37.57098,811
33.81388,736
30.43249,772
27.38924,754
24.65032,694
22.18529,726
19.96676,723
17.97008,698
16.17307,701
14.55577,744
13.10019,664
11.79017,652
10.61115,654
9.55004,673
8.59503,752
7.73553,740
6.96198,728
6.26578,732
5.63920,743
5.07528,717
4.56775,742
4.11098,771
3.69988,689
3.32989,684
2.99690,724
2.69721,705
2.42749,732
2.18474,745
1.96627,715
1.76964,703
1.59268,729
1.43341,704
1.29007,688
1.16106,741
1.04495,791
0.94046,835
0.84641,774
0.76177,765
0.68559,831
0.61704,754
0.55533,775
0.49980,738
0.44982,800
0.40484,724
0.36435,748
0.32792,702
0.29513,696
0.26561,729
0.23905,714
0.21515,801
0.19363,776
0.17427,741
0.15684,766
0.14116,740
0.12704,722
0.11434,738
0.10290,745
