iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,290,290,1,0
2,9025.0000,288,288,1,0
3,8573.7500,311,288,1,1
4,8145.0625,287,287,1,0
5,7737.8091,270,270,1,0
6,7350.9185,236,236,1,0
7,6983.3726,202,202,1,0
8,6634.2036,289,202,1,1
9,6302.4932,285,202,1,0
10,5987.3687,226,202,1,0
11,5688.0000,250,202,1,1
12,5403.6001,243,202,1,0
13,5133.4199,283,202,1,1
14,4876.7490,276,202,1,0
15,4632.9116,338,202,1,1
16,4401.2661,328,202,1,0
17,4181.2026,349,202,1,1
18,3972.1423,401,202,1,1
19,3773.5352,345,202,1,0
20,3584.8584,339,202,1,0
21,3405.6155,410,202,1,1
22,3235.3347,295,202,1,0
23,3073.5679,365,202,1,1
24,2919.8894,450,202,1,1
25,2773.8950,344,202,1,0
26,2635.2002,376,202,1,1
27,2503.4402,319,202,1,0
28,2378.2681,357,202,1,1
29,2259.3547,410,202,1,1
30,2146.3870,365,202,1,0
31,2039.0676,292,202,1,0
32,1937.1143,297,202,1,1
33,1840.2585,316,202,1,1
34,1748.2456,350,202,1,1
35,1660.8333,408,202,1,1
36,1577.7916,394,202,1,0
37,1498.9020,363,202,1,0
38,1423.9569,371,202,1,1
39,1352.7590,367,202,1,0
40,1285.1211,394,202,1,1
41,1220.8650,373,202,1,0
42,1159.8218,401,202,1,1
43,1101.8307,397,202,1,0
44,1046.7391,354,202,1,0
45,994.4022,310,202,1,0
46,944.6821,310,202,1,0
47,897.4479,415,202,1,1
48,852.5755,351,202,1,0
49,809.9467,467,202,1,1
50,769.4493,311,202,1,0
51,730.9769,313,202,1,1
52,694.4280,298,202,1,0
53,659.7066,264,202,1,0
54,626.7213,275,202,1,1
55,595.3852,322,202,1,1
56,565.6159,434,202,1,1
57,537.3351,283,202,1,0
58,510.4683,323,202,1,1
59,484.9449,360,202,1,1
60,460.6977,320,202,1,0
61,437.6628,305,202,1,0
62,415.7796,289,202,1,0
63,394.9906,304,202,1,1
64,375.2411,348,202,1,1
65,356.4790,349,202,1,1
66,338.6551,376,202,1,1
67,321.7223,270,202,1,0
68,305.6362,301,202,1,1
69,290.3544,356,202,1,1
70,275.8367,329,202,1,0
71,262.0448,323,202,1,0
72,248.9426,434,202,1,1
73,236.4955,360,202,1,0
74,224.6707,372,202,1,1
75,213.4371,302,202,1,0
76,202.7653,298,202,1,0
77,192.6270,382,202,1,1
78,182.9957,356,202,1,0
79,173.8459,436,202,1,1
80,165.1536,429,202,1,0
81,156.8959,323,202,1,0
82,149.0511,359,202,1,1
83,141.5986,333,202,1,0
84,134.5186,402,202,1,1
85,127.7927,448,202,1,1
86,121.4031,438,202,1,0
87,115.3329,570,202,1,1
88,109.5663,341,202,1,0
89,104.0880,345,202,1,1
90,98.8836,294,202,1,0
91,93.9394,304,202,1,1
92,89.2424,310,202,1,1
93,84.7803,280,202,1,0
94,80.5413,264,202,1,0
95,76.5142,348,202,1,1
96,72.6885,308,202,1,0
97,69.0541,297,202,1,0
98,65.6014,328,202,1,1
99,62.3213,409,202,1,1
100,59.2052,247,202,1,0
101,56.2450,266,202,1,1
102,53.4327,234,202,1,0
103,50.7611,235,202,1,1
104,48.2230,222,202,1,0
105,45.8119,263,202,1,1
106,43.5213,251,202,1,0
107,41.3452,260,202,1,1
108,39.2780,265,202,1,1
109,37.3141,209,202,1,0
110,35.4484,249,202,1,1
111,33.6759,199,199,1,0
112,31.9921,291,199,1,1
113,30.3925,303,199,1,1
114,28.8729,293,199,1,0
115,27.4293,350,199,1,1
116,26.0578,397,199,1,1
117,24.7549,307,199,1,0
118,23.5172,301,199,1,0
119,22.3413,381,199,1,1
120,21.2242,309,199,1,0
121,20.1630,291,199,1,0
122,19.1549,251,199,1,0
123,18.1971,250,199,1,0
124,17.2873,261,199,1,1
125,16.4229,275,199,1,1
126,15.6018,264,199,1,0
127,14.8217,301,199,1,1
128,14.0806,247,199,1,0
129,13.3766,231,199,1,0
130,12.7077,237,199,1,1
131,12.0723,303,199,1,1
132,11.4687,307,199,1,1
133,10.8953,269,199,1,0
134,10.3505,253,199,1,0
135,9.8330,279,199,1,1
136,9.3413,248,199,1,0
137,8.8743,250,199,1,1
138,8.4306,242,199,1,0
139,8.0090,235,199,1,0
140,7.6086,305,199,1,1
141,7.2282,267,199,1,0
142,6.8667,307,199,1,1
143,6.5234,261,199,1,0
144,6.1972,302,199,1,1
145,5.8874,297,199,1,0
146,5.5930,395,199,1,1
147,5.3134,304,199,1,0
148,5.0477,319,199,1,1
149,4.7953,298,199,1,0
150,4.5555,406,199,1,1
151,4.3278,362,199,1,0
152,4.1114,369,199,1,1
153,3.9058,408,199,1,1
154,3.7105,321,199,1,0
155,3.5250,366,199,1,1
156,3.3487,355,199,1,0
157,3.1813,286,199,1,0
158,3.0222,342,199,1,1
159,2.8711,351,199,1,1
160,2.7276,521,199,1,1
161,2.5912,335,199,1,0
162,2.4616,336,199,1,1
163,2.3386,376,199,1,1
164,2.2216,354,199,1,0
165,2.1105,325,199,1,0
166,2.0050,332,199,1,1
167,1.9048,307,199,1,0
168,1.8095,382,199,1,1
169,1.7190,530,199,1,1
170,1.6331,406,199,1,0
171,1.5514,425,199,1,1
172,1.4739,388,199,1,0
173,1.4002,314,199,1,0
174,1.3302,341,199,1,1
175,1.2637,328,199,1,0
176,1.2005,487,199,1,1
177,1.1405,470,199,1,0
178,1.0834,539,199,1,1
179,1.0293,349,199,1,0
180,0.9778,364,199,1,1
181,0.9289,401,199,1,1
182,0.8825,393,199,1,0
183,0.8383,364,199,1,0
184,0.7964,456,199,1,1
185,0.7566,411,199,1,0
186,0.7188,296,199,1,0
187,0.6828,386,199,1,1
188,0.6487,387,199,1,1
189,0.6163,335,199,1,0
190,0.5854,336,199,1,1
191,0.5562,322,199,1,0
192,0.5284,351,199,1,1
193,0.5019,344,199,1,0
194,0.4768,306,199,1,0
195,0.4530,329,199,1,1
196,0.4304,405,199,1,1
197,0.4088,429,199,1,1
198,0.3884,395,199,1,0
199,0.3690,390,199,1,0
200,0.3505,299,199,1,0
201,0.3330,343,199,1,1
202,0.3163,409,199,1,1
203,0.3005,380,199,1,0
204,0.2855,390,199,1,1
205,0.2712,332,199,1,0
206,0.2577,355,199,1,1
207,0.2448,366,199,1,1
208,0.2325,367,199,1,1
209,0.2209,406,199,1,1
210,0.2099,379,199,1,0
211,0.1994,393,199,1,1
212,0.1894,499,199,1,1
213,0.1799,345,199,1,0
214,0.1709,319,199,1,0
215,0.1624,319,199,1,0
216,0.1543,293,199,1,0
217,0.1466,286,199,1,0
218,0.1392,324,199,1,1
219,0.1323,281,199,1,0
220,0.1257,299,199,1,1
221,0.1194,221,199,1,0
222,0.1134,215,199,1,0
223,0.1077,264,199,1,1
224,0.1023,276,199,1,1
225,0.0972,251,199,1,0
