iteration,makespan
1,124422
2,124352
3,124299
4,124238
5,124196
6,124186
7,124133
8,124056
9,123991
10,123990
11,123898
12,123805
13,123794
14,123702
15,123690
16,123622
17,123546
18,123518
19,123477
20,123391
21,123382
22,123289
23,123245
24,123224
25,123166
26,123101
27,123010
28,122939
29,122902
30,122855
31,122818
32,122742
33,122713
34,122669
35,122660
36,122646
37,122553
38,122453
39,122368
40,122347
41,122256
42,122207
43,122125
44,122082
45,122018
46,121985
47,121909
48,121818
49,121799
50,121702
51,121612
52,121575
53,121539
54,121459
55,121428
56,121392
57,121363
58,121318
59,121284
60,121274
61,121207
62,121165
63,121150
64,121087
65,120987
66,120977
67,120947
68,120874
69,120864
70,120779
71,120740
72,120691
73,120605
74,120507
75,120491
76,120417
77,120403
78,120375
79,120325
80,120294
81,120232
82,120221
83,120215
84,120166
85,120067
86,119980
87,119978
88,119910
89,119883
90,119842
91,119799
92,119795
93,119704
94,119698
95,119664
96,119637
97,119636
98,119590
99,119507
100,119497
101,119397
102,119355
103,119273
104,119212
105,119179
106,119091
107,119018
108,118986
109,118971
110,118884
111,118858
112,118796
113,118735
114,118667
115,118620
116,118588
117,118527
118,118517
119,118443
120,118420
121,118321
122,118283
123,118212
124,118148
125,118142
126,118105
127,118012
128,117972
129,117925
130,117883
131,117854
132,117766
133,117708
134,117666
135,117629
136,117627
137,117605
138,117519
139,117464
140,117462
141,117435
142,117428
143,117413
144,117383
145,117376
146,117290
147,117283
148,117244
149,117185
150,117148
151,117147
152,117111
153,117031
154,116949
155,116929
156,116862
157,116771
158,116719
159,116659
160,116651
161,116566
162,116531
163,116431
164,116426
165,116357
166,116306
167,116210
168,116190
169,116182
170,116133
171,116045
172,115999
173,115899
174,115869
175,115845
176,115776
177,115700
178,115681
179,115595
180,115571
181,115566
182,115546
183,115481
184,115467
185,115427
186,115359
187,115303
188,115219
189,115151
190,115126
191,115117
192,115088
193,115021
194,114924
195,114914
196,114864
197,114772
198,114724
199,114643
200,114633
201,114536
202,114529
203,114506
204,114426
205,114423
206,114369
207,114285
208,114233
209,114171
210,114156
211,114148
212,114056
213,113975
214,113878
215,113820
216,113764
217,113715
218,113683
219,113607
220,113567
221,113560
222,113500
223,113432
224,113366
225,113312
226,113249
227,113232
228,113201
229,113102
230,113027
231,112939
232,112921
233,112868
234,112798
235,112701
236,112650
237,112610
238,112541
239,112448
240,112377
241,112294
242,112234
243,112199
244,112174
245,112125
246,112050
247,111969
248,111960
249,111887
250,111870
251,111849
252,111807
253,111752
254,111746
255,111649
256,111577
257,111565
258,111522
259,111478
260,111448
261,111377
262,111311
263,111289
264,111287
265,111256
266,111228
267,111169
268,111151
269,111116
270,111034
271,110997
272,110938
273,110927
274,110919
275,110874
276,110785
277,110782
278,110717
279,110628
280,110596
281,110586
282,110522
283,110428
284,110396
285,110302
286,110247
287,110218
288,110187
289,110115
290,110089
291,110081
292,110011
293,109975
294,109880
295,109788
296,109727
297,109685
298,109659
299,109577
300,109552
301,109533
302,109504
303,109490
304,109467
305,109413
306,109332
307,109283
308,109211
309,109208
310,109135
311,109048
312,108969
313,108898
314,108811
315,108759
316,108747
317,108663
318,108612
319,108588
320,108537
321,108498
322,108484
323,108457
324,108381
325,108380
326,108366
327,108338
328,108272
329,108264
330,108210
331,108199
332,108102
333,108078
334,108044
335,108021
336,107938
337,107911
338,107835
339,107801
340,107728
341,107725
342,107677
343,107650
344,107590
345,107586
346,107584
347,107495
348,107414
349,107401
350,107343
351,107318
352,107254
353,107240
354,107179
355,107082
356,106998
357,106991
358,106916
359,106860
360,106800
361,106721
362,106643
363,106621
364,106580
365,106524
366,106476
367,106378
368,106324
369,106302
370,106216
371,106169
372,106125
373,106032
374,106006
375,105986
376,105962
377,105925
378,105846
379,105789
380,105691
381,105646
382,105633
383,105617
384,105538
385,105483
386,105412
387,105383
388,105287
389,105242
390,105216
391,105130
392,105092
393,105069
394,104994
395,104950
396,104900
397,104825
398,104764
399,104756
400,104678
401,104636
402,104615
403,104542
404,104472
405,104434
406,104393
407,104325
408,104285
409,104250
410,104157
411,104074
412,104007
413,104000
414,103906
415,103855
416,103848
417,103821
418,103770
419,103759
420,103752
421,103748
422,103736
423,103641
424,103619
425,103570
426,103538
427,103495
428,103398
429,103379
430,103343
431,103337
432,103316
433,103232
434,103199
435,103196
436,103149
437,103142
438,103118
439,103113
440,103045
441,103010
442,102972
443,102907
444,102807
445,102739
446,102691
447,102594
448,102526
449,102478
450,102430
451,102417
452,102386
453,102375
454,102363
455,102283
456,102230
457,102217
458,102161
459,102069
460,102022
461,101970
462,101948
463,101929
464,101843
465,101817
466,101737
467,101695
468,101655
469,101617
470,101549
471,101497
472,101462
473,101443
474,101425
475,101421
476,101373
477,101372
478,101274
479,101218
480,101152
481,101115
482,101066
483,101014
484,100955
485,100907
486,100882
487,100821
488,100754
489,100702
490,100683
491,100607
492,100540
493,100444
494,100404
495,100359
496,100272
497,100181
498,100158
499,100121
500,100070
501,99973
502,99890
503,99858
504,99838
505,99772
506,99718
507,99625
508,99542
509,99480
510,99424
511,99409
512,99330
513,99328
514,99252
515,99205
516,99124
517,99103
518,99012
519,98972
520,98886
521,98814
522,98777
523,98754
524,98744
525,98646
526,98576
527,98477
528,98437
529,98410
530,98355
531,98335
532,98309
533,98291
534,98212
535,98184
536,98101
537,98008
538,97970
539,97953
540,97869
541,97815
542,97727
543,97646
544,97576
545,97521
546,97516
547,97474
548,97438
549,97418
550,97366
551,97302
552,97291
553,97252
554,97199
555,97188
556,97129
557,97037
558,96992
559,96923
560,96922
561,96884
562,96842
563,96795
564,96712
565,96678
566,96587
567,96572
568,96514
569,96430
570,96353
571,96301
572,96268
573,96234
574,96209
575,96181
576,96161
