iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,337,337,1,0
2,6400.0000,292,292,1,0
3,5120.0000,313,292,1,1
4,4096.0000,316,292,1,1
5,3276.8000,441,292,1,1
6,2621.4402,352,292,1,0
7,2097.1521,330,292,1,0
8,1677.7217,333,292,1,1
9,1342.1774,357,292,1,1
10,1073.7419,373,292,1,1
11,858.9936,366,292,1,0
12,687.1949,395,292,1,1
13,549.7559,406,292,1,1
14,439.8047,403,292,1,0
15,351.8438,355,292,1,0
16,281.4751,332,292,1,0
17,225.1801,319,292,1,0
18,180.1440,309,292,1,0
19,144.1152,296,292,1,0
20,115.2922,335,292,1,1
21,92.2338,355,292,1,1
22,73.7870,431,292,1,1
23,59.0296,325,292,1,0
24,47.2237,360,292,1,1
25,37.7790,350,292,1,0
26,30.2232,309,292,1,0
27,24.1785,364,292,1,1
28,19.3428,310,292,1,0
29,15.4743,336,292,1,1
30,12.3794,339,292,1,1
31,9.9035,273,273,1,0
32,7.9228,303,273,1,1
33,6.3383,291,273,1,0
34,5.0706,299,273,1,1
35,4.0565,305,273,1,1
36,3.2452,368,273,1,1
37,2.5962,412,273,1,1
38,2.0769,459,273,1,1
39,1.6615,345,273,1,0
40,1.3292,314,273,1,0
41,1.0634,318,273,1,1
42,0.8507,249,249,1,0
43,0.6806,293,249,1,1
44,0.5445,341,249,1,1
45,0.4356,426,249,1,1
46,0.3484,332,249,1,0
47,0.2788,327,249,1,0
48,0.2230,306,249,1,0
49,0.1784,321,249,1,1
50,0.1427,359,249,1,1
51,0.1142,317,249,1,0
52,0.0913,344,249,1,1
