iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,745,745,1,0
2,6400.0000,710,710,1,0
3,5120.0000,654,654,1,0
4,4096.0000,654,654,1,0
5,3276.8000,691,654,1,1
6,2621.4402,632,632,1,0
7,2097.1521,629,629,1,0
8,1677.7217,593,593,1,0
9,1342.1774,584,584,1,0
10,1073.7419,618,584,1,1
11,858.9936,708,584,1,1
12,687.1949,623,584,1,0
13,549.7559,624,584,1,1
14,439.8047,599,584,1,0
15,351.8438,596,584,1,0
16,281.4751,596,584,1,0
17,225.1801,666,584,1,1
18,180.1440,629,584,1,0
19,144.1152,633,584,1,1
20,115.2922,639,584,1,1
21,92.2338,677,584,1,1
22,73.7870,699,584,1,1
23,59.0296,639,584,1,0
24,47.2237,609,584,1,0
25,37.7790,618,584,1,1
26,30.2232,615,584,1,0
27,24.1785,644,584,1,1
28,19.3428,613,584,1,0
29,15.4743,652,584,1,1
30,12.3794,652,584,1,0
31,9.9035,598,584,1,0
32,7.9228,590,584,1,0
33,6.3383,671,584,1,1
34,5.0706,770,584,1,1
35,4.0565,584,584,1,0
36,3.2452,565,565,1,0
37,2.5962,677,565,1,1
38,2.0769,627,565,1,0
39,1.6615,644,565,1,1
40,1.3292,589,565,1,0
41,1.0634,589,565,1,0
42,0.8507,585,565,1,0
43,0.6806,602,565,1,1
44,0.5445,606,565,1,1
45,0.4356,615,565,1,1
46,0.3484,607,565,1,0
47,0.2788,571,565,1,0
48,0.2230,563,563,1,0
49,0.1784,600,563,1,1
50,0.1427,561,561,1,0
51,0.1142,560,560,1,0
52,0.0913,626,560,1,1
