iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,749,749,1,0
2,7225.0000,544,544,1,0
3,6141.2500,476,476,1,0
4,5220.0625,489,476,1,1
5,4437.0532,557,476,1,1
6,3771.4954,467,467,1,0
7,3205.7712,462,462,1,0
8,2724.9055,559,462,1,1
9,2316.1697,545,462,1,0
10,1968.7443,545,462,1,0
11,1673.4326,661,462,1,1
12,1422.4177,628,462,1,0
13,1209.0551,622,462,1,0
14,1027.6968,659,462,1,1
15,873.5423,552,462,1,0
16,742.5110,522,462,1,0
17,631.1343,509,462,1,0
18,536.4642,504,462,1,0
19,455.9946,478,462,1,0
20,387.5954,452,452,1,0
21,329.4561,509,452,1,1
22,280.0377,526,452,1,1
23,238.0320,491,452,1,0
24,202.3272,481,452,1,0
25,171.9782,523,452,1,1
26,146.1814,574,452,1,1
27,124.2542,567,452,1,0
28,105.6161,559,452,1,0
29,89.7737,545,452,1,0
30,76.3076,488,452,1,0
31,64.8615,505,452,1,1
32,55.1323,529,452,1,1
33,46.8624,443,443,1,0
34,39.8331,471,443,1,1
35,33.8581,542,443,1,1
36,28.7794,494,443,1,0
37,24.4625,674,443,1,1
38,20.7931,740,443,1,1
39,17.6741,539,443,1,0
40,15.0230,520,443,1,0
41,12.7696,545,443,1,1
42,10.8541,578,443,1,1
43,9.2260,612,443,1,1
44,7.8421,527,443,1,0
45,6.6658,609,443,1,1
46,5.6659,557,443,1,0
47,4.8160,512,443,1,0
48,4.0936,655,443,1,1
49,3.4796,614,443,1,0
50,2.9576,592,443,1,0
51,2.5140,596,443,1,1
52,2.1369,572,443,1,0
53,1.8164,657,443,1,1
54,1.5439,521,443,1,0
55,1.3123,479,443,1,0
56,1.1155,474,443,1,0
57,0.9482,455,443,1,0
58,0.8059,380,380,1,0
59,0.6850,454,380,1,1
60,0.5823,443,380,1,0
61,0.4949,441,380,1,0
62,0.4207,417,380,1,0
63,0.3576,402,380,1,0
64,0.3040,463,380,1,1
65,0.2584,440,380,1,0
66,0.2196,483,380,1,1
67,0.1867,439,380,1,0
68,0.1587,467,380,1,1
69,0.1349,491,380,1,1
70,0.1146,442,380,1,0
71,0.0974,440,380,1,0
