temperatura,makespan
10000.00000,17421
8500.00000,632
7225.00000,672
6141.25000,627
5220.06250,603
4437.05322,598
3771.49536,617
3205.77124,622
2724.90552,592
2316.16968,587
1968.74426,605
1673.43262,599
1422.41772,582
1209.05505,578
1027.69678,563
873.54230,550
742.51099,538
631.13434,610
536.46417,611
455.99457,596
387.59540,596
329.45609,593
280.03769,582
238.03204,553
202.32724,546
171.97816,548
146.18144,565
124.25423,587
105.61610,544
89.77368,541
76.30763,537
64.86149,535
55.13227,524
46.86243,546
39.83307,576
33.85810,545
28.77939,607
24.46248,602
20.79311,585
17.67414,572
15.02302,544
12.76957,639
10.85414,539
9.22602,495
7.84211,529
6.66580,546
5.66593,494
4.81604,536
4.09363,532
3.47959,504
2.95765,509
2.51400,509
2.13690,478
1.81637,475
1.54391,516
1.31233,525
1.11548,492
0.94815,488
0.80593,523
0.68504,518
0.58229,491
0.49494,473
0.42070,467
0.35760,463
0.30396,498
0.25836,481
0.21961,474
0.18667,473
0.15867,559
0.13487,461
0.11464,461
