iteration,makespan
0,18326
1,18326
2,18326
3,18326
4,18326
5,18326
6,18326
7,18326
8,18326
9,18326
10,18326
11,18326
12,18326
13,18326
14,18326
15,18326
16,18326
17,18326
18,18326
19,18326
20,18326
21,18326
22,18326
23,18326
24,18326
25,18326
26,18326
27,18326
28,18326
29,18326
30,18326
31,18326
32,18326
33,18326
34,18326
35,18326
36,18326
37,18326
38,18326
39,18326
40,18326
41,18326
42,18326
43,18326
44,18326
45,18326
46,18326
47,18326
48,18326
49,18326
50,18326
51,18326
52,18326
53,18326
54,18326
55,18326
56,18326
57,18326
58,18326
59,18326
60,18326
61,18326
62,18326
63,18326
64,18326
65,18326
66,18326
67,18326
68,18326
69,18326
70,18326
71,18326
72,18326
73,18326
74,18326
75,18326
76,18326
77,18326
78,18326
79,18326
80,18326
81,18326
82,18326
83,18326
84,18326
85,18326
86,18326
87,18326
88,18326
89,18326
90,18326
91,18326
92,18326
93,18326
94,18326
95,18326
96,18326
97,18326
98,18326
99,18326
100,18326
101,18326
102,18326
103,18326
104,18326
105,18326
106,18326
107,18326
108,18326
109,18326
110,18326
111,18326
112,18326
113,18326
114,18326
115,18326
116,18326
117,18326
118,18326
119,18326
120,18326
121,18326
122,18326
123,18326
124,18326
125,18326
126,18326
127,18326
128,18326
129,18326
130,18326
131,18326
132,18326
133,18326
134,18326
135,18326
136,18326
137,18326
138,18326
139,18326
140,18326
141,18326
142,18326
143,18326
144,18326
145,18326
146,18326
147,18326
148,18326
149,18326
150,18326
151,18326
152,18326
153,18326
154,18326
155,18326
156,18326
157,18326
158,18326
159,18326
160,18326
161,18326
162,18326
163,18326
164,18326
165,18326
166,18326
167,18326
168,18326
169,18326
170,18326
171,18326
