iteration,makespan
0,17619
1,17619
2,17619
3,17619
4,17619
5,17619
6,17619
7,17619
8,17619
9,17619
10,17619
11,17619
12,17619
13,17619
14,17619
15,17619
16,17619
17,17619
18,17619
19,17619
20,17619
21,17619
22,17619
23,17619
24,17619
25,17619
26,17619
27,17619
28,17619
29,17619
30,17619
31,17619
32,17619
33,17619
34,17619
35,17619
36,17619
37,17619
38,17619
39,17619
40,17619
41,17619
42,17619
43,17619
44,17619
45,17619
46,17619
47,17619
48,17619
49,17619
50,17619
51,17619
52,17619
53,17619
54,17619
55,17619
56,17619
57,17619
58,17619
59,17619
60,17619
61,17619
62,17619
63,17619
64,17619
65,17619
66,17619
67,17619
68,17619
69,17619
70,17619
71,17619
72,17619
73,17619
74,17619
75,17619
76,17619
77,17619
78,17619
79,17619
80,17619
81,17619
82,17619
83,17619
84,17619
85,17619
86,17619
87,17619
88,17619
89,17619
90,17619
91,17619
92,17619
93,17619
94,17619
95,17619
96,17619
97,17619
98,17619
99,17619
100,17619
101,17619
102,17619
103,17619
104,17619
105,17619
106,17619
107,17619
108,17619
109,17619
110,17619
111,17619
112,17619
113,17619
114,17619
115,17619
116,17619
117,17619
118,17619
119,17619
120,17619
121,17619
122,17619
123,17619
124,17619
125,17619
126,17619
127,17619
128,17619
129,17619
130,17619
131,17619
132,17619
133,17619
134,17619
135,17619
136,17619
137,17619
138,17619
139,17619
140,17619
141,17619
142,17619
143,17619
144,17619
145,17619
146,17619
147,17619
148,17619
149,17619
150,17619
151,17619
152,17619
153,17619
154,17619
155,17619
156,17619
157,17619
158,17619
159,17619
160,17619
161,17619
162,17619
163,17619
164,17619
165,17619
166,17619
167,17619
168,17619
169,17619
170,17619
171,17619
172,17619
173,17619
174,17619
175,17619
176,17619
