temperatura,makespan
10000.00000,19353
9000.00000,846
8100.00000,757
7290.00000,741
6561.00000,763
5904.89990,684
5314.40967,672
4782.96875,677
4304.67188,653
3874.20459,649
3486.78394,653
3138.10547,656
2824.29492,640
2541.86548,724
2287.67896,710
2058.91089,638
1853.01978,668
1667.71777,657
1500.94592,663
1350.85132,673
1215.76611,689
1094.18945,662
984.77051,720
886.29346,723
797.66406,690
717.89764,643
646.10785,709
581.49707,631
523.34735,717
471.01260,677
423.91135,645
381.52020,644
343.36816,628
309.03134,619
278.12820,607
250.31538,614
225.28384,611
202.75545,600
182.47990,747
164.23190,632
147.80872,613
133.02785,602
119.72506,643
107.75255,608
96.97729,589
87.27956,663
78.55160,647
70.69643,650
63.62679,630
57.26411,594
51.53770,602
46.38393,586
41.74553,586
37.57098,574
33.81388,574
30.43249,626
27.38924,619
24.65032,617
22.18529,571
19.96676,566
17.97008,556
16.17307,548
14.55577,560
13.10019,537
11.79017,537
10.61115,537
9.55004,537
8.59503,534
7.73553,534
6.96198,529
6.26578,529
5.63920,529
5.07528,529
4.56775,529
4.11098,526
3.69988,516
3.32989,515
2.99690,515
2.69721,515
2.42749,514
2.18474,514
1.96627,496
1.76964,489
1.59268,486
1.43341,486
1.29007,486
1.16106,485
1.04495,485
0.94046,485
0.84641,485
0.76177,482
0.68559,477
0.61704,477
0.55533,477
0.49980,477
0.44982,476
0.40484,476
0.36435,476
0.32792,476
0.29513,469
0.26561,469
0.23905,459
0.21515,457
0.19363,455
0.17427,454
0.15684,454
0.14116,451
0.12704,451
0.11434,449
0.10290,449
