iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,1846,1846,1,0
2,9025.0000,1678,1678,1,0
3,8573.7500,1659,1659,1,0
4,8145.0625,1700,1659,1,1
5,7737.8091,1506,1506,1,0
6,7350.9185,1556,1506,1,1
7,6983.3726,1459,1459,1,0
8,6634.2036,1443,1443,1,0
9,6302.4932,1526,1443,1,1
10,5987.3687,1412,1412,1,0
11,5688.0000,1396,1396,1,0
12,5403.6001,1348,1348,1,0
13,5133.4199,1365,1348,1,1
14,4876.7490,1385,1348,1,1
15,4632.9116,1354,1348,1,0
16,4401.2661,1343,1343,1,0
17,4181.2026,1436,1343,1,1
18,3972.1423,1263,1263,1,0
19,3773.5352,1263,1263,1,0
20,3584.8584,1348,1263,1,1
21,3405.6155,1239,1239,1,0
22,3235.3347,1232,1232,1,0
23,3073.5679,1285,1232,1,1
24,2919.8894,1254,1232,1,0
25,2773.8950,1358,1232,1,1
26,2635.2002,1344,1232,1,0
27,2503.4402,1228,1228,1,0
28,2378.2681,1225,1225,1,0
29,2259.3547,1212,1212,1,0
30,2146.3870,1240,1212,1,1
31,2039.0676,1169,1169,1,0
32,1937.1143,1245,1169,1,1
33,1840.2585,1212,1169,1,0
34,1748.2456,1159,1159,1,0
35,1660.8333,1146,1146,1,0
36,1577.7916,1146,1146,1,0
37,1498.9020,1125,1125,1,0
38,1423.9569,1156,1125,1,1
39,1352.7590,1192,1125,1,1
40,1285.1211,1162,1125,1,0
41,1220.8650,1142,1125,1,0
42,1159.8218,1123,1123,1,0
43,1101.8307,1168,1123,1,1
44,1046.7391,1133,1123,1,0
45,994.4022,1115,1115,1,0
46,944.6821,1106,1106,1,0
47,897.4479,1081,1081,1,0
48,852.5755,1079,1079,1,0
49,809.9467,1076,1076,1,0
50,769.4493,1140,1076,1,1
51,730.9769,1136,1076,1,0
52,694.4280,1174,1076,1,1
53,659.7066,1129,1076,1,0
54,626.7213,1161,1076,1,1
55,595.3852,1073,1073,1,0
56,565.6159,1053,1053,1,0
57,537.3351,1051,1051,1,0
58,510.4683,1054,1051,1,1
59,484.9449,1094,1051,1,1
60,460.6977,1097,1051,1,1
61,437.6628,1080,1051,1,0
62,415.7796,1095,1051,1,1
63,394.9906,1117,1051,1,1
64,375.2411,1124,1051,1,1
65,356.4790,1103,1051,1,0
66,338.6551,1095,1051,1,0
67,321.7223,1074,1051,1,0
68,305.6362,1082,1051,1,1
69,290.3544,1100,1051,1,1
70,275.8367,1102,1051,1,1
71,262.0448,1097,1051,1,0
72,248.9426,1139,1051,1,1
73,236.4955,1115,1051,1,0
74,224.6707,1093,1051,1,0
75,213.4371,1100,1051,1,1
76,202.7653,1079,1051,1,0
77,192.6270,1141,1051,1,1
78,182.9957,1114,1051,1,0
79,173.8459,1151,1051,1,1
80,165.1536,1136,1051,1,0
81,156.8959,1099,1051,1,0
82,149.0511,1085,1051,1,0
83,141.5986,1082,1051,1,0
84,134.5186,1110,1051,1,1
85,127.7927,1079,1051,1,0
86,121.4031,1165,1051,1,1
87,115.3329,1117,1051,1,0
88,109.5663,1273,1051,1,1
89,104.0880,1115,1051,1,0
90,98.8836,1122,1051,1,1
91,93.9394,1115,1051,1,0
92,89.2424,1174,1051,1,1
93,84.7803,1089,1051,1,0
94,80.5413,1109,1051,1,1
95,76.5142,1129,1051,1,1
96,72.6885,1136,1051,1,1
97,69.0541,1157,1051,1,1
98,65.6014,1139,1051,1,0
99,62.3213,1121,1051,1,0
100,59.2052,1144,1051,1,1
101,56.2450,1140,1051,1,0
102,53.4327,1145,1051,1,1
103,50.7611,1213,1051,1,1
104,48.2230,1108,1051,1,0
105,45.8119,1154,1051,1,1
106,43.5213,1138,1051,1,0
107,41.3452,1132,1051,1,0
108,39.2780,1128,1051,1,0
109,37.3141,1095,1051,1,0
110,35.4484,1091,1051,1,0
111,33.6759,1091,1051,1,0
112,31.9921,1085,1051,1,0
113,30.3925,1081,1051,1,0
114,28.8729,1077,1051,1,0
115,27.4293,1095,1051,1,1
116,26.0578,1119,1051,1,1
117,24.7549,1073,1051,1,0
118,23.5172,1110,1051,1,1
119,22.3413,1103,1051,1,0
120,21.2242,1149,1051,1,1
121,20.1630,1097,1051,1,0
122,19.1549,1143,1051,1,1
123,18.1971,1123,1051,1,0
124,17.2873,1087,1051,1,0
125,16.4229,1081,1051,1,0
126,15.6018,1070,1051,1,0
127,14.8217,1076,1051,1,1
128,14.0806,1102,1051,1,1
129,13.3766,1091,1051,1,0
130,12.7077,1118,1051,1,1
131,12.0723,1064,1051,1,0
132,11.4687,1083,1051,1,1
133,10.8953,1094,1051,1,1
134,10.3505,1055,1051,1,0
135,9.8330,1075,1051,1,1
136,9.3413,1095,1051,1,1
137,8.8743,1075,1051,1,0
138,8.4306,1091,1051,1,1
139,8.0090,1095,1051,1,1
140,7.6086,1073,1051,1,0
141,7.2282,1095,1051,1,1
142,6.8667,1085,1051,1,0
143,6.5234,1110,1051,1,1
144,6.1972,1089,1051,1,0
145,5.8874,1089,1051,1,0
146,5.5930,1085,1051,1,0
147,5.3134,1079,1051,1,0
148,5.0477,1062,1051,1,0
149,4.7953,1095,1051,1,1
150,4.5555,1059,1051,1,0
151,4.3278,1079,1051,1,1
152,4.1114,1059,1051,1,0
153,3.9058,1125,1051,1,1
154,3.7105,1081,1051,1,0
155,3.5250,1085,1051,1,1
156,3.3487,1116,1051,1,1
157,3.1813,1134,1051,1,1
158,3.0222,1088,1051,1,0
159,2.8711,1079,1051,1,0
160,2.7276,1069,1051,1,0
161,2.5912,1085,1051,1,1
162,2.4616,1066,1051,1,0
163,2.3386,1061,1051,1,0
164,2.2216,1059,1051,1,0
165,2.1105,1056,1051,1,0
166,2.0050,1088,1051,1,1
167,1.9048,1056,1051,1,0
168,1.8095,1049,1049,1,0
169,1.7190,1057,1049,1,1
170,1.6331,1062,1049,1,1
171,1.5514,1046,1046,1,0
172,1.4739,1062,1046,1,1
173,1.4002,1128,1046,1,1
174,1.3302,1074,1046,1,0
175,1.2637,1103,1046,1,1
176,1.2005,1085,1046,1,0
177,1.1405,1077,1046,1,0
178,1.0834,1073,1046,1,0
179,1.0293,1095,1046,1,1
180,0.9778,1073,1046,1,0
181,0.9289,1073,1046,1,0
182,0.8825,1099,1046,1,1
183,0.8383,1142,1046,1,1
184,0.7964,1124,1046,1,0
185,0.7566,1103,1046,1,0
186,0.7188,1099,1046,1,0
187,0.6828,1162,1046,1,1
188,0.6487,1100,1046,1,0
189,0.6163,1087,1046,1,0
190,0.5854,1124,1046,1,1
191,0.5562,1152,1046,1,1
192,0.5284,1109,1046,1,0
193,0.5019,1103,1046,1,0
194,0.4768,1131,1046,1,1
195,0.4530,1099,1046,1,0
196,0.4304,1158,1046,1,1
197,0.4088,1087,1046,1,0
198,0.3884,1093,1046,1,1
199,0.3690,1084,1046,1,0
200,0.3505,1085,1046,1,1
201,0.3330,1076,1046,1,0
202,0.3163,1087,1046,1,1
203,0.3005,1074,1046,1,0
204,0.2855,1067,1046,1,0
205,0.2712,1081,1046,1,1
206,0.2577,1071,1046,1,0
207,0.2448,1094,1046,1,1
208,0.2325,1103,1046,1,1
209,0.2209,1132,1046,1,1
210,0.2099,1075,1046,1,0
211,0.1994,1071,1046,1,0
212,0.1894,1074,1046,1,1
213,0.1799,1062,1046,1,0
214,0.1709,1103,1046,1,1
215,0.1624,1085,1046,1,0
216,0.1543,1085,1046,1,0
217,0.1466,1141,1046,1,1
218,0.1392,1092,1046,1,0
219,0.1323,1111,1046,1,1
220,0.1257,1087,1046,1,0
221,0.1194,1100,1046,1,1
222,0.1134,1099,1046,1,0
223,0.1077,1081,1046,1,0
224,0.1023,1162,1046,1,1
225,0.0972,1141,1046,1,0
