temperatura,makespan
10000.00000,4805
9500.00000,780
9025.00000,571
8573.75000,696
8145.06250,495
7737.80908,464
7350.91846,522
6983.37256,427
6634.20361,430
6302.49316,468
5987.36865,468
5688.00000,494
5403.60010,536
5133.41992,612
4876.74902,529
4632.91162,640
4401.26611,580
4181.20264,493
3972.14233,498
3773.53516,565
3584.85840,604
3405.61548,680
3235.33472,547
3073.56787,541
2919.88940,538
2773.89502,624
2635.20020,581
2503.44019,618
2378.26807,543
2259.35474,497
2146.38696,617
2039.06763,534
1937.11426,604
1840.25854,605
1748.24561,676
1660.83325,489
1577.79163,504
1498.90198,509
1423.95691,510
1352.75903,461
1285.12109,527
1220.86499,475
1159.82178,503
1101.83069,514
1046.73914,502
994.40216,492
944.68207,513
897.44794,481
852.57550,502
809.94672,577
769.44934,500
730.97687,482
694.42804,502
659.70660,555
626.72125,522
595.38519,490
565.61591,580
537.33508,575
510.46832,559
484.94492,548
460.69766,563
437.66278,613
415.77963,568
394.99063,626
375.24109,497
356.47903,725
338.65509,519
321.72232,623
305.63620,489
290.35440,448
275.83667,436
262.04483,432
248.94258,442
236.49545,453
224.67068,522
213.43715,562
202.76529,508
192.62703,493
182.99568,613
173.84590,638
165.15361,604
156.89594,519
149.05113,533
141.59857,533
134.51865,497
127.79271,515
121.40308,461
115.33292,434
109.56628,420
104.08796,471
98.88356,430
93.93938,422
89.24242,473
84.78030,452
80.54128,485
76.51422,494
72.68851,487
69.05408,517
65.60137,503
62.32130,503
59.20523,476
56.24497,454
53.43272,450
50.76109,450
48.22303,458
45.81188,435
43.52128,450
41.34522,450
39.27796,450
37.31406,429
35.44836,420
33.67594,420
31.99214,420
30.39253,420
28.87291,420
27.42926,395
26.05780,389
24.75491,433
23.51716,413
22.34130,413
21.22424,422
20.16302,390
19.15487,371
18.19713,352
17.28727,352
16.42291,339
15.60176,336
14.82167,336
14.08059,333
13.37656,340
12.70773,322
12.07234,319
11.46873,310
10.89529,308
10.35052,299
9.83300,291
9.34135,291
8.87428,290
8.43057,286
8.00904,286
7.60859,286
7.22816,286
6.86675,286
6.52341,286
6.19724,283
5.88738,283
5.59301,283
5.31336,283
5.04769,283
4.79531,283
4.55554,283
4.32776,283
4.11138,283
3.90581,283
3.71052,283
3.52499,283
3.34874,283
3.18130,283
3.02224,283
2.87113,283
2.72757,283
2.59119,283
2.46163,283
2.33855,283
2.22162,283
2.11054,283
2.00501,283
1.90476,283
1.80953,283
1.71905,283
1.63310,283
1.55144,283
1.47387,283
1.40018,283
1.33017,283
1.26366,283
1.20048,283
1.14045,283
1.08343,283
1.02926,283
0.97780,283
0.92891,283
0.88246,283
0.83834,283
0.79642,283
0.75660,283
0.71877,283
0.68283,283
0.64869,283
0.61625,281
0.58544,281
0.55617,281
0.52836,281
0.50194,281
0.47685,281
0.45300,281
0.43035,281
0.40884,281
0.38839,281
0.36897,281
0.35053,281
0.33300,281
0.31635,281
0.30053,281
0.28551,281
0.27123,281
0.25767,281
0.24479,281
0.23255,281
0.22092,281
0.20987,281
0.19938,281
0.18941,281
0.17994,281
0.17094,281
0.16240,281
0.15428,281
0.14656,281
0.13923,281
0.13227,281
0.12566,281
0.11938,276
0.11341,276
0.10774,276
0.10235,276
