temperatura,makespan
10000.00000,18174
9500.00000,909
9025.00000,655
8573.75000,638
8145.06250,613
7737.80908,608
7350.91846,696
6983.37256,653
6634.20361,718
6302.49316,668
5987.36865,634
5688.00000,636
5403.60010,587
5133.41992,584
4876.74902,596
4632.91162,602
4401.26611,664
4181.20264,674
3972.14233,611
3773.53516,620
3584.85840,692
3405.61548,720
3235.33472,611
3073.56787,608
2919.88940,661
2773.89502,611
2635.20020,578
2503.44019,608
2378.26807,595
2259.35474,590
2146.38696,590
2039.06763,655
1937.11426,673
1840.25854,755
1748.24561,668
1660.83325,610
1577.79163,612
1498.90198,572
1423.95691,559
1352.75903,624
1285.12109,557
1220.86499,612
1159.82178,554
1101.83069,618
1046.73914,587
994.40216,547
944.68207,592
897.44794,544
852.57550,599
809.94672,577
769.44934,590
730.97687,587
694.42804,548
659.70660,594
626.72125,611
595.38519,567
565.61591,593
537.33508,590
510.46832,587
484.94492,574
460.69766,557
437.66278,598
415.77963,684
394.99063,566
375.24109,548
356.47903,531
338.65509,520
321.72232,511
305.63620,542
290.35440,511
275.83667,505
262.04483,503
248.94258,554
236.49545,554
224.67068,549
213.43715,559
202.76529,559
192.62703,546
182.99568,514
173.84590,514
165.15361,506
156.89594,503
149.05113,549
141.59857,587
134.51865,583
127.79271,569
121.40308,554
115.33292,530
109.56628,509
104.08796,489
98.88356,489
93.93938,489
89.24242,538
84.78030,486
80.54128,481
76.51422,473
72.68851,472
69.05408,471
65.60137,466
62.32130,466
59.20523,455
56.24497,454
53.43272,520
50.76109,472
48.22303,472
45.81188,508
43.52128,478
41.34522,463
39.27796,487
37.31406,453
35.44836,453
33.67594,453
31.99214,451
30.39253,463
28.87291,463
27.42926,463
26.05780,491
24.75491,478
23.51716,470
22.34130,446
21.22424,444
20.16302,444
19.15487,454
18.19713,483
17.28727,496
16.42291,443
15.60176,442
14.82167,442
14.08059,442
13.37656,442
12.70773,442
12.07234,437
11.46873,437
10.89529,436
10.35052,443
9.83300,443
9.34135,443
8.87428,443
8.43057,443
8.00904,443
7.60859,436
7.22816,446
6.86675,446
6.52341,432
6.19724,430
5.88738,430
5.59301,430
5.31336,449
5.04769,449
4.79531,449
4.55554,449
4.32776,449
4.11138,449
3.90581,433
3.71052,433
3.52499,433
3.34874,433
3.18130,433
3.02224,429
2.87113,427
2.72757,425
2.59119,425
2.46163,425
2.33855,425
2.22162,425
2.11054,424
2.00501,422
1.90476,422
1.80953,422
1.71905,422
1.63310,422
1.55144,422
1.47387,422
1.40018,422
1.33017,422
1.26366,422
1.20048,422
1.14045,422
1.08343,422
1.02926,420
0.97780,420
0.92891,420
0.88246,420
0.83834,420
0.79642,420
0.75660,418
0.71877,418
0.68283,418
0.64869,417
0.61625,417
0.58544,417
0.55617,416
0.52836,416
0.50194,416
0.47685,416
0.45300,416
0.43035,416
0.40884,416
0.38839,414
0.36897,414
0.35053,414
0.33300,414
0.31635,414
0.30053,414
0.28551,414
0.27123,407
0.25767,406
0.24479,406
0.23255,406
0.22092,406
0.20987,406
0.19938,405
0.18941,405
0.17994,405
0.17094,405
0.16240,405
0.15428,405
0.14656,405
0.13923,405
0.13227,405
0.12566,403
0.11938,403
0.11341,403
0.10774,403
0.10235,403
