iteration,makespan
1,4478
2,4401
3,4320
4,4256
5,4184
6,4173
7,4098
8,4094
9,4040
10,3951
11,3870
12,3858
13,3770
14,3685
15,3651
16,3635
17,3593
18,3527
19,3461
20,3451
21,3418
22,3398
23,3332
24,3267
25,3234
26,3199
27,3174
28,3108
29,3030
30,2988
31,2977
32,2880
33,2874
34,2856
35,2818
36,2801
37,2795
38,2708
39,2685
40,2642
41,2641
42,2596
43,2569
44,2548
45,2457
46,2440
47,2389
48,2356
49,2322
50,2310
51,2216
52,2182
53,2149
54,2098
55,2081
56,1990
57,1969
58,1942
59,1897
60,1896
61,1853
62,1830
63,1743
64,1737
65,1720
66,1682
67,1664
68,1658
69,1561
70,1550
71,1508
72,1430
73,1364
74,1339
75,1304
76,1271
77,1206
78,1170
79,1104
80,1039
81,1006
82,971
83,946
84,880
85,802
86,760
87,749
88,652
89,646
90,628
91,590
92,590
