iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,1746,1746,1,0
2,8100.0000,1647,1647,1,0
3,7290.0000,1487,1487,1,0
4,6561.0000,1544,1487,1,1
5,5904.8999,1574,1487,1,1
6,5314.4097,1504,1487,1,0
7,4782.9688,1406,1406,1,0
8,4304.6719,1403,1403,1,0
9,3874.2046,1382,1382,1,0
10,3486.7839,1290,1290,1,0
11,3138.1055,1319,1290,1,1
12,2824.2949,1355,1290,1,1
13,2541.8655,1311,1290,1,0
14,2287.6790,1287,1287,1,0
15,2058.9109,1359,1287,1,1
16,1853.0198,1309,1287,1,0
17,1667.7178,1307,1287,1,0
18,1500.9459,1333,1287,1,1
19,1350.8513,1293,1287,1,0
20,1215.7661,1283,1283,1,0
21,1094.1895,1293,1283,1,1
22,984.7705,1296,1283,1,1
23,886.2935,1321,1283,1,1
24,797.6641,1307,1283,1,0
25,717.8976,1247,1247,1,0
26,646.1078,1229,1229,1,0
27,581.4971,1338,1229,1,1
28,523.3474,1298,1229,1,0
29,471.0126,1285,1229,1,0
30,423.9113,1246,1229,1,0
31,381.5202,1258,1229,1,1
32,343.3682,1253,1229,1,0
33,309.0313,1228,1228,1,0
34,278.1282,1345,1228,1,1
35,250.3154,1213,1213,1,0
36,225.2838,1204,1204,1,0
37,202.7554,1167,1167,1,0
38,182.4799,1187,1167,1,1
39,164.2319,1200,1167,1,1
40,147.8087,1166,1166,1,0
41,133.0278,1161,1161,1,0
42,119.7251,1159,1159,1,0
43,107.7525,1198,1159,1,1
44,96.9773,1152,1152,1,0
45,87.2796,1132,1132,1,0
46,78.5516,1157,1132,1,1
47,70.6964,1158,1132,1,1
48,63.6268,1237,1132,1,1
49,57.2641,1164,1132,1,0
50,51.5377,1128,1128,1,0
51,46.3839,1123,1123,1,0
52,41.7455,1119,1119,1,0
53,37.5710,1118,1118,1,0
54,33.8139,1190,1118,1,1
55,30.4325,1155,1118,1,0
56,27.3892,1118,1118,1,0
57,24.6503,1114,1114,1,0
58,22.1853,1147,1114,1,1
59,19.9668,1186,1114,1,1
60,17.9701,1169,1114,1,0
61,16.1731,1162,1114,1,0
62,14.5558,1143,1114,1,0
63,13.1002,1163,1114,1,1
64,11.7902,1157,1114,1,0
65,10.6112,1216,1114,1,1
66,9.5500,1158,1114,1,0
67,8.5950,1159,1114,1,1
68,7.7355,1155,1114,1,0
69,6.9620,1151,1114,1,0
70,6.2658,1198,1114,1,1
71,5.6392,1150,1114,1,0
72,5.0753,1162,1114,1,1
73,4.5678,1157,1114,1,0
74,4.1110,1147,1114,1,0
75,3.6999,1122,1114,1,0
76,3.3299,1157,1114,1,1
77,2.9969,1174,1114,1,1
78,2.6972,1175,1114,1,1
79,2.4275,1237,1114,1,1
80,2.1847,1198,1114,1,0
81,1.9663,1247,1114,1,1
82,1.7696,1167,1114,1,0
83,1.5927,1155,1114,1,0
84,1.4334,1222,1114,1,1
85,1.2901,1201,1114,1,0
86,1.1611,1175,1114,1,0
87,1.0450,1159,1114,1,0
88,0.9405,1232,1114,1,1
89,0.8464,1208,1114,1,0
90,0.7618,1158,1114,1,0
91,0.6856,1169,1114,1,1
92,0.6170,1143,1114,1,0
93,0.5553,1143,1114,1,0
94,0.4998,1163,1114,1,1
95,0.4498,1183,1114,1,1
96,0.4048,1143,1114,1,0
97,0.3644,1155,1114,1,1
98,0.3279,1150,1114,1,0
99,0.2951,1142,1114,1,0
100,0.2656,1135,1114,1,0
101,0.2391,1135,1114,1,0
102,0.2151,1106,1106,1,0
103,0.1936,1137,1106,1,1
104,0.1743,1138,1106,1,1
105,0.1568,1154,1106,1,1
106,0.1412,1149,1106,1,0
107,0.1270,1154,1106,1,1
108,0.1143,1179,1106,1,1
109,0.1029,1180,1106,1,1
110,0.0926,1167,1106,1,0
