iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,278,278,1,0
2,7225.0000,294,278,1,1
3,6141.2500,295,278,1,1
4,5220.0625,270,270,1,0
5,4437.0532,347,270,1,1
6,3771.4954,287,270,1,0
7,3205.7712,270,270,1,0
8,2724.9055,383,270,1,1
9,2316.1697,355,270,1,0
10,1968.7443,351,270,1,0
11,1673.4326,371,270,1,1
12,1422.4177,453,270,1,1
13,1209.0551,299,270,1,0
14,1027.6968,271,270,1,0
15,873.5423,366,270,1,1
16,742.5110,358,270,1,0
17,631.1343,339,270,1,0
18,536.4642,389,270,1,1
19,455.9946,345,270,1,0
20,387.5954,338,270,1,0
21,329.4561,305,270,1,0
22,280.0377,298,270,1,0
23,238.0320,304,270,1,1
24,202.3272,306,270,1,1
25,171.9782,299,270,1,0
26,146.1814,293,270,1,0
27,124.2542,267,267,1,0
28,105.6161,265,265,1,0
29,89.7737,289,265,1,1
30,76.3076,301,265,1,1
31,64.8615,316,265,1,1
32,55.1323,250,250,1,0
33,46.8624,326,250,1,1
34,39.8331,309,250,1,0
35,33.8581,286,250,1,0
36,28.7794,446,250,1,1
37,24.4625,293,250,1,0
38,20.7931,286,250,1,0
39,17.6741,265,250,1,0
40,15.0230,355,250,1,1
41,12.7696,284,250,1,0
42,10.8541,355,250,1,1
43,9.2260,280,250,1,0
44,7.8421,339,250,1,1
45,6.6658,316,250,1,0
46,5.6659,345,250,1,1
47,4.8160,364,250,1,1
48,4.0936,295,250,1,0
49,3.4796,331,250,1,1
50,2.9576,301,250,1,0
51,2.5140,350,250,1,1
52,2.1369,338,250,1,0
53,1.8164,447,250,1,1
54,1.5439,428,250,1,0
55,1.3123,366,250,1,0
56,1.1155,434,250,1,1
57,0.9482,316,250,1,0
58,0.8059,371,250,1,1
59,0.6850,468,250,1,1
60,0.5823,344,250,1,0
61,0.4949,375,250,1,1
62,0.4207,454,250,1,1
63,0.3576,375,250,1,0
64,0.3040,301,250,1,0
65,0.2584,261,250,1,0
66,0.2196,263,250,1,1
67,0.1867,302,250,1,1
68,0.1587,278,250,1,0
69,0.1349,274,250,1,0
70,0.1146,281,250,1,1
71,0.0974,371,250,1,1
