iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,344,344,1,0
2,6400.0000,301,301,1,0
3,5120.0000,316,301,1,1
4,4096.0000,324,301,1,1
5,3276.8000,288,288,1,0
6,2621.4402,340,288,1,1
7,2097.1521,430,288,1,1
8,1677.7217,335,288,1,0
9,1342.1774,321,288,1,0
10,1073.7419,337,288,1,1
11,858.9936,356,288,1,1
12,687.1949,342,288,1,0
13,549.7559,339,288,1,0
14,439.8047,384,288,1,1
15,351.8438,352,288,1,0
16,281.4751,354,288,1,1
17,225.1801,401,288,1,1
18,180.1440,333,288,1,0
19,144.1152,388,288,1,1
20,115.2922,369,288,1,0
21,92.2338,325,288,1,0
22,73.7870,431,288,1,1
23,59.0296,352,288,1,0
24,47.2237,394,288,1,1
25,37.7790,395,288,1,1
26,30.2232,452,288,1,1
27,24.1785,454,288,1,1
28,19.3428,456,288,1,1
29,15.4743,350,288,1,0
30,12.3794,366,288,1,1
31,9.9035,338,288,1,0
32,7.9228,292,288,1,0
33,6.3383,421,288,1,1
34,5.0706,470,288,1,1
35,4.0565,305,288,1,0
36,3.2452,325,288,1,1
37,2.5962,355,288,1,1
38,2.0769,381,288,1,1
39,1.6615,378,288,1,0
40,1.3292,404,288,1,1
41,1.0634,526,288,1,1
42,0.8507,370,288,1,0
43,0.6806,356,288,1,0
44,0.5445,392,288,1,1
45,0.4356,391,288,1,0
46,0.3484,410,288,1,1
47,0.2788,391,288,1,0
48,0.2230,386,288,1,0
49,0.1784,469,288,1,1
50,0.1427,406,288,1,0
51,0.1142,486,288,1,1
52,0.0913,413,288,1,0
