iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,1447,1447,1,0
2,8100.0000,1562,1447,1,1
3,7290.0000,1441,1441,1,0
4,6561.0000,1452,1441,1,1
5,5904.8999,1445,1441,1,0
6,5314.4097,1376,1376,1,0
7,4782.9688,1369,1369,1,0
8,4304.6719,1338,1338,1,0
9,3874.2046,1388,1338,1,1
10,3486.7839,1314,1314,1,0
11,3138.1055,1289,1289,1,0
12,2824.2949,1337,1289,1,1
13,2541.8655,1355,1289,1,1
14,2287.6790,1312,1289,1,0
15,2058.9109,1398,1289,1,1
16,1853.0198,1439,1289,1,1
17,1667.7178,1311,1289,1,0
18,1500.9459,1373,1289,1,1
19,1350.8513,1294,1289,1,0
20,1215.7661,1278,1278,1,0
21,1094.1895,1225,1225,1,0
22,984.7705,1254,1225,1,1
23,886.2935,1240,1225,1,0
24,797.6641,1191,1191,1,0
25,717.8976,1206,1191,1,1
26,646.1078,1149,1149,1,0
27,581.4971,1148,1148,1,0
28,523.3474,1146,1146,1,0
29,471.0126,1144,1144,1,0
30,423.9113,1143,1143,1,0
31,381.5202,1124,1124,1,0
32,343.3682,1133,1124,1,1
33,309.0313,1123,1123,1,0
34,278.1282,1137,1123,1,1
35,250.3154,1142,1123,1,1
36,225.2838,1122,1122,1,0
37,202.7554,1167,1122,1,1
38,182.4799,1184,1122,1,1
39,164.2319,1192,1122,1,1
40,147.8087,1142,1122,1,0
41,133.0278,1109,1109,1,0
42,119.7251,1118,1109,1,1
43,107.7525,1102,1102,1,0
44,96.9773,1100,1100,1,0
45,87.2796,1111,1100,1,1
46,78.5516,1133,1100,1,1
47,70.6964,1151,1100,1,1
48,63.6268,1129,1100,1,0
49,57.2641,1124,1100,1,0
50,51.5377,1111,1100,1,0
51,46.3839,1169,1100,1,1
52,41.7455,1197,1100,1,1
53,37.5710,1164,1100,1,0
54,33.8139,1121,1100,1,0
55,30.4325,1114,1100,1,0
56,27.3892,1127,1100,1,1
57,24.6503,1113,1100,1,0
58,22.1853,1124,1100,1,1
59,19.9668,1129,1100,1,1
60,17.9701,1125,1100,1,0
61,16.1731,1195,1100,1,1
62,14.5558,1201,1100,1,1
63,13.1002,1169,1100,1,0
64,11.7902,1150,1100,1,0
65,10.6112,1172,1100,1,1
66,9.5500,1149,1100,1,0
67,8.5950,1126,1100,1,0
68,7.7355,1136,1100,1,1
69,6.9620,1125,1100,1,0
70,6.2658,1144,1100,1,1
71,5.6392,1130,1100,1,0
72,5.0753,1121,1100,1,0
73,4.5678,1118,1100,1,0
74,4.1110,1103,1100,1,0
75,3.6999,1109,1100,1,1
76,3.3299,1098,1098,1,0
77,2.9969,1171,1098,1,1
78,2.6972,1154,1098,1,0
79,2.4275,1117,1098,1,0
80,2.1847,1130,1098,1,1
81,1.9663,1168,1098,1,1
82,1.7696,1146,1098,1,0
83,1.5927,1124,1098,1,0
84,1.4334,1096,1096,1,0
85,1.2901,1094,1094,1,0
86,1.1611,1112,1094,1,1
87,1.0450,1106,1094,1,0
88,0.9405,1169,1094,1,1
89,0.8464,1138,1094,1,0
90,0.7618,1147,1094,1,1
91,0.6856,1121,1094,1,0
92,0.6170,1106,1094,1,0
93,0.5553,1169,1094,1,1
94,0.4998,1109,1094,1,0
95,0.4498,1148,1094,1,1
96,0.4048,1262,1094,1,1
97,0.3644,1244,1094,1,0
98,0.3279,1142,1094,1,0
99,0.2951,1141,1094,1,0
100,0.2656,1140,1094,1,0
101,0.2391,1112,1094,1,0
102,0.2151,1185,1094,1,1
103,0.1936,1133,1094,1,0
104,0.1743,1117,1094,1,0
105,0.1568,1117,1094,1,0
106,0.1412,1105,1094,1,0
107,0.1270,1095,1094,1,0
108,0.1143,1090,1090,1,0
109,0.1029,1111,1090,1,1
110,0.0926,1130,1090,1,1
