temperatura,makespan
10000.00000,1562
9000.00000,436
8100.00000,311
7290.00000,412
6561.00000,381
5904.89990,354
5314.40967,391
4782.96875,401
4304.67188,466
3874.20459,384
3486.78394,312
3138.10547,361
2824.29492,322
2541.86548,331
2287.67896,424
2058.91089,391
1853.01978,329
1667.71777,359
1500.94592,314
1350.85132,309
1215.76611,363
1094.18945,493
984.77051,463
886.29346,446
797.66406,422
717.89764,387
646.10785,280
581.49707,364
523.34735,329
471.01260,302
423.91135,301
381.52020,300
343.36816,266
309.03134,265
278.12820,272
250.31538,281
225.28384,306
202.75545,253
182.47990,283
164.23190,331
147.80872,250
133.02785,252
119.72506,290
107.75255,250
96.97729,202
87.27956,250
78.55160,250
70.69643,257
63.62679,224
57.26411,271
51.53770,231
46.38393,231
41.74553,211
37.57098,211
33.81388,211
30.43249,211
27.38924,211
24.65032,211
22.18529,211
19.96676,211
17.97008,196
16.17307,196
14.55577,195
13.10019,195
11.79017,221
10.61115,195
9.55004,195
8.59503,195
7.73553,195
6.96198,195
6.26578,195
5.63920,195
5.07528,191
4.56775,193
4.11098,184
3.69988,184
3.32989,184
2.99690,184
2.69721,184
2.42749,184
2.18474,184
1.96627,184
1.76964,184
1.59268,184
1.43341,184
1.29007,184
1.16106,184
1.04495,184
0.94046,184
0.84641,184
0.76177,184
0.68559,184
0.61704,184
0.55533,184
0.49980,184
0.44982,184
0.40484,184
0.36435,184
0.32792,184
0.29513,184
0.26561,184
0.23905,184
0.21515,184
0.19363,184
0.17427,184
0.15684,184
0.14116,184
0.12704,184
0.11434,184
0.10290,184
