iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,843,843,1,0
2,7225.0000,644,644,1,0
3,6141.2500,777,644,1,1
4,5220.0625,658,644,1,0
5,4437.0532,638,638,1,0
6,3771.4954,629,629,1,0
7,3205.7712,747,629,1,1
8,2724.9055,646,629,1,0
9,2316.1697,643,629,1,0
10,1968.7443,610,610,1,0
11,1673.4326,612,610,1,1
12,1422.4177,587,587,1,0
13,1209.0551,616,587,1,1
14,1027.6968,587,587,1,0
15,873.5423,670,587,1,1
16,742.5110,613,587,1,0
17,631.1343,656,587,1,1
18,536.4642,616,587,1,0
19,455.9946,642,587,1,1
20,387.5954,692,587,1,1
21,329.4561,630,587,1,0
22,280.0377,624,587,1,0
23,238.0320,718,587,1,1
24,202.3272,644,587,1,0
25,171.9782,618,587,1,0
26,146.1814,684,587,1,1
27,124.2542,657,587,1,0
28,105.6161,692,587,1,1
29,89.7737,688,587,1,0
30,76.3076,740,587,1,1
31,64.8615,696,587,1,0
32,55.1323,636,587,1,0
33,46.8624,675,587,1,1
34,39.8331,723,587,1,1
35,33.8581,795,587,1,1
36,28.7794,762,587,1,0
37,24.4625,733,587,1,0
38,20.7931,695,587,1,0
39,17.6741,692,587,1,0
40,15.0230,688,587,1,0
41,12.7696,698,587,1,1
42,10.8541,679,587,1,0
43,9.2260,729,587,1,1
44,7.8421,770,587,1,1
45,6.6658,781,587,1,1
46,5.6659,725,587,1,0
47,4.8160,692,587,1,0
48,4.0936,679,587,1,0
49,3.4796,758,587,1,1
50,2.9576,804,587,1,1
51,2.5140,696,587,1,0
52,2.1369,672,587,1,0
53,1.8164,647,587,1,0
54,1.5439,686,587,1,1
55,1.3123,685,587,1,0
56,1.1155,730,587,1,1
57,0.9482,720,587,1,0
58,0.8059,696,587,1,0
59,0.6850,655,587,1,0
60,0.5823,668,587,1,1
61,0.4949,716,587,1,1
62,0.4207,709,587,1,0
63,0.3576,745,587,1,1
64,0.3040,722,587,1,0
65,0.2584,742,587,1,1
66,0.2196,748,587,1,1
67,0.1867,753,587,1,1
68,0.1587,819,587,1,1
69,0.1349,768,587,1,0
70,0.1146,719,587,1,0
71,0.0974,730,587,1,1
