temperatura,makespan
10000.00000,4313
9000.00000,663
8100.00000,775
7290.00000,739
6561.00000,687
5904.89990,605
5314.40967,581
4782.96875,573
4304.67188,657
3874.20459,694
3486.78394,568
3138.10547,559
2824.29492,550
2541.86548,615
2287.67896,627
2058.91089,554
1853.01978,565
1667.71777,529
1500.94592,605
1350.85132,554
1215.76611,540
1094.18945,516
984.77051,536
886.29346,559
797.66406,511
717.89764,592
646.10785,557
581.49707,634
523.34735,691
471.01260,643
423.91135,553
381.52020,545
343.36816,567
309.03134,521
278.12820,526
250.31538,501
225.28384,491
202.75545,481
182.47990,492
164.23190,486
147.80872,470
133.02785,464
119.72506,464
107.75255,464
96.97729,464
87.27956,460
78.55160,481
70.69643,459
63.62679,470
57.26411,456
51.53770,467
46.38393,455
41.74553,444
37.57098,444
33.81388,444
30.43249,444
27.38924,444
24.65032,444
22.18529,444
19.96676,444
17.97008,444
16.17307,444
14.55577,444
13.10019,444
11.79017,444
10.61115,444
9.55004,444
8.59503,444
7.73553,444
6.96198,444
6.26578,444
5.63920,444
5.07528,444
4.56775,444
4.11098,444
3.69988,444
3.32989,444
2.99690,444
2.69721,444
2.42749,444
2.18474,444
1.96627,444
1.76964,444
1.59268,444
1.43341,444
1.29007,444
1.16106,444
1.04495,444
0.94046,444
0.84641,444
0.76177,444
0.68559,444
0.61704,444
0.55533,444
0.49980,444
0.44982,444
0.40484,444
0.36435,444
0.32792,444
0.29513,444
0.26561,444
0.23905,444
0.21515,444
0.19363,444
0.17427,444
0.15684,444
0.14116,444
0.12704,444
0.11434,444
0.10290,444
