temperatura,makespan
10000.00000,1600
8000.00000,287
6400.00000,277
5120.00000,254
4096.00000,241
3276.80005,253
2621.44019,313
2097.15210,287
1677.72168,261
1342.17737,320
1073.74194,317
858.99359,336
687.19489,297
549.75592,276
439.80475,275
351.84381,301
281.47507,326
225.18005,271
180.14404,272
144.11523,248
115.29219,283
92.23376,300
73.78701,235
59.02961,232
47.22369,288
37.77895,248
30.22316,217
24.17853,197
19.34282,196
15.47426,220
12.37941,197
9.90353,201
7.92282,220
6.33826,187
5.07061,207
4.05649,208
3.24519,217
2.59615,208
2.07692,186
1.66154,198
1.32923,206
1.06338,227
0.85071,191
0.68057,246
0.54445,207
0.43556,276
0.34845,257
0.27876,228
0.22301,207
0.17841,247
0.14272,252
0.11418,279
