temperatura,makespan
10000.00000,1673
9500.00000,319
9025.00000,435
8573.75000,273
8145.06250,291
7737.80908,342
7350.91846,325
6983.37256,354
6634.20361,300
6302.49316,275
5987.36865,308
5688.00000,307
5403.60010,280
5133.41992,277
4876.74902,298
4632.91162,256
4401.26611,223
4181.20264,229
3972.14233,210
3773.53516,227
3584.85840,240
3405.61548,210
3235.33472,227
3073.56787,229
2919.88940,210
2773.89502,210
2635.20020,223
2503.44019,240
2378.26807,210
2259.35474,240
2146.38696,210
2039.06763,223
1937.11426,293
1840.25854,287
1748.24561,279
1660.83325,252
1577.79163,240
1498.90198,239
1423.95691,233
1352.75903,226
1285.12109,240
1220.86499,292
1159.82178,223
1101.83069,282
1046.73914,223
994.40216,223
944.68207,223
897.44794,227
852.57550,259
809.94672,254
769.44934,233
730.97687,251
694.42804,223
659.70660,223
626.72125,224
595.38519,224
565.61591,223
537.33508,223
510.46832,229
484.94492,292
460.69766,297
437.66278,259
415.77963,270
394.99063,230
375.24109,223
356.47903,296
338.65509,316
321.72232,237
305.63620,223
290.35440,261
275.83667,306
262.04483,208
248.94258,208
236.49545,232
224.67068,211
213.43715,222
202.76529,285
192.62703,235
182.99568,235
173.84590,306
165.15361,352
156.89594,339
149.05113,278
141.59857,278
134.51865,262
127.79271,314
121.40308,303
115.33292,284
109.56628,268
104.08796,244
98.88356,223
93.93938,218
89.24242,218
84.78030,249
80.54128,251
76.51422,251
72.68851,251
69.05408,236
65.60137,252
62.32130,234
59.20523,218
56.24497,218
53.43272,218
50.76109,218
48.22303,249
45.81188,249
43.52128,218
41.34522,197
39.27796,194
37.31406,190
35.44836,190
33.67594,234
31.99214,190
30.39253,190
28.87291,190
27.42926,184
26.05780,219
24.75491,219
23.51716,219
22.34130,219
21.22424,219
20.16302,223
19.15487,276
18.19713,276
17.28727,274
16.42291,274
15.60176,256
14.82167,256
14.08059,276
13.37656,253
12.70773,213
12.07234,213
11.46873,213
10.89529,213
10.35052,213
9.83300,213
9.34135,213
8.87428,219
8.43057,219
8.00904,213
7.60859,213
7.22816,213
6.86675,213
6.52341,213
6.19724,219
5.88738,213
5.59301,213
5.31336,213
5.04769,213
4.79531,213
4.55554,219
4.32776,213
4.11138,213
3.90581,213
3.71052,213
3.52499,213
3.34874,213
3.18130,213
3.02224,213
2.87113,213
2.72757,213
2.59119,213
2.46163,213
2.33855,213
2.22162,213
2.11054,213
2.00501,213
1.90476,213
1.80953,213
1.71905,213
1.63310,213
1.55144,213
1.47387,213
1.40018,213
1.33017,213
1.26366,213
1.20048,213
1.14045,213
1.08343,213
1.02926,213
0.97780,213
0.92891,213
0.88246,213
0.83834,213
0.79642,213
0.75660,213
0.71877,213
0.68283,213
0.64869,213
0.61625,213
0.58544,213
0.55617,213
0.52836,213
0.50194,213
0.47685,213
0.45300,213
0.43035,213
0.40884,213
0.38839,213
0.36897,213
0.35053,213
0.33300,213
0.31635,213
0.30053,213
0.28551,213
0.27123,213
0.25767,213
0.24479,213
0.23255,213
0.22092,213
0.20987,213
0.19938,213
0.18941,213
0.17994,213
0.17094,213
0.16240,213
0.15428,213
0.14656,213
0.13923,213
0.13227,213
0.12566,213
0.11938,213
0.11341,213
0.10774,213
0.10235,213
