iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,516,516,1,0
2,8100.0000,543,516,1,1
3,7290.0000,533,516,1,0
4,6561.0000,522,516,1,0
5,5904.8999,452,452,1,0
6,5314.4097,538,452,1,1
7,4782.9688,506,452,1,0
8,4304.6719,507,452,1,1
9,3874.2046,516,452,1,1
10,3486.7839,491,452,1,0
11,3138.1055,551,452,1,1
12,2824.2949,474,452,1,0
13,2541.8655,490,452,1,1
14,2287.6790,486,452,1,0
15,2058.9109,542,452,1,1
16,1853.0198,526,452,1,0
17,1667.7178,497,452,1,0
18,1500.9459,466,452,1,0
19,1350.8513,478,452,1,1
20,1215.7661,469,452,1,0
21,1094.1895,542,452,1,1
22,984.7705,470,452,1,0
23,886.2935,449,449,1,0
24,797.6641,505,449,1,1
25,717.8976,524,449,1,1
26,646.1078,457,449,1,0
27,581.4971,440,440,1,0
28,523.3474,492,440,1,1
29,471.0126,516,440,1,1
30,423.9113,460,440,1,0
31,381.5202,460,440,1,0
32,343.3682,456,440,1,0
33,309.0313,537,440,1,1
34,278.1282,415,415,1,0
35,250.3154,419,415,1,1
36,225.2838,411,411,1,0
37,202.7554,410,410,1,0
38,182.4799,406,406,1,0
39,164.2319,438,406,1,1
40,147.8087,452,406,1,1
41,133.0278,466,406,1,1
42,119.7251,482,406,1,1
43,107.7525,475,406,1,0
44,96.9773,551,406,1,1
45,87.2796,554,406,1,1
46,78.5516,599,406,1,1
47,70.6964,559,406,1,0
48,63.6268,513,406,1,0
49,57.2641,588,406,1,1
50,51.5377,529,406,1,0
51,46.3839,547,406,1,1
52,41.7455,535,406,1,0
53,37.5710,658,406,1,1
54,33.8139,557,406,1,0
55,30.4325,555,406,1,0
56,27.3892,594,406,1,1
57,24.6503,513,406,1,0
58,22.1853,620,406,1,1
59,19.9668,621,406,1,1
60,17.9701,627,406,1,1
61,16.1731,603,406,1,0
62,14.5558,521,406,1,0
63,13.1002,552,406,1,1
64,11.7902,672,406,1,1
65,10.6112,549,406,1,0
66,9.5500,561,406,1,1
67,8.5950,631,406,1,1
68,7.7355,568,406,1,0
69,6.9620,566,406,1,0
70,6.2658,594,406,1,1
71,5.6392,509,406,1,0
72,5.0753,589,406,1,1
73,4.5678,494,406,1,0
74,4.1110,498,406,1,1
75,3.6999,480,406,1,0
76,3.3299,514,406,1,1
77,2.9969,598,406,1,1
78,2.6972,486,406,1,0
79,2.4275,492,406,1,1
80,2.1847,477,406,1,0
81,1.9663,518,406,1,1
82,1.7696,558,406,1,1
83,1.5927,557,406,1,0
84,1.4334,540,406,1,0
85,1.2901,515,406,1,0
86,1.1611,581,406,1,1
87,1.0450,585,406,1,1
88,0.9405,578,406,1,0
89,0.8464,522,406,1,0
90,0.7618,592,406,1,1
91,0.6856,559,406,1,0
92,0.6170,583,406,1,1
93,0.5553,519,406,1,0
94,0.4998,606,406,1,1
95,0.4498,606,406,1,0
96,0.4048,524,406,1,0
97,0.3644,629,406,1,1
98,0.3279,559,406,1,0
99,0.2951,499,406,1,0
100,0.2656,514,406,1,1
101,0.2391,581,406,1,1
102,0.2151,716,406,1,1
103,0.1936,573,406,1,0
104,0.1743,495,406,1,0
105,0.1568,508,406,1,1
106,0.1412,528,406,1,1
107,0.1270,512,406,1,0
108,0.1143,564,406,1,1
109,0.1029,472,406,1,0
110,0.0926,486,406,1,1
