iteration,makespan
0,19839
1,19839
2,19839
3,19839
4,19839
5,19839
6,19839
7,19839
8,19839
9,19839
10,19839
11,19839
12,19839
13,19839
14,19839
15,19839
16,19839
17,19839
18,19839
19,19839
20,19839
21,19839
22,19839
23,19839
24,19839
25,19839
26,19839
27,19839
28,19839
29,19839
30,19839
31,19839
32,19839
33,19839
34,19839
35,19839
36,19839
37,19839
38,19839
39,19839
40,19839
41,19839
42,19839
43,19839
44,19839
45,19839
46,19839
47,19839
48,19839
49,19839
50,19839
51,19839
52,19839
53,19839
54,19839
55,19839
56,19839
57,19839
58,19839
59,19839
60,19839
61,19839
62,19839
63,19839
64,19839
65,19839
66,19839
67,19839
68,19839
69,19839
70,19839
71,19839
72,19839
73,19839
74,19839
75,19839
76,19839
77,19839
78,19839
79,19839
80,19839
81,19839
82,19839
83,19839
84,19839
85,19839
86,19839
87,19839
88,19839
89,19839
90,19839
91,19839
92,19839
93,19839
94,19839
95,19839
96,19839
97,19839
98,19839
99,19839
100,19839
101,19839
102,19839
103,19839
104,19839
105,19839
106,19839
107,19839
108,19839
109,19839
110,19839
111,19839
112,19839
113,19839
114,19839
115,19839
116,19839
117,19839
118,19839
119,19839
120,19839
121,19839
122,19839
123,19839
124,19839
125,19839
126,19839
127,19839
128,19839
129,19839
130,19839
131,19839
132,19839
133,19839
134,19839
135,19839
136,19839
137,19839
138,19839
139,19839
140,19839
141,19839
142,19839
143,19839
144,19839
145,19839
146,19839
147,19839
148,19839
149,19839
150,19839
151,19839
152,19839
153,19839
154,19839
155,19839
156,19839
157,19839
158,19839
159,19839
160,19839
161,19839
162,19839
163,19839
164,19839
165,19839
166,19839
167,19839
168,19839
169,19839
170,19839
171,19839
172,19839
173,19839
174,19839
175,19839
176,19839
177,19839
178,19839
179,19839
180,19839
181,19839
182,19839
183,19839
184,19839
185,19839
186,19839
187,19839
188,19839
189,19839
190,19839
191,19839
192,19839
193,19839
194,19839
195,19839
196,19839
197,19839
198,19839
199,19839
200,19839
201,19839
202,19839
203,19839
204,19839
205,19839
206,19839
207,19839
208,19839
209,19839
210,19839
211,19839
212,19839
213,19839
214,19839
215,19839
216,19839
217,19839
218,19839
219,19839
220,19839
221,19839
222,19839
223,19839
224,19839
225,19839
226,19839
227,19839
228,19839
229,19839
230,19839
231,19839
232,19839
233,19839
234,19839
235,19839
236,19839
237,19839
238,19839
239,19839
240,19839
241,19839
242,19839
243,19839
244,19839
245,19839
246,19839
247,19839
248,19839
249,19839
250,19839
251,19839
252,19839
253,19839
254,19839
255,19839
256,19839
257,19839
258,19839
259,19839
260,19839
261,19839
262,19839
263,19839
264,19839
265,19839
266,19839
267,19839
268,19839
269,19839
270,19839
271,19839
272,19839
273,19839
274,19839
275,19839
276,19839
277,19839
278,19839
279,19839
280,19839
281,19839
282,19839
283,19839
284,19839
285,19839
286,19839
287,19839
288,19839
289,19839
290,19839
291,19839
292,19839
293,19839
294,19839
295,19839
296,19839
297,19839
298,19839
299,19839
300,19839
301,19839
302,19839
303,19839
304,19839
305,19839
306,19839
307,19839
308,19839
309,19839
310,19839
311,19839
312,19839
313,19839
314,19839
315,19839
316,19839
317,19839
318,19839
319,19839
320,19839
321,19839
322,19839
323,19839
324,19839
325,19839
326,19839
327,19839
328,19839
329,19839
330,19839
331,19839
332,19839
333,19839
334,19839
335,19839
336,19839
337,19839
338,19839
339,19839
340,19839
341,19839
342,19839
343,19839
344,19839
345,19839
346,19839
347,19839
348,19839
349,19839
350,19839
351,19839
352,19839
353,19839
354,19839
355,19839
