iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,587,587,1,0
2,9025.0000,655,587,1,1
3,8573.7500,622,587,1,0
4,8145.0625,622,587,1,0
5,7737.8091,597,587,1,0
6,7350.9185,591,587,1,0
7,6983.3726,588,587,1,0
8,6634.2036,573,573,1,0
9,6302.4932,658,573,1,1
10,5987.3687,608,573,1,0
11,5688.0000,590,573,1,0
12,5403.6001,625,573,1,1
13,5133.4199,571,571,1,0
14,4876.7490,600,571,1,1
15,4632.9116,664,571,1,1
16,4401.2661,624,571,1,0
17,4181.2026,672,571,1,1
18,3972.1423,597,571,1,0
19,3773.5352,652,571,1,1
20,3584.8584,607,571,1,0
21,3405.6155,566,566,1,0
22,3235.3347,544,544,1,0
23,3073.5679,534,534,1,0
24,2919.8894,544,534,1,1
25,2773.8950,531,531,1,0
26,2635.2002,527,527,1,0
27,2503.4402,525,525,1,0
28,2378.2681,524,524,1,0
29,2259.3547,517,517,1,0
30,2146.3870,559,517,1,1
31,2039.0676,515,515,1,0
32,1937.1143,557,515,1,1
33,1840.2585,511,511,1,0
34,1748.2456,535,511,1,1
35,1660.8333,557,511,1,1
36,1577.7916,521,511,1,0
37,1498.9020,519,511,1,0
38,1423.9569,519,511,1,0
39,1352.7590,518,511,1,0
40,1285.1211,526,511,1,1
41,1220.8650,530,511,1,1
42,1159.8218,566,511,1,1
43,1101.8307,533,511,1,0
44,1046.7391,577,511,1,1
45,994.4022,517,511,1,0
46,944.6821,523,511,1,1
47,897.4479,543,511,1,1
48,852.5755,594,511,1,1
49,809.9467,523,511,1,0
50,769.4493,508,508,1,0
51,730.9769,540,508,1,1
52,694.4280,505,505,1,0
53,659.7066,513,505,1,1
54,626.7213,504,504,1,0
55,595.3852,523,504,1,1
56,565.6159,535,504,1,1
57,537.3351,493,493,1,0
58,510.4683,488,488,1,0
59,484.9449,470,470,1,0
60,460.6977,476,470,1,1
61,437.6628,468,468,1,0
62,415.7796,468,468,1,0
63,394.9906,499,468,1,1
64,375.2411,543,468,1,1
65,356.4790,533,468,1,0
66,338.6551,517,468,1,0
67,321.7223,511,468,1,0
68,305.6362,503,468,1,0
69,290.3544,501,468,1,0
70,275.8367,527,468,1,1
71,262.0448,487,468,1,0
72,248.9426,478,468,1,0
73,236.4955,539,468,1,1
74,224.6707,536,468,1,0
75,213.4371,486,468,1,0
76,202.7653,548,468,1,1
