iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,686,686,1,0
2,6400.0000,651,651,1,0
3,5120.0000,701,651,1,1
4,4096.0000,704,651,1,1
5,3276.8000,694,651,1,0
6,2621.4402,674,651,1,0
7,2097.1521,697,651,1,1
8,1677.7217,656,651,1,0
9,1342.1774,629,629,1,0
10,1073.7419,740,629,1,1
11,858.9936,713,629,1,0
12,687.1949,616,616,1,0
13,549.7559,615,615,1,0
14,439.8047,726,615,1,1
15,351.8438,710,615,1,0
16,281.4751,668,615,1,0
17,225.1801,630,615,1,0
18,180.1440,608,608,1,0
19,144.1152,634,608,1,1
20,115.2922,601,601,1,0
21,92.2338,623,601,1,1
22,73.7870,598,598,1,0
23,59.0296,622,598,1,1
24,47.2237,601,598,1,0
25,37.7790,648,598,1,1
26,30.2232,640,598,1,0
27,24.1785,655,598,1,1
28,19.3428,649,598,1,0
29,15.4743,615,598,1,0
30,12.3794,705,598,1,1
31,9.9035,671,598,1,0
32,7.9228,620,598,1,0
33,6.3383,610,598,1,0
34,5.0706,602,598,1,0
35,4.0565,596,596,1,0
36,3.2452,590,590,1,0
37,2.5962,584,584,1,0
38,2.0769,576,576,1,0
39,1.6615,600,576,1,1
40,1.3292,578,576,1,0
41,1.0634,571,571,1,0
42,0.8507,661,571,1,1
43,0.6806,669,571,1,1
44,0.5445,679,571,1,1
45,0.4356,584,571,1,0
46,0.3484,572,571,1,0
47,0.2788,606,571,1,1
48,0.2230,595,571,1,0
49,0.1784,584,571,1,0
50,0.1427,580,571,1,0
51,0.1142,577,571,1,0
52,0.0913,603,571,1,1
