iteration,makespan
1,126747
2,126681
3,126598
4,126555
5,126544
6,126514
7,126432
8,126395
9,126334
10,126256
11,126230
12,126203
13,126109
14,126042
15,126018
16,125966
17,125925
18,125896
19,125847
20,125832
21,125784
22,125689
23,125652
24,125631
25,125567
26,125482
27,125423
28,125346
29,125304
30,125209
31,125123
32,125080
33,125025
34,124971
35,124909
36,124834
37,124816
38,124764
39,124704
40,124621
41,124588
42,124528
43,124524
44,124481
45,124407
46,124364
47,124360
48,124333
49,124251
50,124248
51,124170
52,124143
53,124112
54,124059
55,123996
56,123960
57,123869
58,123856
59,123816
60,123768
61,123728
62,123695
63,123613
64,123532
65,123447
66,123388
67,123373
68,123337
69,123317
70,123268
71,123188
72,123097
73,123011
74,123002
75,122914
76,122866
77,122804
78,122754
79,122656
80,122652
81,122580
82,122554
83,122541
84,122497
85,122486
86,122387
87,122290
88,122198
89,122125
90,122117
91,122102
92,122094
93,121997
94,121973
95,121906
96,121856
97,121768
98,121753
99,121748
100,121719
101,121707
102,121688
103,121636
104,121597
105,121501
106,121462
107,121363
108,121356
109,121278
110,121205
111,121113
112,121036
113,120972
114,120958
115,120911
116,120844
117,120769
118,120731
119,120705
120,120691
121,120679
122,120587
123,120545
124,120449
125,120412
126,120411
127,120365
128,120306
129,120302
130,120268
131,120242
132,120169
133,120097
134,120083
135,120042
136,119952
137,119943
138,119868
139,119852
140,119802
141,119792
142,119766
143,119735
144,119690
145,119650
146,119640
147,119550
148,119541
149,119466
150,119431
151,119358
152,119341
153,119285
154,119243
155,119192
156,119166
157,119120
158,119060
159,119026
160,118995
161,118932
162,118920
163,118887
164,118805
165,118751
166,118736
167,118713
168,118653
169,118587
170,118549
171,118529
172,118516
173,118429
174,118407
175,118351
176,118271
177,118188
178,118185
179,118148
180,118141
181,118061
182,117981
183,117914
184,117836
185,117791
186,117752
187,117659
188,117644
189,117546
190,117475
191,117376
192,117346
193,117339
194,117273
195,117265
196,117171
197,117073
198,117039
199,116950
200,116897
201,116845
202,116746
203,116688
204,116680
205,116593
206,116591
207,116547
208,116522
209,116498
210,116441
211,116400
212,116397
213,116313
214,116237
215,116151
216,116121
217,116079
218,116008
219,115991
220,115974
221,115910
222,115828
223,115757
224,115743
225,115726
226,115651
227,115597
228,115551
229,115469
230,115378
231,115282
232,115237
233,115225
234,115220
235,115207
236,115196
237,115169
238,115082
239,114998
240,114976
241,114954
242,114940
243,114875
244,114872
245,114789
246,114725
247,114711
248,114685
249,114678
250,114594
251,114547
252,114448
253,114434
254,114337
255,114328
256,114308
257,114267
258,114204
259,114154
260,114116
261,114036
262,113996
263,113915
264,113865
265,113786
266,113760
267,113732
268,113726
269,113712
270,113693
271,113688
272,113620
273,113588
274,113586
275,113497
276,113440
277,113434
278,113355
279,113327
280,113270
281,113251
282,113200
283,113109
284,113014
285,113010
286,112964
287,112894
288,112890
289,112858
290,112847
291,112842
292,112763
293,112701
294,112697
295,112674
296,112652
297,112639
298,112582
299,112581
300,112486
301,112398
302,112346
303,112267
304,112244
305,112199
306,112140
307,112062
308,112012
309,111951
310,111873
311,111807
312,111782
313,111687
314,111641
315,111568
316,111567
317,111504
318,111496
319,111448
320,111394
321,111345
322,111295
323,111238
324,111149
325,111057
326,111043
327,111022
328,110956
329,110886
330,110788
331,110771
332,110757
333,110749
334,110680
335,110634
336,110538
337,110440
338,110392
339,110308
340,110223
341,110139
342,110070
343,109970
344,109875
345,109843
346,109777
347,109775
348,109766
349,109758
350,109660
351,109614
352,109553
353,109546
354,109455
355,109386
356,109360
357,109267
358,109195
359,109097
360,109040
361,108950
362,108854
363,108838
364,108825
365,108753
366,108706
367,108646
368,108584
369,108519
370,108455
371,108369
372,108332
373,108294
374,108259
375,108165
376,108142
377,108135
378,108131
379,108119
380,108071
381,108031
382,108027
383,107986
384,107904
385,107805
386,107760
387,107731
388,107694
389,107611
390,107560
391,107471
392,107393
393,107368
394,107298
395,107296
396,107285
397,107203
398,107106
399,107081
400,107004
401,106978
402,106927
403,106883
404,106819
405,106742
406,106703
407,106643
408,106635
409,106570
410,106561
411,106505
412,106498
413,106492
414,106448
415,106394
416,106384
417,106321
418,106294
419,106197
420,106143
421,106117
422,106097
423,106020
424,105957
425,105868
426,105815
427,105780
428,105726
429,105706
430,105632
431,105550
432,105539
433,105516
434,105462
435,105458
436,105440
437,105366
438,105266
439,105265
440,105258
441,105206
442,105146
443,105092
444,105048
445,104966
446,104890
447,104828
448,104770
449,104769
450,104691
451,104613
452,104601
453,104569
454,104497
455,104468
456,104385
457,104351
458,104342
459,104321
460,104312
461,104260
462,104183
463,104127
464,104074
465,103994
466,103941
467,103875
468,103859
469,103810
470,103769
471,103715
472,103707
473,103628
474,103601
475,103518
476,103446
477,103371
478,103286
479,103205
480,103167
481,103072
482,103066
483,103035
484,102938
485,102899
486,102830
487,102767
488,102693
489,102635
490,102542
491,102540
492,102492
493,102395
494,102391
495,102303
496,102290
497,102286
498,102260
499,102198
500,102156
501,102145
502,102069
503,102043
504,102035
505,101983
506,101937
507,101845
508,101759
509,101720
510,101696
511,101640
512,101542
513,101474
514,101411
515,101376
516,101362
517,101350
518,101332
519,101312
520,101301
521,101204
522,101105
523,101096
524,101063
525,101015
526,101004
527,100904
528,100841
529,100825
530,100738
531,100674
532,100670
533,100645
534,100616
535,100551
536,100536
537,100528
538,100459
539,100428
540,100386
541,100382
542,100289
543,100277
544,100274
545,100222
546,100204
547,100110
548,100060
549,100038
550,99968
551,99917
552,99904
553,99852
554,99753
555,99719
556,99685
557,99589
558,99575
559,99527
560,99466
561,99403
562,99367
563,99279
564,99269
565,99247
566,99150
567,99117
568,99102
569,99089
570,99003
571,98924
572,98874
573,98832
574,98737
575,98727
576,98676
577,98632
578,98559
579,98459
580,98449
581,98430
582,98377
583,98349
584,98282
585,98230
586,98209
587,98122
588,98038
589,97938
590,97926
591,97904
592,97903
593,97888
594,97796
595,97770
596,97714
597,97682
598,97634
599,97597
600,97585
601,97540
602,97455
603,97414
604,97375
605,97276
606,97239
607,97139
608,97104
609,97101
610,97053
611,97022
612,96969
613,96919
614,96911
615,96882
616,96813
617,96743
618,96668
619,96657
620,96558
621,96512
622,96481
623,96405
624,96397
625,96389
626,96310
627,96290
628,96269
629,96218
630,96217
631,96145
632,96090
633,96004
634,95952
635,95912
636,95899
637,95816
638,95763
639,95759
640,95708
641,95609
642,95537
643,95464
644,95434
645,95395
646,95341
647,95334
648,95263
649,95185
650,95104
651,95032
652,94994
653,94923
654,94877
655,94788
656,94700
657,94624
658,94556
659,94507
660,94462
661,94447
662,94378
663,94362
664,94340
665,94270
666,94183
667,94173
668,94093
669,94090
670,94009
671,93930
672,93912
673,93878
674,93811
675,93787
676,93771
677,93694
678,93667
679,93619
680,93578
681,93520
682,93446
683,93348
684,93264
685,93245
686,93175
687,93135
688,93103
689,93050
690,93021
691,92991
692,92897
693,92798
694,92769
695,92756
696,92717
697,92684
698,92606
699,92556
700,92470
701,92375
702,92362
703,92267
704,92200
705,92109
706,92063
707,91994
708,91909
709,91892
710,91869
711,91777
712,91702
713,91698
714,91670
715,91577
716,91489
717,91471
718,91412
719,91362
720,91354
721,91275
722,91225
723,91143
724,91134
725,91037
726,90953
727,90915
728,90868
729,90837
730,90799
731,90759
732,90730
733,90660
734,90610
735,90511
736,90456
737,90379
738,90284
739,90242
740,90199
741,90132
742,90068
743,90037
744,90020
745,89961
746,89927
747,89841
748,89782
749,89753
750,89752
751,89726
752,89656
753,89603
754,89556
755,89484
756,89433
757,89432
758,89431
759,89375
760,89372
761,89356
762,89265
763,89186
764,89170
765,89149
766,89144
767,89130
768,89095
769,89019
770,88941
771,88881
772,88830
773,88824
774,88726
775,88646
776,88645
777,88591
778,88505
779,88424
780,88364
781,88267
782,88239
783,88192
784,88189
785,88094
786,88022
787,87978
788,87879
789,87846
790,87833
791,87809
792,87808
793,87737
794,87662
795,87660
796,87573
797,87496
798,87411
799,87387
800,87361
801,87288
802,87225
803,87205
804,87152
805,87059
806,87016
807,86947
808,86904
809,86866
810,86812
811,86750
812,86656
813,86574
814,86499
815,86491
816,86395
817,86307
818,86276
819,86200
820,86119
821,86076
822,85978
823,85878
824,85845
825,85798
826,85732
827,85668
828,85616
829,85604
830,85595
831,85540
832,85471
833,85452
834,85374
835,85289
836,85238
837,85184
838,85169
839,85139
840,85095
841,85074
842,85039
843,85004
844,84918
845,84830
846,84752
847,84731
848,84675
849,84638
850,84611
851,84529
852,84470
853,84418
854,84384
855,84314
856,84218
857,84215
858,84212
859,84167
860,84123
861,84084
862,84006
863,83974
864,83905
865,83832
866,83761
867,83691
868,83681
869,83638
870,83595
871,83585
872,83501
873,83453
874,83395
875,83381
876,83300
877,83210
878,83115
879,83040
880,83014
881,82938
882,82842
883,82752
884,82747
885,82715
886,82700
887,82601
888,82594
889,82529
890,82461
891,82448
892,82378
893,82372
894,82362
895,82314
896,82303
897,82226
898,82151
899,82150
900,82090
901,81994
902,81993
903,81922
904,81907
905,81890
906,81871
