iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,1757,1757,1,0
2,7225.0000,1654,1654,1,0
3,6141.2500,1726,1654,1,1
4,5220.0625,1632,1632,1,0
5,4437.0532,1669,1632,1,1
6,3771.4954,1676,1632,1,1
7,3205.7712,1685,1632,1,1
8,2724.9055,1760,1632,1,1
9,2316.1697,1718,1632,1,0
10,1968.7443,1604,1604,1,0
11,1673.4326,1569,1569,1,0
12,1422.4177,1524,1524,1,0
13,1209.0551,1641,1524,1,1
14,1027.6968,1604,1524,1,0
15,873.5423,1658,1524,1,1
16,742.5110,1689,1524,1,1
17,631.1343,1678,1524,1,0
18,536.4642,1483,1483,1,0
19,455.9946,1528,1483,1,1
20,387.5954,1470,1470,1,0
21,329.4561,1488,1470,1,1
22,280.0377,1615,1470,1,1
23,238.0320,1532,1470,1,0
24,202.3272,1558,1470,1,1
25,171.9782,1530,1470,1,0
26,146.1814,1422,1422,1,0
27,124.2542,1329,1329,1,0
28,105.6161,1339,1329,1,1
29,89.7737,1260,1260,1,0
30,76.3076,1213,1213,1,0
31,64.8615,1208,1208,1,0
32,55.1323,1220,1208,1,1
33,46.8624,1187,1187,1,0
34,39.8331,1179,1179,1,0
35,33.8581,1256,1179,1,1
36,28.7794,1227,1179,1,0
37,24.4625,1175,1175,1,0
38,20.7931,1181,1175,1,1
39,17.6741,1173,1173,1,0
40,15.0230,1160,1160,1,0
41,12.7696,1154,1154,1,0
42,10.8541,1130,1130,1,0
43,9.2260,1128,1128,1,0
44,7.8421,1104,1104,1,0
45,6.6658,1100,1100,1,0
46,5.6659,1091,1091,1,0
47,4.8160,1089,1089,1,0
48,4.0936,1098,1089,1,1
49,3.4796,1067,1067,1,0
50,2.9576,1138,1067,1,1
51,2.5140,1131,1067,1,0
52,2.1369,1075,1067,1,0
53,1.8164,1077,1067,1,1
54,1.5439,1067,1067,1,0
55,1.3123,1065,1065,1,0
56,1.1155,1061,1061,1,0
57,0.9482,1056,1056,1,0
58,0.8059,1098,1056,1,1
59,0.6850,1055,1055,1,0
60,0.5823,1096,1055,1,1
61,0.4949,1089,1055,1,0
62,0.4207,1040,1040,1,0
63,0.3576,1053,1040,1,1
64,0.3040,1058,1040,1,1
65,0.2584,1040,1040,1,0
66,0.2196,1068,1040,1,1
67,0.1867,1058,1040,1,0
68,0.1587,1102,1040,1,1
69,0.1349,1105,1040,1,1
70,0.1146,1104,1040,1,0
71,0.0974,1068,1040,1,0
