iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,680,680,1,0
2,6400.0000,611,611,1,0
3,5120.0000,606,606,1,0
4,4096.0000,589,589,1,0
5,3276.8000,618,589,1,1
6,2621.4402,591,589,1,0
7,2097.1521,623,589,1,1
8,1677.7217,665,589,1,1
9,1342.1774,642,589,1,0
10,1073.7419,630,589,1,0
11,858.9936,644,589,1,1
12,687.1949,607,589,1,0
13,549.7559,620,589,1,1
14,439.8047,607,589,1,0
15,351.8438,592,589,1,0
16,281.4751,637,589,1,1
17,225.1801,585,585,1,0
18,180.1440,557,557,1,0
19,144.1152,555,555,1,0
20,115.2922,563,555,1,1
21,92.2338,544,544,1,0
22,73.7870,596,544,1,1
23,59.0296,540,540,1,0
24,47.2237,606,540,1,1
25,37.7790,592,540,1,0
26,30.2232,591,540,1,0
27,24.1785,641,540,1,1
28,19.3428,603,540,1,0
29,15.4743,620,540,1,1
30,12.3794,615,540,1,0
31,9.9035,643,540,1,1
32,7.9228,601,540,1,0
33,6.3383,628,540,1,1
34,5.0706,618,540,1,0
35,4.0565,604,540,1,0
36,3.2452,649,540,1,1
37,2.5962,601,540,1,0
38,2.0769,598,540,1,0
39,1.6615,569,540,1,0
40,1.3292,537,537,1,0
41,1.0634,526,526,1,0
42,0.8507,521,521,1,0
43,0.6806,544,521,1,1
44,0.5445,520,520,1,0
45,0.4356,517,517,1,0
46,0.3484,517,517,1,0
47,0.2788,506,506,1,0
48,0.2230,499,499,1,0
49,0.1784,494,494,1,0
50,0.1427,492,492,1,0
51,0.1142,506,492,1,1
52,0.0913,548,492,1,1
