iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9900.0000,666,666,1,0
2,9801.0000,495,495,1,0
3,9702.9902,464,464,1,0
4,9605.9600,453,453,1,0
5,9509.9004,520,453,1,1
6,9414.8018,500,453,1,0
7,9320.6543,446,446,1,0
8,9227.4482,490,446,1,1
9,9135.1738,431,431,1,0
10,9043.8223,416,416,1,0
11,8953.3838,438,416,1,1
12,8863.8496,589,416,1,1
13,8775.2109,504,416,1,0
14,8687.4590,499,416,1,0
15,8600.5850,473,416,1,0
16,8514.5791,434,416,1,0
17,8429.4336,462,416,1,1
18,8345.1396,445,416,1,0
19,8261.6885,433,416,1,0
20,8179.0718,478,416,1,1
21,8097.2812,491,416,1,1
22,8016.3086,471,416,1,0
23,7936.1455,500,416,1,1
24,7856.7842,414,414,1,0
25,7778.2163,514,414,1,1
26,7700.4341,452,414,1,0
27,7623.4297,459,414,1,1
28,7547.1953,501,414,1,1
29,7471.7236,482,414,1,0
30,7397.0063,558,414,1,1
31,7323.0361,633,414,1,1
32,7249.8057,528,414,1,0
33,7177.3076,513,414,1,0
34,7105.5347,495,414,1,0
35,7034.4795,537,414,1,1
36,6964.1348,497,414,1,0
37,6894.4937,568,414,1,1
38,6825.5488,614,414,1,1
39,6757.2935,503,414,1,0
40,6689.7207,496,414,1,0
41,6622.8237,539,414,1,1
42,6556.5957,538,414,1,0
43,6491.0298,508,414,1,0
44,6426.1196,434,414,1,0
45,6361.8584,557,414,1,1
46,6298.2397,529,414,1,0
47,6235.2573,438,414,1,0
48,6172.9048,470,414,1,1
49,6111.1758,517,414,1,1
50,6050.0640,483,414,1,0
51,5989.5635,447,414,1,0
52,5929.6680,520,414,1,1
53,5870.3716,435,414,1,0
54,5811.6680,429,414,1,0
55,5753.5513,422,414,1,0
56,5696.0156,520,414,1,1
57,5639.0557,544,414,1,1
58,5582.6650,507,414,1,0
59,5526.8384,461,414,1,0
60,5471.5698,538,414,1,1
61,5416.8540,555,414,1,1
62,5362.6855,510,414,1,0
63,5309.0586,464,414,1,0
64,5255.9683,489,414,1,1
65,5203.4087,449,414,1,0
66,5151.3745,464,414,1,1
67,5099.8608,423,414,1,0
