iteration,makespan
1,125968
2,125966
3,125950
4,125871
5,125831
6,125775
7,125712
8,125709
9,125684
10,125682
11,125585
12,125492
13,125456
14,125449
15,125382
16,125339
17,125315
18,125228
19,125140
20,125061
21,125037
22,124954
23,124929
24,124907
25,124842
26,124797
27,124752
28,124663
29,124573
30,124478
31,124413
32,124377
33,124314
34,124253
35,124188
36,124151
37,124071
38,124009
39,123954
40,123921
41,123906
42,123867
43,123840
44,123798
45,123715
46,123686
47,123630
48,123536
49,123472
50,123419
51,123364
52,123313
53,123294
54,123266
55,123241
56,123217
57,123161
58,123110
59,123037
60,123035
61,123002
62,122997
63,122977
64,122903
65,122873
66,122869
67,122838
68,122790
69,122695
70,122631
71,122576
72,122502
73,122445
74,122347
75,122312
76,122274
77,122260
78,122209
79,122169
80,122155
81,122120
82,122045
83,121971
84,121927
85,121854
86,121831
87,121779
88,121776
89,121757
90,121688
91,121657
92,121650
93,121626
94,121609
95,121565
96,121482
97,121425
98,121357
99,121315
100,121245
101,121237
102,121180
103,121092
104,121024
105,120991
106,120959
107,120861
108,120860
109,120795
110,120729
111,120641
112,120549
113,120546
114,120446
115,120405
116,120386
117,120382
118,120299
119,120278
120,120265
121,120171
122,120157
123,120093
124,120051
125,120042
126,120017
127,119927
128,119891
129,119883
130,119850
131,119820
132,119731
133,119658
134,119601
135,119531
136,119499
137,119483
138,119450
139,119436
140,119362
141,119351
142,119314
143,119214
144,119181
145,119084
146,119026
147,118927
148,118835
149,118745
150,118738
151,118689
152,118688
153,118634
154,118546
155,118545
156,118524
157,118459
158,118454
159,118447
160,118379
161,118370
162,118296
163,118276
164,118234
165,118144
166,118106
167,118087
168,118045
169,117974
170,117896
171,117873
172,117794
173,117705
174,117663
175,117628
176,117623
177,117554
178,117514
179,117422
180,117385
181,117383
182,117373
183,117324
184,117290
185,117218
186,117174
187,117159
188,117113
189,117068
190,116987
191,116938
192,116870
193,116785
194,116702
195,116679
196,116583
197,116567
198,116525
199,116505
200,116464
201,116426
202,116396
203,116352
204,116268
205,116194
206,116150
207,116088
208,116007
209,115920
210,115889
211,115852
212,115783
213,115744
214,115690
215,115623
216,115549
217,115501
218,115466
219,115368
220,115290
221,115245
222,115230
223,115185
224,115095
225,115079
226,114997
227,114920
228,114844
229,114791
230,114752
231,114655
232,114601
233,114544
234,114495
235,114424
236,114382
237,114325
238,114245
239,114152
240,114085
241,113992
242,113908
243,113906
244,113841
245,113786
246,113705
247,113680
248,113610
249,113571
250,113487
251,113453
252,113397
253,113349
254,113285
255,113224
256,113183
257,113106
258,113019
259,112992
260,112892
261,112861
262,112764
263,112732
264,112716
265,112623
266,112532
267,112434
268,112395
269,112307
270,112297
271,112231
272,112155
273,112077
274,112007
275,111918
276,111833
277,111790
278,111749
279,111712
280,111628
281,111543
282,111473
283,111430
284,111374
285,111338
286,111263
287,111249
288,111171
289,111166
290,111087
291,111071
292,111055
293,111050
294,111008
295,110941
296,110886
297,110834
298,110797
299,110775
300,110714
301,110681
302,110636
303,110548
304,110455
305,110428
306,110379
307,110282
308,110274
309,110269
310,110201
311,110112
312,110034
313,109951
314,109882
315,109840
316,109782
317,109764
318,109680
319,109669
320,109579
321,109504
322,109429
323,109331
324,109280
325,109241
326,109162
327,109080
328,108988
329,108983
330,108957
331,108883
332,108843
333,108825
334,108737
335,108692
336,108624
337,108579
338,108549
339,108529
340,108454
341,108421
342,108352
343,108315
344,108289
345,108237
346,108178
347,108082
348,108005
349,107996
350,107912
351,107871
352,107798
353,107713
354,107645
355,107575
356,107527
357,107452
358,107447
359,107428
360,107363
361,107355
362,107320
363,107276
364,107177
365,107133
366,107069
367,107020
368,107002
369,106957
370,106857
371,106818
372,106810
373,106792
374,106766
375,106688
376,106664
377,106613
378,106552
379,106516
380,106431
381,106331
382,106309
383,106305
384,106267
385,106173
386,106159
387,106081
388,106071
389,105974
390,105941
391,105871
392,105813
393,105721
394,105641
395,105590
396,105516
397,105496
398,105446
399,105366
400,105328
401,105245
402,105183
403,105104
404,105061
405,104985
406,104919
407,104831
408,104816
409,104754
410,104739
411,104658
412,104648
413,104571
414,104532
415,104523
416,104439
417,104422
418,104376
419,104335
420,104247
421,104205
422,104114
423,104059
424,103993
425,103984
426,103982
427,103939
428,103908
429,103840
430,103821
431,103761
432,103672
433,103638
434,103577
435,103522
436,103460
437,103455
438,103381
439,103347
440,103295
441,103209
442,103166
443,103116
444,103022
445,102951
446,102887
447,102843
448,102813
449,102760
450,102661
451,102579
452,102555
453,102525
454,102471
455,102447
456,102368
457,102333
458,102260
459,102188
460,102160
461,102127
462,102028
463,101946
464,101873
465,101816
466,101734
467,101705
468,101703
469,101666
470,101626
471,101575
472,101534
473,101513
474,101427
475,101377
476,101335
477,101323
478,101229
479,101132
480,101103
481,101034
482,101005
483,100956
484,100904
485,100885
486,100786
487,100778
488,100722
489,100633
490,100612
491,100518
492,100457
493,100414
494,100413
495,100368
496,100364
497,100270
498,100233
499,100182
500,100086
501,100066
502,100000
503,99908
504,99828
505,99753
506,99748
507,99702
508,99618
509,99544
510,99527
511,99498
512,99480
513,99470
514,99419
515,99327
516,99315
517,99256
518,99220
519,99209
520,99181
521,99102
522,99008
523,98991
524,98903
525,98847
526,98791
527,98790
528,98692
529,98626
530,98592
531,98539
532,98498
533,98406
534,98370
535,98335
536,98295
537,98215
538,98137
539,98133
540,98077
541,98070
542,98043
543,97968
544,97921
545,97881
546,97824
547,97822
548,97790
549,97784
550,97718
551,97706
552,97615
553,97577
554,97567
555,97479
556,97472
557,97433
558,97417
559,97371
560,97346
561,97303
562,97237
563,97230
564,97229
565,97172
566,97166
567,97129
568,97105
569,97086
570,97008
571,96978
572,96917
573,96830
574,96812
575,96766
576,96757
577,96705
578,96620
579,96551
580,96536
581,96508
582,96457
583,96405
584,96373
585,96354
586,96333
587,96271
588,96256
589,96183
590,96155
591,96136
592,96093
593,96083
594,96033
595,95968
596,95887
597,95800
598,95740
599,95697
600,95638
601,95599
602,95586
603,95523
604,95496
605,95481
606,95419
607,95330
608,95244
609,95187
610,95168
611,95156
612,95059
613,95027
614,94995
615,94976
616,94971
617,94875
618,94793
619,94748
620,94717
621,94698
622,94629
623,94602
624,94524
625,94460
626,94454
627,94415
628,94338
629,94269
630,94190
631,94145
632,94132
633,94085
634,94083
635,94045
636,94015
637,94009
638,93938
639,93863
640,93854
641,93819
642,93791
643,93765
644,93737
645,93652
646,93614
647,93605
648,93539
649,93527
650,93451
651,93399
