iteration,makespan
1,21072
2,21063
3,21031
4,21018
5,20918
6,20885
7,20847
8,20791
9,20694
10,20611
11,20537
12,20498
13,20431
14,20333
15,20284
16,20240
17,20187
18,20142
19,20084
20,20016
21,19930
22,19897
23,19843
24,19802
25,19767
26,19695
27,19683
28,19590
29,19520
30,19438
31,19378
32,19374
33,19364
34,19265
35,19189
36,19097
37,19012
38,19008
39,18925
40,18919
41,18902
42,18826
43,18735
44,18664
45,18570
46,18517
47,18482
48,18397
49,18338
50,18264
51,18201
52,18107
53,18009
54,17926
55,17848
56,17757
57,17755
58,17725
59,17692
60,17625
61,17552
62,17490
63,17461
64,17395
65,17332
66,17311
67,17301
68,17221
69,17133
70,17077
71,17061
72,17015
73,16984
74,16897
75,16812
76,16802
77,16708
78,16646
79,16575
80,16561
81,16485
82,16405
83,16388
84,16332
85,16250
86,16202
87,16143
88,16059
89,16053
90,16033
91,15994
92,15986
93,15886
94,15877
95,15872
96,15840
97,15758
98,15755
99,15690
100,15648
101,15622
102,15593
103,15583
104,15561
105,15467
106,15444
107,15405
108,15376
109,15341
110,15301
111,15204
112,15183
113,15084
114,15014
115,14968
116,14921
117,14830
118,14743
119,14698
120,14599
121,14578
122,14547
123,14544
124,14527
125,14451
126,14400
127,14332
128,14292
129,14214
130,14178
131,14097
132,14044
133,14008
134,13920
135,13837
136,13824
137,13787
138,13739
139,13706
140,13644
141,13555
142,13479
143,13455
144,13402
145,13375
146,13316
147,13266
148,13173
149,13106
150,13091
151,12995
152,12942
153,12938
154,12937
155,12887
156,12851
157,12829
158,12797
159,12789
160,12763
161,12762
162,12720
163,12650
164,12578
165,12479
166,12395
167,12314
168,12238
169,12230
170,12225
171,12186
172,12149
173,12051
174,11985
175,11933
176,11898
177,11857
178,11821
179,11775
180,11713
181,11654
182,11610
183,11606
184,11537
185,11510
186,11492
187,11415
188,11318
189,11238
190,11223
191,11219
192,11141
193,11098
194,11063
195,10972
196,10948
197,10923
198,10898
199,10812
200,10740
201,10684
202,10662
203,10628
204,10564
205,10564
