iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,423,423,1,0
2,6400.0000,411,411,1,0
3,5120.0000,438,411,1,1
4,4096.0000,482,411,1,1
5,3276.8000,488,411,1,1
6,2621.4402,406,406,1,0
7,2097.1521,455,406,1,1
8,1677.7217,388,388,1,0
9,1342.1774,368,368,1,0
10,1073.7419,423,368,1,1
11,858.9936,418,368,1,0
12,687.1949,438,368,1,1
13,549.7559,368,368,1,0
14,439.8047,406,368,1,1
15,351.8438,394,368,1,0
16,281.4751,353,353,1,0
17,225.1801,338,338,1,0
18,180.1440,325,325,1,0
19,144.1152,338,325,1,1
20,115.2922,369,325,1,1
21,92.2338,410,325,1,1
22,73.7870,417,325,1,1
23,59.0296,388,325,1,0
24,47.2237,435,325,1,1
25,37.7790,531,325,1,1
26,30.2232,502,325,1,0
27,24.1785,398,325,1,0
28,19.3428,355,325,1,0
29,15.4743,427,325,1,1
30,12.3794,417,325,1,0
31,9.9035,473,325,1,1
32,7.9228,426,325,1,0
33,6.3383,435,325,1,1
34,5.0706,464,325,1,1
35,4.0565,490,325,1,1
36,3.2452,458,325,1,0
37,2.5962,469,325,1,1
38,2.0769,535,325,1,1
39,1.6615,519,325,1,0
40,1.3292,494,325,1,0
41,1.0634,475,325,1,0
42,0.8507,525,325,1,1
43,0.6806,524,325,1,0
44,0.5445,438,325,1,0
45,0.4356,490,325,1,1
46,0.3484,522,325,1,1
47,0.2788,445,325,1,0
48,0.2230,486,325,1,1
49,0.1784,487,325,1,1
50,0.1427,485,325,1,0
51,0.1142,539,325,1,1
52,0.0913,463,325,1,0
