temperatura,makespan
10000.00000,4810
8000.00000,454
6400.00000,523
5120.00000,505
4096.00000,426
3276.80005,432
2621.44019,417
2097.15210,432
1677.72168,401
1342.17737,492
1073.74194,507
858.99359,495
687.19489,486
549.75592,483
439.80475,479
351.84381,441
281.47507,491
225.18005,525
180.14404,547
144.11523,462
115.29219,462
92.23376,455
73.78701,451
59.02961,451
47.22369,480
37.77895,465
30.22316,523
24.17853,523
19.34282,511
15.47426,476
12.37941,508
9.90353,458
7.92282,448
6.33826,442
5.07061,442
4.05649,409
3.24519,409
2.59615,395
2.07692,389
1.66154,368
1.32923,368
1.06338,361
0.85071,361
0.68057,358
0.54445,358
0.43556,358
0.34845,353
0.27876,353
0.22301,353
0.17841,353
0.14272,348
0.11418,341
