iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,1046,1046,1,0
2,6400.0000,1258,1046,1,1
3,5120.0000,1042,1042,1,0
4,4096.0000,903,903,1,0
5,3276.8000,959,903,1,1
6,2621.4402,929,903,1,0
7,2097.1521,931,903,1,1
8,1677.7217,986,903,1,1
9,1342.1774,1083,903,1,1
10,1073.7419,884,884,1,0
11,858.9936,873,873,1,0
12,687.1949,953,873,1,1
13,549.7559,774,774,1,0
14,439.8047,792,774,1,1
15,351.8438,802,774,1,1
16,281.4751,816,774,1,1
17,225.1801,747,747,1,0
18,180.1440,741,741,1,0
19,144.1152,735,735,1,0
20,115.2922,802,735,1,1
21,92.2338,720,720,1,0
22,73.7870,717,717,1,0
23,59.0296,709,709,1,0
24,47.2237,872,709,1,1
25,37.7790,680,680,1,0
26,30.2232,753,680,1,1
27,24.1785,728,680,1,0
28,19.3428,696,680,1,0
29,15.4743,653,653,1,0
30,12.3794,637,637,1,0
31,9.9035,674,637,1,1
32,7.9228,676,637,1,1
33,6.3383,676,637,1,0
34,5.0706,712,637,1,1
35,4.0565,660,637,1,0
36,3.2452,657,637,1,0
37,2.5962,660,637,1,1
38,2.0769,677,637,1,1
39,1.6615,616,616,1,0
40,1.3292,613,613,1,0
41,1.0634,674,613,1,1
42,0.8507,687,613,1,1
43,0.6806,685,613,1,0
44,0.5445,659,613,1,0
45,0.4356,646,613,1,0
46,0.3484,639,613,1,0
47,0.2788,666,613,1,1
48,0.2230,621,613,1,0
49,0.1784,659,613,1,1
50,0.1427,696,613,1,1
51,0.1142,666,613,1,0
52,0.0913,650,613,1,0
