iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,3568,3568,1,0
2,8100.0000,3391,3391,1,0
3,7290.0000,3443,3391,1,1
4,6561.0000,3271,3271,1,0
5,5904.8999,3299,3271,1,1
6,5314.4097,3149,3149,1,0
7,4782.9688,3199,3149,1,1
8,4304.6719,3133,3133,1,0
9,3874.2046,3221,3133,1,1
10,3486.7839,3121,3121,1,0
11,3138.1055,3081,3081,1,0
12,2824.2949,3080,3080,1,0
13,2541.8655,3135,3080,1,1
14,2287.6790,3045,3045,1,0
15,2058.9109,3034,3034,1,0
16,1853.0198,3023,3023,1,0
17,1667.7178,3016,3016,1,0
18,1500.9459,3135,3016,1,1
19,1350.8513,3047,3016,1,0
20,1215.7661,2981,2981,1,0
21,1094.1895,2986,2981,1,1
22,984.7705,2969,2969,1,0
23,886.2935,2964,2964,1,0
24,797.6641,2927,2927,1,0
25,717.8976,2916,2916,1,0
26,646.1078,2927,2916,1,1
27,581.4971,2915,2915,1,0
28,523.3474,2943,2915,1,1
29,471.0126,3008,2915,1,1
30,423.9113,2935,2915,1,0
31,381.5202,2919,2915,1,0
32,343.3682,2918,2915,1,0
33,309.0313,2911,2911,1,0
34,278.1282,2899,2899,1,0
35,250.3154,2890,2890,1,0
36,225.2838,2877,2877,1,0
37,202.7554,2863,2863,1,0
38,182.4799,2865,2863,1,1
39,164.2319,2875,2863,1,1
40,147.8087,2837,2837,1,0
41,133.0278,2854,2837,1,1
42,119.7251,2834,2834,1,0
43,107.7525,2831,2831,1,0
44,96.9773,2886,2831,1,1
45,87.2796,2921,2831,1,1
46,78.5516,2891,2831,1,0
47,70.6964,2958,2831,1,1
48,63.6268,2888,2831,1,0
49,57.2641,2842,2831,1,0
50,51.5377,2808,2808,1,0
51,46.3839,2868,2808,1,1
52,41.7455,2799,2799,1,0
53,37.5710,2835,2799,1,1
54,33.8139,2825,2799,1,0
55,30.4325,2904,2799,1,1
56,27.3892,2853,2799,1,0
57,24.6503,2822,2799,1,0
58,22.1853,2832,2799,1,1
59,19.9668,2806,2799,1,0
60,17.9701,2794,2794,1,0
61,16.1731,2792,2792,1,0
62,14.5558,2791,2791,1,0
63,13.1002,2832,2791,1,1
64,11.7902,2835,2791,1,1
65,10.6112,2832,2791,1,0
66,9.5500,2822,2791,1,0
67,8.5950,2817,2791,1,0
68,7.7355,2812,2791,1,0
69,6.9620,2786,2786,1,0
70,6.2658,2786,2786,1,0
71,5.6392,2815,2786,1,1
72,5.0753,2779,2779,1,0
73,4.5678,2876,2779,1,1
74,4.1110,2786,2779,1,0
75,3.6999,2822,2779,1,1
76,3.3299,2777,2777,1,0
77,2.9969,2799,2777,1,1
78,2.6972,2756,2756,1,0
79,2.4275,2802,2756,1,1
80,2.1847,2800,2756,1,0
81,1.9663,2789,2756,1,0
82,1.7696,2748,2748,1,0
83,1.5927,2799,2748,1,1
84,1.4334,2778,2748,1,0
85,1.2901,2848,2748,1,1
86,1.1611,2792,2748,1,0
87,1.0450,2745,2745,1,0
88,0.9405,2743,2743,1,0
89,0.8464,2824,2743,1,1
90,0.7618,2779,2743,1,0
91,0.6856,2802,2743,1,1
92,0.6170,2809,2743,1,1
93,0.5553,2815,2743,1,1
94,0.4998,2798,2743,1,0
95,0.4498,2776,2743,1,0
96,0.4048,2838,2743,1,1
97,0.3644,2774,2743,1,0
98,0.3279,2813,2743,1,1
99,0.2951,2796,2743,1,0
100,0.2656,2813,2743,1,1
101,0.2391,2756,2743,1,0
102,0.2151,2753,2743,1,0
103,0.1936,2790,2743,1,1
104,0.1743,2801,2743,1,1
105,0.1568,2762,2743,1,0
106,0.1412,2756,2743,1,0
107,0.1270,2745,2743,1,0
108,0.1143,2742,2742,1,0
109,0.1029,2791,2742,1,1
110,0.0926,2733,2733,1,0
