iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8000.0000,3395,3395,1,0
2,6400.0000,3290,3290,1,0
3,5120.0000,3266,3266,1,0
4,4096.0000,3217,3217,1,0
5,3276.8000,3176,3176,1,0
6,2621.4402,3249,3176,1,1
7,2097.1521,3202,3176,1,0
8,1677.7217,3261,3176,1,1
9,1342.1774,3195,3176,1,0
10,1073.7419,3178,3176,1,0
11,858.9936,3239,3176,1,1
12,687.1949,3209,3176,1,0
13,549.7559,3142,3142,1,0
14,439.8047,3117,3117,1,0
15,351.8438,3068,3068,1,0
16,281.4751,3027,3027,1,0
17,225.1801,3076,3027,1,1
18,180.1440,3012,3012,1,0
19,144.1152,3002,3002,1,0
20,115.2922,3012,3002,1,1
21,92.2338,3046,3002,1,1
22,73.7870,3006,3002,1,0
23,59.0296,2992,2992,1,0
24,47.2237,3033,2992,1,1
25,37.7790,2991,2991,1,0
26,30.2232,2985,2985,1,0
27,24.1785,2930,2930,1,0
28,19.3428,2869,2869,1,0
29,15.4743,2854,2854,1,0
30,12.3794,2850,2850,1,0
31,9.9035,2867,2850,1,1
32,7.9228,2817,2817,1,0
33,6.3383,2865,2817,1,1
34,5.0706,2802,2802,1,0
35,4.0565,2794,2794,1,0
36,3.2452,2778,2778,1,0
37,2.5962,2807,2778,1,1
38,2.0769,2779,2778,1,0
39,1.6615,2777,2777,1,0
40,1.3292,2786,2777,1,1
41,1.0634,2776,2776,1,0
42,0.8507,2779,2776,1,1
43,0.6806,2763,2763,1,0
44,0.5445,2761,2761,1,0
45,0.4356,2824,2761,1,1
46,0.3484,2805,2761,1,0
47,0.2788,2716,2716,1,0
48,0.2230,2735,2716,1,1
49,0.1784,2719,2716,1,0
50,0.1427,2713,2713,1,0
51,0.1142,2765,2713,1,1
52,0.0913,2793,2713,1,1
