temperatura,makespan
10000.00000,5442
9000.00000,915
8100.00000,889
7290.00000,1001
6561.00000,797
5904.89990,813
5314.40967,788
4782.96875,709
4304.67188,776
3874.20459,833
3486.78394,689
3138.10547,678
2824.29492,675
2541.86548,671
2287.67896,681
2058.91089,678
1853.01978,639
1667.71777,650
1500.94592,634
1350.85132,606
1215.76611,629
1094.18945,637
984.77051,676
886.29346,606
797.66406,637
717.89764,606
646.10785,629
581.49707,678
523.34735,677
471.01260,666
423.91135,634
381.52020,610
343.36816,629
309.03134,646
278.12820,623
250.31538,615
225.28384,610
202.75545,599
182.47990,595
164.23190,603
147.80872,575
133.02785,578
119.72506,575
107.75255,601
96.97729,602
87.27956,575
78.55160,621
70.69643,578
63.62679,609
57.26411,601
51.53770,632
46.38393,601
41.74553,578
37.57098,609
33.81388,575
30.43249,598
27.38924,602
24.65032,621
22.18529,598
19.96676,632
17.97008,602
16.17307,609
14.55577,598
13.10019,602
11.79017,632
10.61115,578
9.55004,601
8.59503,632
7.73553,598
6.96198,601
6.26578,591
5.63920,621
5.07528,578
4.56775,632
4.11098,609
3.69988,621
3.32989,629
2.99690,598
2.69721,601
2.42749,629
2.18474,609
1.96627,602
1.76964,601
1.59268,591
1.43341,598
1.29007,621
1.16106,598
1.04495,621
0.94046,632
0.84641,621
0.76177,632
0.68559,629
0.61704,632
0.55533,629
0.49980,598
0.44982,632
0.40484,621
0.36435,591
0.32792,578
0.29513,609
0.26561,629
0.23905,609
0.21515,632
0.19363,609
0.17427,601
0.15684,578
0.14116,629
0.12704,578
0.11434,629
0.10290,632
