iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,803,803,1,0
2,9025.0000,836,803,1,1
3,8573.7500,796,796,1,0
4,8145.0625,803,796,1,1
5,7737.8091,726,726,1,0
6,7350.9185,776,726,1,1
7,6983.3726,670,670,1,0
8,6634.2036,687,670,1,1
9,6302.4932,648,648,1,0
10,5987.3687,687,648,1,1
11,5688.0000,672,648,1,0
12,5403.6001,677,648,1,1
13,5133.4199,671,648,1,0
14,4876.7490,670,648,1,0
15,4632.9116,667,648,1,0
16,4401.2661,631,631,1,0
17,4181.2026,706,631,1,1
18,3972.1423,705,631,1,0
19,3773.5352,679,631,1,0
20,3584.8584,736,631,1,1
21,3405.6155,685,631,1,0
22,3235.3347,700,631,1,1
23,3073.5679,703,631,1,1
24,2919.8894,711,631,1,1
25,2773.8950,690,631,1,0
26,2635.2002,689,631,1,0
27,2503.4402,758,631,1,1
28,2378.2681,732,631,1,0
29,2259.3547,790,631,1,1
30,2146.3870,768,631,1,0
31,2039.0676,907,631,1,1
32,1937.1143,699,631,1,0
33,1840.2585,720,631,1,1
34,1748.2456,705,631,1,0
35,1660.8333,699,631,1,0
36,1577.7916,783,631,1,1
37,1498.9020,782,631,1,0
38,1423.9569,811,631,1,1
39,1352.7590,964,631,1,1
40,1285.1211,801,631,1,0
41,1220.8650,735,631,1,0
42,1159.8218,823,631,1,1
43,1101.8307,777,631,1,0
44,1046.7391,785,631,1,1
45,994.4022,773,631,1,0
46,944.6821,738,631,1,0
47,897.4479,811,631,1,1
48,852.5755,776,631,1,0
49,809.9467,746,631,1,0
50,769.4493,704,631,1,0
51,730.9769,787,631,1,1
52,694.4280,769,631,1,0
53,659.7066,751,631,1,0
54,626.7213,723,631,1,0
55,595.3852,705,631,1,0
56,565.6159,764,631,1,1
57,537.3351,732,631,1,0
58,510.4683,762,631,1,1
59,484.9449,747,631,1,0
60,460.6977,765,631,1,1
61,437.6628,703,631,1,0
62,415.7796,754,631,1,1
63,394.9906,736,631,1,0
64,375.2411,707,631,1,0
65,356.4790,707,631,1,0
66,338.6551,685,631,1,0
67,321.7223,724,631,1,1
68,305.6362,713,631,1,0
69,290.3544,695,631,1,0
70,275.8367,810,631,1,1
71,262.0448,680,631,1,0
72,248.9426,723,631,1,1
73,236.4955,736,631,1,1
74,224.6707,695,631,1,0
75,213.4371,708,631,1,1
76,202.7653,767,631,1,1
77,192.6270,734,631,1,0
78,182.9957,719,631,1,0
79,173.8459,691,631,1,0
80,165.1536,730,631,1,1
81,156.8959,716,631,1,0
82,149.0511,724,631,1,1
83,141.5986,719,631,1,0
84,134.5186,750,631,1,1
85,127.7927,749,631,1,0
86,121.4031,767,631,1,1
87,115.3329,790,631,1,1
88,109.5663,789,631,1,0
89,104.0880,787,631,1,0
90,98.8836,923,631,1,1
91,93.9394,808,631,1,0
