iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9500.0000,905,905,1,0
2,9025.0000,887,887,1,0
3,8573.7500,695,695,1,0
4,8145.0625,700,695,1,1
5,7737.8091,648,648,1,0
6,7350.9185,702,648,1,1
7,6983.3726,744,648,1,1
8,6634.2036,673,648,1,0
9,6302.4932,644,644,1,0
10,5987.3687,672,644,1,1
11,5688.0000,678,644,1,1
12,5403.6001,656,644,1,0
13,5133.4199,668,644,1,1
14,4876.7490,710,644,1,1
15,4632.9116,698,644,1,0
16,4401.2661,701,644,1,1
17,4181.2026,645,644,1,0
18,3972.1423,695,644,1,1
19,3773.5352,616,616,1,0
20,3584.8584,701,616,1,1
21,3405.6155,696,616,1,0
22,3235.3347,660,616,1,0
23,3073.5679,651,616,1,0
24,2919.8894,708,616,1,1
25,2773.8950,702,616,1,0
26,2635.2002,767,616,1,1
27,2503.4402,671,616,1,0
28,2378.2681,709,616,1,1
29,2259.3547,657,616,1,0
30,2146.3870,629,616,1,0
31,2039.0676,676,616,1,1
32,1937.1143,696,616,1,1
33,1840.2585,712,616,1,1
34,1748.2456,677,616,1,0
35,1660.8333,680,616,1,1
36,1577.7916,673,616,1,0
37,1498.9020,699,616,1,1
38,1423.9569,703,616,1,1
39,1352.7590,674,616,1,0
40,1285.1211,746,616,1,1
41,1220.8650,708,616,1,0
42,1159.8218,788,616,1,1
43,1101.8307,805,616,1,1
44,1046.7391,800,616,1,0
45,994.4022,851,616,1,1
46,944.6821,694,616,1,0
47,897.4479,711,616,1,1
48,852.5755,768,616,1,1
49,809.9467,723,616,1,0
50,769.4493,791,616,1,1
51,730.9769,751,616,1,0
52,694.4280,828,616,1,1
53,659.7066,815,616,1,0
54,626.7213,743,616,1,0
55,595.3852,635,616,1,0
56,565.6159,682,616,1,1
57,537.3351,625,616,1,0
58,510.4683,633,616,1,1
59,484.9449,634,616,1,1
60,460.6977,697,616,1,1
61,437.6628,672,616,1,0
62,415.7796,711,616,1,1
63,394.9906,665,616,1,0
64,375.2411,629,616,1,0
65,356.4790,627,616,1,0
66,338.6551,613,613,1,0
67,321.7223,622,613,1,1
68,305.6362,681,613,1,1
69,290.3544,672,613,1,0
70,275.8367,631,613,1,0
71,262.0448,638,613,1,1
72,248.9426,655,613,1,1
73,236.4955,643,613,1,0
74,224.6707,761,613,1,1
75,213.4371,729,613,1,0
76,202.7653,681,613,1,0
77,192.6270,751,613,1,1
78,182.9957,719,613,1,0
79,173.8459,711,613,1,0
80,165.1536,694,613,1,0
81,156.8959,678,613,1,0
82,149.0511,652,613,1,0
83,141.5986,632,613,1,0
84,134.5186,716,613,1,1
85,127.7927,682,613,1,0
86,121.4031,655,613,1,0
87,115.3329,693,613,1,1
88,109.5663,652,613,1,0
89,104.0880,702,613,1,1
90,98.8836,716,613,1,1
91,93.9394,731,613,1,1
92,89.2424,675,613,1,0
93,84.7803,682,613,1,1
94,80.5413,632,613,1,0
95,76.5142,656,613,1,1
96,72.6885,702,613,1,1
97,69.0541,656,613,1,0
98,65.6014,640,613,1,0
99,62.3213,709,613,1,1
100,59.2052,660,613,1,0
101,56.2450,699,613,1,1
102,53.4327,655,613,1,0
103,50.7611,709,613,1,1
104,48.2230,673,613,1,0
105,45.8119,678,613,1,1
106,43.5213,695,613,1,1
107,41.3452,741,613,1,1
108,39.2780,692,613,1,0
109,37.3141,684,613,1,0
110,35.4484,717,613,1,1
111,33.6759,731,613,1,1
112,31.9921,684,613,1,0
113,30.3925,669,613,1,0
114,28.8729,637,613,1,0
115,27.4293,619,613,1,0
116,26.0578,616,613,1,0
117,24.7549,609,609,1,0
118,23.5172,625,609,1,1
119,22.3413,656,609,1,1
120,21.2242,665,609,1,1
121,20.1630,639,609,1,0
122,19.1549,645,609,1,1
123,18.1971,642,609,1,0
124,17.2873,658,609,1,1
125,16.4229,676,609,1,1
126,15.6018,667,609,1,0
127,14.8217,663,609,1,0
128,14.0806,728,609,1,1
129,13.3766,692,609,1,0
130,12.7077,731,609,1,1
131,12.0723,744,609,1,1
132,11.4687,792,609,1,1
133,10.8953,744,609,1,0
134,10.3505,735,609,1,0
135,9.8330,690,609,1,0
136,9.3413,707,609,1,1
137,8.8743,671,609,1,0
138,8.4306,736,609,1,1
139,8.0090,700,609,1,0
140,7.6086,708,609,1,1
141,7.2282,666,609,1,0
142,6.8667,660,609,1,0
143,6.5234,709,609,1,1
144,6.1972,694,609,1,0
145,5.8874,762,609,1,1
146,5.5930,687,609,1,0
147,5.3134,697,609,1,1
148,5.0477,680,609,1,0
149,4.7953,657,609,1,0
150,4.5555,690,609,1,1
151,4.3278,699,609,1,1
152,4.1114,754,609,1,1
153,3.9058,731,609,1,0
154,3.7105,684,609,1,0
155,3.5250,702,609,1,1
156,3.3487,717,609,1,1
157,3.1813,720,609,1,1
158,3.0222,707,609,1,0
159,2.8711,695,609,1,0
160,2.7276,678,609,1,0
161,2.5912,778,609,1,1
162,2.4616,919,609,1,1
163,2.3386,736,609,1,0
164,2.2216,731,609,1,0
165,2.1105,718,609,1,0
166,2.0050,789,609,1,1
167,1.9048,785,609,1,0
168,1.8095,762,609,1,0
169,1.7190,788,609,1,1
170,1.6331,751,609,1,0
171,1.5514,806,609,1,1
172,1.4739,769,609,1,0
173,1.4002,761,609,1,0
174,1.3302,751,609,1,0
175,1.2637,790,609,1,1
176,1.2005,726,609,1,0
177,1.1405,768,609,1,1
178,1.0834,711,609,1,0
179,1.0293,717,609,1,1
180,0.9778,701,609,1,0
181,0.9289,711,609,1,1
182,0.8825,749,609,1,1
183,0.8383,832,609,1,1
184,0.7964,785,609,1,0
185,0.7566,780,609,1,0
