iteration,makespan
1,17924
2,17905
3,17839
4,17745
5,17703
6,17700
7,17632
8,17596
9,17578
10,17517
11,17433
12,17402
13,17343
14,17260
15,17193
16,17149
17,17097
18,17007
19,16921
20,16896
21,16811
22,16784
23,16697
24,16633
25,16536
26,16504
27,16412
28,16403
29,16321
30,16316
31,16279
32,16269
33,16243
34,16180
35,16105
36,16098
37,16064
38,16057
39,16056
40,15968
41,15917
42,15916
43,15851
44,15836
45,15804
46,15778
47,15771
48,15695
49,15690
50,15682
51,15643
52,15573
53,15542
54,15538
55,15518
56,15482
57,15431
58,15343
59,15322
60,15250
61,15170
62,15095
63,15011
64,14991
65,14913
66,14845
67,14790
68,14743
69,14686
70,14586
71,14562
72,14477
73,14459
74,14372
75,14363
76,14358
77,14336
78,14289
79,14251
80,14167
81,14141
82,14057
83,14006
84,13911
85,13858
86,13825
87,13809
88,13729
89,13720
90,13673
91,13636
92,13576
93,13479
94,13414
95,13400
96,13320
97,13260
98,13205
99,13181
100,13108
101,13077
102,12992
103,12968
104,12954
105,12940
106,12929
107,12913
108,12874
109,12852
110,12797
111,12715
112,12683
113,12652
114,12634
115,12606
116,12584
117,12559
118,12489
119,12397
120,12300
121,12202
122,12129
123,12082
124,12016
125,11963
126,11955
127,11950
128,11862
129,11837
130,11798
131,11701
132,11636
133,11616
134,11602
135,11555
136,11479
137,11389
138,11327
139,11321
140,11282
141,11258
142,11194
143,11141
144,11083
145,10989
146,10931
147,10900
148,10823
149,10802
150,10782
151,10731
152,10650
153,10582
154,10494
155,10433
156,10419
157,10388
158,10321
159,10229
160,10168
161,10100
162,10016
163,9997
164,9953
165,9928
166,9894
167,9875
168,9775
169,9737
170,9647
171,9612
172,9545
173,9474
174,9431
175,9356
176,9338
177,9300
178,9288
179,9214
180,9126
181,9026
182,8965
183,8901
184,8801
185,8713
186,8639
187,8627
188,8589
189,8571
190,8496
191,8453
192,8382
193,8315
194,8280
195,8190
196,8152
197,8052
198,8033
199,7999
200,7974
201,7930
202,7911
203,7827
204,7759
205,7698
206,7606
207,7539
208,7508
209,7494
210,7433
211,7345
212,7277
213,7196
214,7145
215,7125
216,7104
217,7027
218,6996
219,6938
220,6844
221,6786
222,6733
223,6669
224,6645
225,6606
226,6600
227,6538
228,6448
229,6372
230,6325
231,6311
232,6291
233,6226
234,6129
235,6090
236,6065
237,5977
238,5972
239,5964
240,5911
241,5845
242,5798
243,5725
244,5627
245,5530
246,5438
247,5368
248,5343
249,5321
250,5293
251,5275
252,5244
253,5212
254,5130
255,5075
256,5053
257,5014
258,4998
259,4987
260,4973
261,4959
262,4935
263,4850
264,4819
265,4746
266,4722
267,4667
268,4607
269,4527
270,4513
271,4513
