iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,331,331,1,0
2,8100.0000,402,331,1,1
3,7290.0000,279,279,1,0
4,6561.0000,308,279,1,1
5,5904.8999,379,279,1,1
6,5314.4097,380,279,1,1
7,4782.9688,354,279,1,0
8,4304.6719,351,279,1,0
9,3874.2046,334,279,1,0
10,3486.7839,354,279,1,1
11,3138.1055,372,279,1,1
12,2824.2949,368,279,1,0
13,2541.8655,364,279,1,0
14,2287.6790,422,279,1,1
15,2058.9109,276,276,1,0
16,1853.0198,348,276,1,1
17,1667.7178,291,276,1,0
18,1500.9459,345,276,1,1
19,1350.8513,424,276,1,1
20,1215.7661,285,276,1,0
21,1094.1895,303,276,1,1
22,984.7705,269,269,1,0
23,886.2935,300,269,1,1
24,797.6641,259,259,1,0
25,717.8976,322,259,1,1
26,646.1078,361,259,1,1
27,581.4971,333,259,1,0
28,523.3474,429,259,1,1
29,471.0126,412,259,1,0
30,423.9113,448,259,1,1
31,381.5202,407,259,1,0
32,343.3682,317,259,1,0
33,309.0313,288,259,1,0
34,278.1282,323,259,1,1
35,250.3154,281,259,1,0
36,225.2838,286,259,1,1
37,202.7554,304,259,1,1
38,182.4799,310,259,1,1
39,164.2319,215,215,1,0
40,147.8087,203,203,1,0
41,133.0278,199,199,1,0
42,119.7251,220,199,1,1
43,107.7525,237,199,1,1
44,96.9773,220,199,1,0
45,87.2796,285,199,1,1
46,78.5516,286,199,1,1
47,70.6964,306,199,1,1
48,63.6268,268,199,1,0
49,57.2641,283,199,1,1
50,51.5377,250,199,1,0
51,46.3839,226,199,1,0
52,41.7455,206,199,1,0
53,37.5710,269,199,1,1
54,33.8139,243,199,1,0
55,30.4325,230,199,1,0
56,27.3892,360,199,1,1
57,24.6503,273,199,1,0
58,22.1853,255,199,1,0
59,19.9668,283,199,1,1
60,17.9701,348,199,1,1
61,16.1731,269,199,1,0
62,14.5558,267,199,1,0
63,13.1002,282,199,1,1
64,11.7902,280,199,1,0
65,10.6112,267,199,1,0
66,9.5500,196,196,1,0
67,8.5950,180,180,1,0
68,7.7355,180,180,1,0
69,6.9620,179,179,1,0
70,6.2658,172,172,1,0
71,5.6392,195,172,1,1
72,5.0753,243,172,1,1
73,4.5678,250,172,1,1
74,4.1110,188,172,1,0
75,3.6999,172,172,1,0
76,3.3299,262,172,1,1
77,2.9969,245,172,1,0
78,2.6972,200,172,1,0
79,2.4275,252,172,1,1
80,2.1847,260,172,1,1
81,1.9663,260,172,1,0
82,1.7696,263,172,1,1
83,1.5927,311,172,1,1
84,1.4334,239,172,1,0
85,1.2901,233,172,1,0
86,1.1611,259,172,1,1
87,1.0450,257,172,1,0
88,0.9405,268,172,1,1
89,0.8464,324,172,1,1
90,0.7618,275,172,1,0
91,0.6856,305,172,1,1
92,0.6170,314,172,1,1
93,0.5553,313,172,1,0
94,0.4998,277,172,1,0
95,0.4498,267,172,1,0
96,0.4048,305,172,1,1
97,0.3644,265,172,1,0
98,0.3279,239,172,1,0
99,0.2951,342,172,1,1
100,0.2656,289,172,1,0
101,0.2391,369,172,1,1
102,0.2151,407,172,1,1
103,0.1936,460,172,1,1
104,0.1743,415,172,1,0
105,0.1568,396,172,1,0
106,0.1412,423,172,1,1
107,0.1270,281,172,1,0
108,0.1143,271,172,1,0
109,0.1029,376,172,1,1
110,0.0926,319,172,1,0
