temperatura,makespan
10000.00000,1685
8000.00000,327
6400.00000,301
5120.00000,325
4096.00000,409
3276.80005,264
2621.44019,261
2097.15210,262
1677.72168,323
1342.17737,323
1073.74194,326
858.99359,443
687.19489,317
549.75592,286
439.80475,275
351.84381,318
281.47507,318
225.18005,329
180.14404,370
144.11523,422
115.29219,428
92.23376,341
73.78701,361
59.02961,332
47.22369,318
37.77895,414
30.22316,284
24.17853,308
19.34282,308
15.47426,277
12.37941,269
9.90353,260
7.92282,260
6.33826,251
5.07061,251
4.05649,239
3.24519,230
2.59615,230
2.07692,230
1.66154,230
1.32923,230
1.06338,230
0.85071,230
0.68057,219
0.54445,215
0.43556,215
0.34845,215
0.27876,215
0.22301,215
0.17841,215
0.14272,215
0.11418,215
