iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,1602,1602,1,0
2,7225.0000,1571,1571,1,0
3,6141.2500,1598,1571,1,1
4,5220.0625,1519,1519,1,0
5,4437.0532,1426,1426,1,0
6,3771.4954,1421,1421,1,0
7,3205.7712,1475,1421,1,1
8,2724.9055,1476,1421,1,1
9,2316.1697,1445,1421,1,0
10,1968.7443,1483,1421,1,1
11,1673.4326,1566,1421,1,1
12,1422.4177,1452,1421,1,0
13,1209.0551,1450,1421,1,0
14,1027.6968,1384,1384,1,0
15,873.5423,1494,1384,1,1
16,742.5110,1479,1384,1,0
17,631.1343,1302,1302,1,0
18,536.4642,1311,1302,1,1
19,455.9946,1296,1296,1,0
20,387.5954,1296,1296,1,0
21,329.4561,1305,1296,1,1
22,280.0377,1283,1283,1,0
23,238.0320,1279,1279,1,0
24,202.3272,1265,1265,1,0
25,171.9782,1213,1213,1,0
26,146.1814,1212,1212,1,0
27,124.2542,1274,1212,1,1
28,105.6161,1282,1212,1,1
29,89.7737,1255,1212,1,0
30,76.3076,1237,1212,1,0
31,64.8615,1226,1212,1,0
32,55.1323,1313,1212,1,1
33,46.8624,1209,1209,1,0
34,39.8331,1205,1205,1,0
35,33.8581,1217,1205,1,1
36,28.7794,1190,1190,1,0
37,24.4625,1155,1155,1,0
38,20.7931,1171,1155,1,1
39,17.6741,1149,1149,1,0
40,15.0230,1144,1144,1,0
41,12.7696,1141,1141,1,0
42,10.8541,1204,1141,1,1
43,9.2260,1194,1141,1,0
44,7.8421,1185,1141,1,0
45,6.6658,1193,1141,1,1
46,5.6659,1181,1141,1,0
47,4.8160,1246,1141,1,1
48,4.0936,1186,1141,1,0
49,3.4796,1210,1141,1,1
50,2.9576,1213,1141,1,1
51,2.5140,1183,1141,1,0
52,2.1369,1215,1141,1,1
53,1.8164,1165,1141,1,0
54,1.5439,1127,1127,1,0
55,1.3123,1214,1127,1,1
56,1.1155,1139,1127,1,0
57,0.9482,1210,1127,1,1
58,0.8059,1165,1127,1,0
59,0.6850,1127,1127,1,0
60,0.5823,1121,1121,1,0
61,0.4949,1144,1121,1,1
62,0.4207,1183,1121,1,1
63,0.3576,1205,1121,1,1
64,0.3040,1177,1121,1,0
65,0.2584,1172,1121,1,0
66,0.2196,1145,1121,1,0
67,0.1867,1110,1110,1,0
68,0.1587,1109,1109,1,0
69,0.1349,1097,1097,1,0
70,0.1146,1174,1097,1,1
71,0.0974,1138,1097,1,0
