temperatura,makespan
10000.00000,4756
8500.00000,484
7225.00000,541
6141.25000,521
5220.06250,537
4437.05322,502
3771.49536,545
3205.77124,537
2724.90552,524
2316.16968,545
1968.74426,664
1673.43262,533
1422.41772,591
1209.05505,579
1027.69678,618
873.54230,661
742.51099,612
631.13434,459
536.46417,419
455.99457,413
387.59540,413
329.45609,429
280.03769,455
238.03204,504
202.32724,489
171.97816,459
146.18144,409
124.25423,385
105.61610,429
89.77368,384
76.30763,389
64.86149,389
55.13227,377
46.86243,399
39.83307,399
33.85810,399
28.77939,399
24.46248,398
20.79311,398
17.67414,463
15.02302,359
12.76957,359
10.85414,359
9.22602,359
7.84211,376
6.66580,352
5.66593,352
4.81604,352
4.09363,341
3.47959,341
2.95765,341
2.51400,341
2.13690,336
1.81637,336
1.54391,336
1.31233,336
1.11548,336
0.94815,336
0.80593,306
0.68504,306
0.58229,306
0.49494,306
0.42070,306
0.35760,306
0.30396,303
0.25836,303
0.21961,303
0.18667,303
0.15867,301
0.13487,301
0.11464,301
