iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9000.0000,861,861,1,0
2,8100.0000,837,837,1,0
3,7290.0000,849,837,1,1
4,6561.0000,732,732,1,0
5,5904.8999,770,732,1,1
6,5314.4097,789,732,1,1
7,4782.9688,833,732,1,1
8,4304.6719,742,732,1,0
9,3874.2046,751,732,1,1
10,3486.7839,835,732,1,1
11,3138.1055,781,732,1,0
12,2824.2949,659,659,1,0
13,2541.8655,690,659,1,1
14,2287.6790,619,619,1,0
15,2058.9109,640,619,1,1
16,1853.0198,689,619,1,1
17,1667.7178,674,619,1,0
18,1500.9459,662,619,1,0
19,1350.8513,737,619,1,1
20,1215.7661,715,619,1,0
21,1094.1895,731,619,1,1
22,984.7705,649,619,1,0
23,886.2935,645,619,1,0
24,797.6641,635,619,1,0
25,717.8976,632,619,1,0
26,646.1078,648,619,1,1
27,581.4971,597,597,1,0
28,523.3474,624,597,1,1
29,471.0126,592,592,1,0
30,423.9113,624,592,1,1
31,381.5202,619,592,1,0
32,343.3682,637,592,1,1
33,309.0313,640,592,1,1
34,278.1282,637,592,1,0
35,250.3154,592,592,1,0
36,225.2838,619,592,1,1
37,202.7554,657,592,1,1
38,182.4799,629,592,1,0
39,164.2319,619,592,1,0
40,147.8087,619,592,1,0
41,133.0278,653,592,1,1
42,119.7251,616,592,1,0
43,107.7525,629,592,1,1
44,96.9773,611,592,1,0
45,87.2796,597,592,1,0
46,78.5516,640,592,1,1
47,70.6964,597,592,1,0
48,63.6268,619,592,1,1
49,57.2641,640,592,1,1
50,51.5377,619,592,1,0
51,46.3839,640,592,1,1
52,41.7455,596,592,1,0
53,37.5710,629,592,1,1
54,33.8139,584,584,1,0
55,30.4325,619,584,1,1
56,27.3892,624,584,1,1
57,24.6503,584,584,1,0
58,22.1853,604,584,1,1
59,19.9668,597,584,1,0
60,17.9701,640,584,1,1
61,16.1731,637,584,1,0
62,14.5558,619,584,1,0
63,13.1002,619,584,1,0
64,11.7902,619,584,1,0
65,10.6112,597,584,1,0
66,9.5500,653,584,1,1
67,8.5950,624,584,1,0
68,7.7355,637,584,1,1
69,6.9620,619,584,1,0
70,6.2658,665,584,1,1
71,5.6392,611,584,1,0
72,5.0753,670,584,1,1
73,4.5678,632,584,1,0
74,4.1110,624,584,1,0
75,3.6999,611,584,1,0
76,3.3299,657,584,1,1
77,2.9969,629,584,1,0
78,2.6972,597,584,1,0
79,2.4275,619,584,1,1
80,2.1847,597,584,1,0
81,1.9663,584,584,1,0
82,1.7696,619,584,1,1
83,1.5927,619,584,1,0
84,1.4334,584,584,1,0
85,1.2901,604,584,1,1
86,1.1611,584,584,1,0
87,1.0450,640,584,1,1
88,0.9405,624,584,1,0
89,0.8464,653,584,1,1
90,0.7618,584,584,1,0
91,0.6856,653,584,1,1
92,0.6170,665,584,1,1
93,0.5553,640,584,1,0
94,0.4998,653,584,1,1
95,0.4498,624,584,1,0
96,0.4048,692,584,1,1
97,0.3644,645,584,1,0
98,0.3279,630,584,1,0
99,0.2951,616,584,1,0
100,0.2656,632,584,1,1
101,0.2391,611,584,1,0
102,0.2151,596,584,1,0
103,0.1936,632,584,1,1
104,0.1743,589,584,1,0
105,0.1568,632,584,1,1
106,0.1412,584,584,1,0
107,0.1270,637,584,1,1
108,0.1143,619,584,1,0
109,0.1029,640,584,1,1
110,0.0926,624,584,1,0
