temperatura,makespan
10000.00000,18042
8000.00000,805
6400.00000,709
5120.00000,761
4096.00000,764
3276.80005,755
2621.44019,674
2097.15210,716
1677.72168,651
1342.17737,647
1073.74194,705
858.99359,745
687.19489,748
549.75592,680
439.80475,764
351.84381,715
281.47507,674
225.18005,743
180.14404,808
144.11523,754
115.29219,730
92.23376,713
73.78701,790
59.02961,743
47.22369,805
37.77895,777
30.22316,734
24.17853,781
19.34282,753
15.47426,836
12.37941,842
9.90353,789
7.92282,731
6.33826,713
5.07061,761
4.05649,704
3.24519,689
2.59615,805
2.07692,700
1.66154,645
1.32923,696
1.06338,724
0.85071,797
0.68057,767
0.54445,743
0.43556,747
0.34845,724
0.27876,722
0.22301,709
0.17841,813
0.14272,780
0.11418,766
