temperatura,makespan
10000.00000,18307
8500.00000,697
7225.00000,729
6141.25000,761
5220.06250,712
4437.05322,747
3771.49536,629
3205.77124,599
2724.90552,673
2316.16968,600
1968.74426,587
1673.43262,586
1422.41772,610
1209.05505,602
1027.69678,581
873.54230,584
742.51099,628
631.13434,587
536.46417,587
455.99457,571
387.59540,600
329.45609,564
280.03769,558
238.03204,555
202.32724,594
171.97816,572
146.18144,596
124.25423,569
105.61610,557
89.77368,570
76.30763,636
64.86149,570
55.13227,552
46.86243,576
39.83307,544
33.85810,584
28.77939,589
24.46248,529
20.79311,527
17.67414,525
15.02302,525
12.76957,525
10.85414,539
9.22602,518
7.84211,517
6.66580,517
5.66593,522
4.81604,522
4.09363,522
3.47959,522
2.95765,513
2.51400,513
2.13690,494
1.81637,490
1.54391,487
1.31233,485
1.11548,485
0.94815,485
0.80593,482
0.68504,482
0.58229,482
0.49494,482
0.42070,482
0.35760,482
0.30396,482
0.25836,482
0.21961,482
0.18667,482
0.15867,482
0.13487,482
0.11464,482
