temperatura,makespan
10000.00000,21185
8500.00000,1722
7225.00000,1606
6141.25000,1545
5220.06250,1562
4437.05322,1495
3771.49536,1458
3205.77124,1416
2724.90552,1468
2316.16968,1464
1968.74426,1438
1673.43262,1378
1422.41772,1403
1209.05505,1379
1027.69678,1392
873.54230,1490
742.51099,1360
631.13434,1331
536.46417,1268
455.99457,1264
387.59540,1330
329.45609,1252
280.03769,1207
238.03204,1205
202.32724,1192
171.97816,1190
146.18144,1190
124.25423,1282
105.61610,1265
89.77368,1266
76.30763,1208
64.86149,1181
55.13227,1162
46.86243,1162
39.83307,1155
33.85810,1155
28.77939,1210
24.46248,1171
20.79311,1169
17.67414,1160
15.02302,1182
12.76957,1182
10.85414,1155
9.22602,1157
7.84211,1157
6.66580,1157
5.66593,1157
4.81604,1156
4.09363,1147
3.47959,1134
2.95765,1133
2.51400,1122
2.13690,1122
1.81637,1120
1.54391,1120
1.31233,1115
1.11548,1115
0.94815,1113
0.80593,1113
0.68504,1113
0.58229,1108
0.49494,1108
0.42070,1108
0.35760,1108
0.30396,1108
0.25836,1108
0.21961,1108
0.18667,1108
0.15867,1108
0.13487,1108
0.11464,1108
