temperatura,makespan
10000.00000,5197
8500.00000,892
7225.00000,739
6141.25000,681
5220.06250,679
4437.05322,701
3771.49536,761
3205.77124,691
2724.90552,633
2316.16968,699
1968.74426,609
1673.43262,590
1422.41772,603
1209.05505,667
1027.69678,603
873.54230,594
742.51099,639
631.13434,603
536.46417,647
455.99457,559
387.59540,575
329.45609,559
280.03769,563
238.03204,559
202.32724,572
171.97816,559
146.18144,570
124.25423,603
105.61610,564
89.77368,557
76.30763,567
64.86149,555
55.13227,572
46.86243,533
39.83307,559
33.85810,559
28.77939,570
24.46248,575
20.79311,578
17.67414,559
15.02302,555
12.76957,563
10.85414,565
9.22602,555
7.84211,541
6.66580,533
5.66593,533
4.81604,533
4.09363,533
3.47959,533
2.95765,533
2.51400,533
2.13690,533
1.81637,533
1.54391,533
1.31233,533
1.11548,533
0.94815,533
0.80593,533
0.68504,533
0.58229,533
0.49494,533
0.42070,533
0.35760,533
0.30396,533
0.25836,533
0.21961,533
0.18667,533
0.15867,533
0.13487,533
0.11464,533
