temperatura,makespan
10000.00000,128057
9900.00000,3539
9801.00000,3536
9702.99023,3588
9605.95996,3540
9509.90039,3488
9414.80176,3512
9320.65430,3427
9227.44824,3348
9135.17383,3381
9043.82227,3333
8953.38379,3341
8863.84961,3207
8775.21094,3202
8687.45898,3260
8600.58496,3164
8514.57910,3320
8429.43359,3297
8345.13965,3222
8261.68848,3160
8179.07178,3116
8097.28125,3138
8016.30859,3135
7936.14551,3083
7856.78418,2988
7778.21631,3035
7700.43408,3013
7623.42969,2976
7547.19531,2974
7471.72363,3022
7397.00635,2965
7323.03613,2908
7249.80566,2930
7177.30762,2870
7105.53467,2930
7034.47949,2891
6964.13477,2857
6894.49365,2851
6825.54883,2820
6757.29346,2885
6689.72070,2872
6622.82373,2897
6556.59570,2897
6491.02979,2874
6426.11963,2841
6361.85840,2839
6298.23975,2833
6235.25732,2828
6172.90479,2810
6111.17578,2881
6050.06396,2849
5989.56348,2830
5929.66797,2835
5870.37158,2890
5811.66797,2861
5753.55127,2812
5696.01562,2808
5639.05566,2773
5582.66504,2792
5526.83838,2772
5471.56982,2777
5416.85400,2768
5362.68555,2790
5309.05859,2764
5255.96826,2815
5203.40869,2770
5151.37451,2764
5099.86084,2785
5048.86230,2760
4998.37354,2742
4948.38965,2758
4898.90576,2775
4849.91699,2812
4801.41797,2761
4753.40381,2762
4705.86963,2733
4658.81104,2792
4612.22314,2762
4566.10107,2794
4520.43994,2784
4475.23535,2724
4430.48291,2720
4386.17822,2785
4342.31641,2712
4298.89307,2712
4255.90430,2711
4213.34521,2788
4171.21191,2799
4129.50000,2779
4088.20508,2772
4047.32300,2741
4006.84985,2798
3966.78149,2774
3927.11377,2792
3887.84277,2801
3848.96436,2737
3810.47485,2736
3772.37012,2720
3734.64648,2719
3697.30005,2718
3660.32715,2709
3623.72388,2729
3587.48657,2749
3551.61182,2726
3516.09570,2727
3480.93481,2729
3446.12549,2704
3411.66431,2703
3377.54761,2760
3343.77222,2701
3310.33447,2720
3277.23120,2721
3244.45898,2713
3212.01440,2696
3179.89429,2777
3148.09546,2734
3116.61450,2750
3085.44849,2754
3054.59399,2736
3024.04810,2719
2993.80762,2716
2963.86963,2779
2934.23096,2770
2904.88867,2762
2875.83984,2739
2847.08154,2735
2818.61084,2726
2790.42480,2724
2762.52051,2719
2734.89526,2743
2707.54639,2729
2680.47095,2816
2653.66626,2734
2627.12964,2761
2600.85840,2729
2574.84985,2741
2549.10132,2735
2523.61035,2775
2498.37427,2826
2473.39062,2727
2448.65674,2727
2424.17017,2721
2399.92847,2705
2375.92920,2689
2352.16992,2685
2328.64819,2683
2305.36182,2681
2282.30811,2743
2259.48511,2692
2236.89038,2696
2214.52148,2679
2192.37622,2750
2170.45239,2740
2148.74780,2747
2127.26025,2730
2105.98779,2732
2084.92798,2754
2064.07861,2724
2043.43787,2714
2023.00354,2765
2002.77356,2756
1982.74585,2716
1962.91846,2775
1943.28931,2780
1923.85645,2751
1904.61792,2779
1885.57178,2756
1866.71606,2808
1848.04895,2749
1829.56848,2737
1811.27283,2737
1793.16016,2715
1775.22852,2690
1757.47620,2733
1739.90149,2720
1722.50244,2713
1705.27747,2703
1688.22473,2688
1671.34253,2688
1654.62915,2724
1638.08289,2726
1621.70203,2685
1605.48499,2684
1589.43018,2675
1573.53589,2681
1557.80054,2741
1542.22253,2671
1526.80029,2715
1511.53235,2669
1496.41699,2665
1481.45288,2661
1466.63831,2661
1451.97192,2671
1437.45227,2720
1423.07776,2740
1408.84705,2683
1394.75854,2667
1380.81091,2663
1367.00281,2659
1353.33276,2715
1339.79944,2692
1326.40149,2711
1313.13745,2659
1300.00610,2659
1287.00610,2657
1274.13611,2719
1261.39478,2709
1248.78088,2715
1236.29309,2709
1223.93018,2706
1211.69092,2662
1199.57397,2739
1187.57825,2727
1175.70251,2717
1163.94556,2733
1152.30615,2711
1140.78308,2679
1129.37524,2746
1118.08154,2726
1106.90076,2734
1095.83179,2676
1084.87354,2678
1074.02478,2673
1063.28455,2669
1052.65173,2688
1042.12524,2707
1031.70398,2668
1021.38696,2663
1011.17310,2673
1001.06140,2741
991.05078,2711
981.14026,2729
971.32886,2708
961.61560,2780
951.99945,2690
942.47949,2721
933.05469,2686
923.72412,2675
914.48688,2672
905.34204,2759
896.28864,2712
887.32574,2756
878.45251,2740
869.66797,2704
860.97131,2680
852.36163,2771
843.83801,2744
835.39966,2703
827.04565,2697
818.77521,2678
810.58746,2664
802.48157,2670
794.45679,2687
786.51221,2684
778.64709,2678
770.86066,2679
763.15204,2659
755.52051,2727
747.96533,2690
740.48566,2665
733.08081,2712
725.75000,2657
718.49249,2654
711.30756,2654
704.19446,2720
697.15253,2704
690.18103,2687
683.27924,2685
676.44647,2726
669.68201,2674
662.98517,2666
656.35535,2686
649.79181,2686
643.29388,2678
636.86096,2670
630.49237,2698
624.18744,2689
617.94556,2682
611.76611,2680
605.64844,2669
599.59198,2688
593.59607,2656
587.66010,2671
581.78351,2735
575.96570,2707
570.20605,2684
564.50403,2671
558.85901,2672
553.27045,2665
547.73773,2655
542.26038,2717
536.83777,2701
531.46942,2673
526.15472,2651
520.89319,2651
515.68427,2649
510.52744,2698
505.42218,2644
500.36795,2644
495.36429,2644
490.41064,2670
485.50653,2641
480.65146,2638
475.84494,2637
471.08649,2664
466.37564,2637
461.71188,2691
457.09476,2668
452.52380,2658
447.99857,2690
443.51859,2704
439.08340,2684
434.69257,2665
430.34564,2657
426.04218,2686
421.78177,2678
417.56396,2686
413.38834,2677
409.25446,2671
405.16193,2659
401.11032,2648
397.09921,2658
393.12823,2635
389.19696,2632
385.30499,2661
381.45193,2647
377.63742,2670
373.86105,2672
370.12244,2667
366.42120,2695
362.75699,2693
359.12943,2696
355.53815,2703
351.98276,2685
348.46292,2688
344.97830,2691
341.52853,2693
338.11325,2719
334.73212,2677
331.38480,2700
328.07095,2732
324.79025,2730
321.54236,2682
318.32693,2673
315.14368,2689
311.99225,2662
308.87231,2683
305.78360,2661
302.72577,2671
299.69852,2655
296.70154,2684
293.73453,2668
290.79718,2669
287.88922,2644
285.01035,2647
282.16025,2643
279.33865,2642
276.54526,2690
273.77982,2686
271.04202,2655
268.33160,2672
265.64828,2723
262.99179,2718
260.36188,2679
257.75827,2736
255.18069,2755
252.62889,2735
250.10260,2689
247.60158,2682
245.12556,2701
242.67432,2719
240.24757,2679
237.84511,2675
235.46666,2670
233.11200,2641
230.78088,2640
228.47308,2639
226.18835,2638
223.92647,2637
221.68721,2634
219.47034,2652
217.27563,2710
215.10287,2727
212.95184,2704
210.82233,2687
208.71411,2686
206.62697,2743
204.56070,2682
202.51509,2674
200.48994,2673
198.48505,2664
196.50020,2670
194.53520,2674
192.58986,2644
190.66396,2677
188.75732,2639
186.86975,2707
185.00105,2723
183.15105,2754
181.31953,2716
179.50635,2671
177.71129,2680
175.93417,2661
174.17484,2649
172.43309,2657
170.70876,2681
169.00166,2655
167.31165,2718
165.63853,2655
163.98215,2661
162.34233,2688
160.71890,2700
159.11171,2652
157.52060,2688
155.94539,2649
154.38594,2638
152.84209,2706
151.31367,2638
149.80054,2668
148.30254,2629
146.81952,2624
145.35132,2667
143.89781,2697
142.45883,2640
141.03424,2642
139.62390,2648
138.22766,2624
136.84538,2647
135.47693,2696
134.12216,2623
132.78094,2623
131.45314,2622
130.13861,2638
128.83722,2619
127.54885,2647
126.27336,2651
125.01063,2643
123.76052,2647
122.52292,2680
121.29769,2662
120.08472,2691
118.88387,2681
117.69504,2662
116.51809,2640
115.35291,2678
114.19939,2677
113.05740,2662
111.92683,2645
110.80756,2641
109.69948,2637
108.60249,2681
107.51646,2665
106.44130,2661
105.37688,2670
104.32312,2658
103.27989,2652
102.24709,2632
101.22462,2685
100.21238,2631
99.21026,2628
98.21815,2626
97.23598,2625
96.26362,2649
95.30098,2667
94.34797,2699
93.40449,2692
92.47044,2692
91.54574,2715
90.63028,2695
89.72398,2678
88.82674,2765
87.93847,2663
87.05908,2661
86.18849,2669
85.32661,2659
84.47334,2701
83.62861,2702
82.79232,2655
81.96440,2652
81.14476,2696
80.33331,2677
79.52998,2705
78.73469,2708
77.94734,2701
77.16787,2647
76.39619,2669
75.63223,2645
74.87591,2673
74.12715,2693
73.38588,2669
72.65202,2645
71.92551,2651
71.20625,2654
70.49419,2693
69.78925,2667
69.09136,2675
68.40045,2722
67.71645,2647
67.03928,2644
66.36889,2640
65.70520,2634
65.04815,2634
64.39767,2637
63.75369,2633
63.11616,2659
62.48500,2663
61.86015,2681
61.24154,2647
60.62913,2632
60.02284,2632
59.42261,2630
58.82838,2660
58.24010,2697
57.65770,2691
57.08112,2679
56.51031,2696
55.94521,2678
55.38576,2667
54.83190,2660
54.28358,2660
53.74075,2656
53.20334,2671
52.67131,2648
52.14460,2697
51.62315,2689
51.10692,2709
50.59585,2704
50.08989,2692
49.58899,2731
49.09310,2679
48.60217,2661
48.11615,2715
47.63499,2686
47.15864,2679
46.68706,2662
46.22019,2661
45.75799,2658
45.30041,2675
44.84740,2711
44.39893,2670
43.95494,2730
43.51539,2704
43.08024,2658
42.64944,2657
42.22294,2652
41.80071,2647
41.38271,2720
40.96888,2696
40.55919,2664
40.15360,2640
39.75207,2704
39.35455,2691
38.96100,2662
38.57139,2646
38.18568,2696
37.80383,2684
37.42579,2700
37.05153,2720
36.68102,2672
36.31421,2715
35.95107,2690
35.59156,2672
35.23565,2669
34.88329,2682
34.53446,2677
34.18911,2665
33.84722,2661
33.50875,2658
33.17366,2658
32.84193,2654
32.51351,2650
32.18837,2652
31.86649,2650
31.54782,2682
31.23235,2676
30.92002,2660
30.61082,2649
30.30472,2663
30.00167,2707
29.70165,2701
29.40464,2663
29.11059,2654
28.81948,2649
28.53129,2687
28.24598,2649
27.96352,2645
27.68388,2692
27.40705,2648
27.13297,2650
26.86164,2648
26.59303,2645
26.32710,2641
26.06383,2653
25.80319,2680
25.54516,2713
25.28971,2657
25.03681,2672
24.78644,2649
24.53858,2656
24.29319,2712
24.05026,2640
23.80976,2639
23.57166,2631
23.33594,2629
23.10258,2691
22.87156,2663
22.64284,2662
22.41641,2700
22.19225,2659
21.97033,2669
21.75063,2652
21.53312,2680
21.31779,2655
21.10461,2648
20.89356,2681
20.68463,2704
20.47778,2642
20.27301,2669
20.07028,2635
19.86957,2631
19.67088,2657
19.47417,2629
19.27943,2661
19.08663,2676
18.89577,2660
18.70681,2666
18.51974,2663
18.33454,2639
18.15120,2634
17.96969,2634
17.78999,2620
17.61209,2619
17.43597,2622
17.26161,2616
17.08899,2681
16.91810,2668
16.74892,2681
16.58143,2687
16.41562,2665
16.25146,2659
16.08895,2658
15.92806,2698
15.76878,2636
15.61109,2656
15.45498,2629
15.30043,2647
15.14743,2626
14.99595,2686
14.84599,2636
14.69753,2700
14.55056,2657
14.40505,2660
14.26100,2651
14.11839,2645
13.97721,2659
13.83744,2660
13.69906,2650
13.56207,2660
13.42645,2711
13.29219,2666
13.15927,2648
13.02767,2643
12.89740,2666
12.76842,2649
12.64074,2648
12.51433,2687
12.38919,2694
12.26530,2715
12.14264,2698
12.02122,2719
11.90100,2692
11.78199,2664
11.66418,2742
11.54753,2702
11.43206,2745
11.31774,2718
11.20456,2667
11.09251,2699
10.98159,2663
10.87177,2730
10.76306,2675
10.65543,2671
10.54887,2662
10.44338,2657
10.33895,2666
10.23556,2711
10.13320,2661
10.03187,2708
9.93155,2683
9.83224,2653
9.73391,2649
9.63658,2665
9.54021,2722
9.44481,2711
9.35036,2661
9.25686,2658
9.16429,2677
9.07265,2658
8.98192,2657
8.89210,2649
8.80318,2647
8.71515,2677
8.62800,2646
8.54172,2644
8.45630,2639
8.37174,2722
8.28802,2729
8.20514,2687
8.12309,2689
8.04186,2672
7.96144,2640
7.88182,2638
7.80301,2652
7.72498,2710
7.64773,2668
7.57125,2643
7.49554,2648
7.42058,2638
7.34638,2655
7.27291,2659
7.20018,2656
7.12818,2638
7.05690,2637
6.98633,2651
6.91647,2718
6.84730,2683
6.77883,2673
6.71104,2706
6.64393,2695
6.57749,2735
6.51172,2663
6.44660,2660
6.38213,2709
6.31831,2784
6.25513,2684
6.19258,2661
6.13065,2649
6.06935,2690
6.00865,2649
5.94857,2686
5.88908,2669
5.83019,2698
5.77189,2682
5.71417,2659
5.65703,2674
5.60046,2652
5.54445,2659
5.48901,2651
5.43412,2648
5.37978,2639
5.32598,2635
5.27272,2633
5.21999,2631
5.16779,2698
5.11611,2680
5.06495,2701
5.01430,2709
4.96416,2701
4.91452,2661
4.86537,2661
4.81672,2660
4.76855,2652
4.72087,2649
4.67366,2717
4.62692,2681
4.58065,2658
4.53485,2661
4.48950,2661
4.44460,2712
4.40016,2700
4.35616,2680
4.31259,2656
4.26947,2654
4.22677,2648
4.18451,2693
4.14266,2703
4.10123,2647
4.06022,2658
4.01962,2647
3.97942,2640
3.93963,2702
3.90023,2645
3.86123,2640
3.82262,2714
3.78439,2657
3.74655,2639
3.70908,2644
3.67199,2703
3.63527,2630
3.59892,2624
3.56293,2702
3.52730,2684
3.49203,2649
3.45711,2648
3.42254,2667
3.38831,2696
3.35443,2637
3.32088,2643
3.28768,2625
3.25480,2624
3.22225,2634
3.19003,2622
3.15813,2642
3.12655,2662
3.09528,2642
3.06433,2631
3.03369,2628
3.00335,2641
2.97332,2622
2.94358,2666
2.91415,2673
2.88500,2641
2.85615,2673
2.82759,2695
2.79932,2642
2.77132,2638
2.74361,2648
2.71617,2631
2.68901,2637
2.66212,2642
2.63550,2652
2.60915,2637
2.58306,2686
2.55722,2661
2.53165,2683
2.50634,2670
2.48127,2674
2.45646,2715
2.43190,2661
2.40758,2659
2.38350,2657
2.35967,2641
2.33607,2642
2.31271,2702
2.28958,2633
2.26669,2704
2.24402,2681
2.22158,2677
2.19936,2632
2.17737,2667
2.15560,2624
2.13404,2624
2.11270,2644
2.09157,2707
2.07066,2651
2.04995,2621
2.02945,2627
2.00916,2653
1.98906,2617
1.96917,2617
1.94948,2628
1.92999,2637
1.91069,2670
1.89158,2623
1.87267,2617
1.85394,2615
1.83540,2623
1.81705,2649
1.79887,2642
1.78089,2636
1.76308,2612
1.74545,2652
1.72799,2624
1.71071,2665
1.69361,2624
1.67667,2670
1.65990,2680
1.64330,2661
1.62687,2646
1.61060,2632
1.59450,2624
1.57855,2680
1.56277,2622
1.54714,2670
1.53167,2657
1.51635,2644
1.50119,2704
1.48617,2683
1.47131,2650
1.45660,2641
1.44203,2626
1.42761,2640
1.41334,2646
1.39920,2634
1.38521,2622
1.37136,2699
1.35765,2672
1.34407,2638
1.33063,2673
1.31732,2609
1.30415,2653
1.29111,2635
1.27820,2647
1.26541,2634
1.25276,2646
1.24023,2634
1.22783,2622
1.21555,2660
1.20340,2629
1.19136,2675
1.17945,2609
1.16765,2658
1.15598,2660
1.14442,2658
1.13297,2650
1.12164,2653
1.11043,2650
1.09932,2683
1.08833,2678
1.07745,2621
1.06667,2623
1.05601,2608
1.04545,2607
1.03499,2629
1.02464,2645
1.01440,2620
1.00425,2615
0.99421,2602
0.98427,2634
0.97442,2629
0.96468,2626
0.95503,2632
0.94548,2609
0.93603,2620
0.92667,2602
0.91740,2600
0.90823,2657
0.89914,2653
