iteration,makespan
0,21042
1,21042
2,21042
3,21042
4,21042
5,21042
6,21042
7,21042
8,21042
9,21042
10,21042
11,21042
12,21042
13,21042
14,21042
15,21042
16,21042
17,21042
18,21042
19,21042
20,21042
21,21042
22,21042
23,21042
24,21042
25,21042
26,21042
27,21042
28,21042
29,21042
30,21042
31,21042
32,21042
33,21042
34,21042
35,21042
36,21042
37,21042
38,21042
39,21042
40,21042
41,21042
42,21042
43,21042
44,21042
45,21042
46,21042
47,21042
48,21042
49,21042
50,21042
51,21042
52,21042
53,21042
54,21042
55,21042
56,21042
57,21042
58,21042
59,21042
60,21042
61,21042
62,21042
63,21042
64,21042
65,21042
66,21042
67,21042
68,21042
69,21042
70,21042
71,21042
72,21042
73,21042
74,21042
75,21042
76,21042
77,21042
78,21042
79,21042
80,21042
81,21042
82,21042
83,21042
84,21042
85,21042
86,21042
87,21042
88,21042
89,21042
90,21042
91,21042
92,21042
93,21042
94,21042
95,21042
96,21042
97,21042
98,21042
99,21042
100,21042
101,21042
102,21042
103,21042
104,21042
105,21042
106,21042
107,21042
108,21042
109,21042
110,21042
111,21042
112,21042
113,21042
114,21042
115,21042
116,21042
117,21042
118,21042
119,21042
120,21042
121,21042
122,21042
123,21042
124,21042
125,21042
126,21042
127,21042
128,21042
129,21042
130,21042
131,21042
132,21042
133,21042
134,21042
135,21042
136,21042
137,21042
138,21042
139,21042
140,21042
141,21042
142,21042
143,21042
144,21042
145,21042
146,21042
147,21042
148,21042
149,21042
150,21042
151,21042
152,21042
153,21042
154,21042
155,21042
156,21042
157,21042
158,21042
159,21042
160,21042
161,21042
162,21042
163,21042
164,21042
165,21042
166,21042
167,21042
168,21042
169,21042
170,21042
171,21042
172,21042
173,21042
174,21042
175,21042
176,21042
177,21042
178,21042
179,21042
180,21042
181,21042
182,21042
183,21042
184,21042
185,21042
186,21042
187,21042
188,21042
189,21042
190,21042
191,21042
192,21042
193,21042
194,21042
195,21042
196,21042
197,21042
198,21042
199,21042
200,21042
201,21042
202,21042
203,21042
204,21042
205,21042
206,21042
207,21042
208,21042
209,21042
210,21042
211,21042
212,21042
213,21042
214,21042
215,21042
216,21042
217,21042
218,21042
219,21042
220,21042
221,21042
222,21042
223,21042
224,21042
225,21042
226,21042
227,21042
228,21042
229,21042
230,21042
231,21042
232,21042
233,21042
234,21042
235,21042
236,21042
237,21042
238,21042
239,21042
240,21042
241,21042
242,21042
243,21042
244,21042
245,21042
246,21042
247,21042
248,21042
249,21042
250,21042
251,21042
252,21042
253,21042
254,21042
255,21042
256,21042
257,21042
258,21042
259,21042
260,21042
261,21042
262,21042
263,21042
264,21042
265,21042
266,21042
267,21042
268,21042
269,21042
270,21042
271,21042
272,21042
273,21042
274,21042
275,21042
276,21042
277,21042
278,21042
279,21042
280,21042
281,21042
282,21042
283,21042
284,21042
285,21042
286,21042
287,21042
288,21042
289,21042
290,21042
291,21042
292,21042
293,21042
294,21042
295,21042
296,21042
297,21042
298,21042
299,21042
300,21042
301,21042
302,21042
303,21042
304,21042
305,21042
306,21042
307,21042
