iteration,makespan
0,20321
1,20321
2,20321
3,20321
4,20321
5,20321
6,20321
7,20321
8,20321
9,20321
10,20321
11,20321
12,20321
13,20321
14,20321
15,20321
16,20321
17,20321
18,20321
19,20321
20,20321
21,20321
22,20321
23,20321
24,20321
25,20321
26,20321
27,20321
28,20321
29,20321
30,20321
31,20321
32,20321
33,20321
34,20321
35,20321
36,20321
37,20321
38,20321
39,20321
40,20321
41,20321
42,20321
43,20321
44,20321
45,20321
46,20321
47,20321
48,20321
49,20321
50,20321
51,20321
52,20321
53,20321
54,20321
55,20321
56,20321
57,20321
58,20321
59,20321
60,20321
61,20321
62,20321
63,20321
64,20321
65,20321
66,20321
67,20321
68,20321
69,20321
70,20321
71,20321
72,20321
73,20321
74,20321
75,20321
76,20321
77,20321
78,20321
79,20321
80,20321
81,20321
82,20321
83,20321
84,20321
85,20321
86,20321
87,20321
88,20321
89,20321
90,20321
91,20321
92,20321
93,20321
94,20321
95,20321
96,20321
97,20321
98,20321
99,20321
100,20321
101,20321
102,20321
103,20321
104,20321
105,20321
106,20321
107,20321
108,20321
109,20321
110,20321
111,20321
112,20321
113,20321
114,20321
115,20321
116,20321
117,20321
118,20321
119,20321
120,20321
121,20321
122,20321
123,20321
124,20321
125,20321
126,20321
127,20321
128,20321
129,20321
130,20321
131,20321
132,20321
133,20321
134,20321
135,20321
136,20321
137,20321
138,20321
139,20321
140,20321
141,20321
142,20321
143,20321
144,20321
145,20321
146,20321
147,20321
148,20321
149,20321
150,20321
151,20321
152,20321
153,20321
154,20321
155,20321
156,20321
157,20321
158,20321
159,20321
160,20321
161,20321
162,20321
163,20321
164,20321
165,20321
166,20321
167,20321
168,20321
169,20321
170,20321
171,20321
172,20321
173,20321
174,20321
175,20321
176,20321
177,20321
178,20321
179,20321
180,20321
181,20321
182,20321
183,20321
184,20321
185,20321
186,20321
187,20321
188,20321
189,20321
190,20321
191,20321
192,20321
193,20321
194,20321
195,20321
196,20321
197,20321
198,20321
199,20321
200,20321
201,20321
202,20321
203,20321
204,20321
