iteration,makespan
1,126748
2,126687
3,126593
4,126552
5,126529
6,126450
7,126399
8,126372
9,126308
10,126275
11,126233
12,126195
13,126185
14,126126
15,126107
16,126010
17,125966
18,125905
19,125858
20,125761
21,125726
22,125651
23,125553
24,125503
25,125484
26,125429
27,125406
28,125340
29,125250
30,125205
31,125183
32,125124
33,125037
34,125022
35,124983
36,124886
37,124870
38,124852
39,124766
40,124691
41,124619
42,124536
43,124469
44,124455
45,124391
46,124384
47,124285
48,124238
49,124211
50,124190
51,124142
52,124108
53,124051
54,124007
55,123979
56,123926
57,123860
58,123833
59,123740
60,123661
61,123602
62,123595
63,123574
64,123483
65,123435
66,123414
67,123354
68,123264
69,123169
70,123118
71,123110
72,123103
73,123035
74,123026
75,123010
76,122992
77,122911
78,122884
79,122836
80,122742
81,122677
82,122672
83,122617
84,122613
85,122535
86,122486
87,122477
88,122389
89,122320
90,122285
91,122226
92,122157
93,122149
94,122100
95,122020
96,121962
97,121887
98,121878
99,121795
100,121707
101,121675
102,121627
103,121535
104,121484
105,121455
106,121365
107,121295
108,121207
109,121144
110,121052
111,120964
112,120955
113,120928
114,120874
115,120830
116,120739
117,120658
118,120583
119,120553
120,120552
121,120477
122,120418
123,120380
124,120329
125,120255
126,120184
127,120108
128,120020
129,119994
130,119910
131,119813
132,119731
133,119712
134,119661
135,119580
136,119490
137,119414
138,119387
139,119386
140,119384
141,119370
142,119288
143,119274
144,119237
145,119215
146,119145
147,119135
148,119055
149,119007
150,118987
151,118975
152,118950
153,118865
154,118798
155,118723
156,118636
157,118542
158,118501
159,118461
160,118417
161,118352
162,118258
163,118256
164,118178
165,118102
166,118099
167,118009
168,117987
169,117973
170,117906
171,117817
172,117739
173,117730
174,117638
175,117563
176,117520
177,117497
178,117406
179,117337
180,117313
181,117278
182,117184
183,117085
184,116986
185,116912
186,116877
187,116781
188,116730
189,116705
190,116659
191,116568
192,116480
193,116461
194,116362
195,116326
196,116323
197,116285
198,116213
199,116179
200,116142
201,116083
202,116037
203,115986
204,115919
205,115901
206,115816
207,115793
208,115693
209,115688
210,115612
211,115538
212,115501
213,115480
214,115415
215,115364
216,115292
217,115233
218,115134
219,115126
220,115089
221,115061
222,114968
223,114967
224,114902
225,114892
226,114827
227,114757
228,114755
229,114742
230,114705
231,114671
232,114578
233,114502
234,114487
235,114394
236,114375
237,114346
238,114298
239,114223
240,114207
241,114203
242,114193
243,114158
244,114060
245,114005
246,114004
247,113992
248,113970
249,113899
250,113883
251,113846
252,113834
253,113802
254,113766
255,113670
256,113614
257,113561
258,113479
259,113410
260,113341
261,113332
262,113264
263,113215
264,113157
265,113122
266,113076
267,112983
268,112922
269,112829
270,112763
271,112681
272,112674
273,112618
274,112536
275,112450
276,112369
277,112338
278,112293
279,112207
280,112147
281,112062
282,112060
283,111995
284,111971
285,111939
286,111924
287,111836
288,111803
289,111730
290,111680
291,111660
292,111608
293,111527
294,111523
295,111510
296,111435
297,111381
298,111353
299,111273
300,111186
301,111127
302,111078
303,111009
304,110986
305,110934
306,110844
307,110748
308,110728
309,110668
310,110583
311,110488
312,110478
313,110460
314,110361
315,110276
316,110176
317,110134
318,110095
319,110082
320,110060
321,110043
322,109978
323,109890
324,109883
325,109832
326,109798
327,109754
328,109738
329,109668
330,109636
331,109570
332,109486
333,109441
334,109361
335,109333
336,109252
337,109173
338,109161
339,109136
340,109037
341,109022
342,108977
343,108951
344,108884
345,108826
346,108732
347,108644
348,108575
349,108552
350,108455
351,108372
352,108313
353,108299
354,108296
355,108232
356,108148
357,108084
358,108023
359,107973
360,107938
361,107903
362,107868
363,107811
364,107798
365,107748
366,107732
367,107675
368,107595
369,107549
370,107520
371,107446
372,107397
373,107361
374,107281
375,107201
376,107164
377,107092
378,107053
379,106966
380,106953
381,106921
382,106892
383,106797
384,106766
385,106727
386,106675
387,106640
388,106610
389,106536
390,106472
391,106446
392,106423
393,106337
394,106295
395,106290
396,106220
397,106201
398,106125
399,106070
400,106025
401,105931
402,105836
403,105818
404,105771
405,105714
406,105673
407,105622
408,105562
409,105506
410,105447
411,105429
412,105427
413,105389
414,105297
415,105252
416,105242
417,105163
418,105143
419,105090
420,105038
421,104960
422,104875
423,104808
424,104743
425,104672
426,104595
427,104579
428,104556
429,104473
430,104464
431,104436
432,104340
433,104301
434,104223
435,104126
436,104029
437,103995
438,103903
439,103812
440,103809
441,103739
442,103712
443,103706
444,103677
445,103663
446,103589
447,103531
448,103455
449,103413
450,103397
451,103312
452,103250
453,103235
454,103196
455,103099
456,103002
457,102907
458,102851
459,102755
460,102667
461,102596
462,102497
463,102450
464,102360
465,102315
466,102309
467,102254
468,102175
469,102104
470,102040
471,101994
472,101905
473,101891
474,101858
475,101838
476,101751
477,101719
478,101677
479,101586
480,101557
481,101555
482,101460
483,101394
484,101328
485,101284
486,101242
487,101192
488,101136
489,101102
490,101004
491,100915
492,100834
493,100779
494,100737
495,100701
496,100687
497,100604
498,100564
499,100482
500,100451
501,100400
502,100386
503,100368
504,100292
505,100243
506,100164
507,100120
508,100068
509,99979
510,99882
511,99818
512,99733
513,99681
514,99608
515,99543
516,99506
517,99450
518,99397
519,99381
520,99327
521,99235
522,99187
523,99093
524,99052
525,99044
526,98999
527,98918
528,98917
529,98879
530,98811
531,98749
532,98726
533,98712
534,98672
535,98639
536,98541
537,98450
538,98402
539,98365
540,98312
541,98218
542,98178
543,98157
544,98093
545,98076
546,98016
547,97946
548,97895
549,97885
550,97816
551,97808
552,97757
553,97668
554,97570
555,97561
556,97554
557,97498
558,97484
559,97396
560,97333
561,97330
562,97307
563,97216
564,97199
565,97101
566,97068
567,97059
568,96972
569,96969
570,96871
571,96838
572,96807
573,96784
574,96775
575,96732
576,96717
577,96618
578,96616
579,96524
580,96464
581,96383
582,96372
583,96281
584,96199
585,96108
586,96012
587,95944
588,95851
589,95792
590,95778
591,95705
592,95618
593,95544
594,95485
595,95429
596,95417
597,95386
598,95374
599,95319
600,95298
601,95222
602,95150
603,95061
604,95004
605,94993
606,94903
607,94831
608,94791
