temperatura,makespan
10000.00000,4570
8000.00000,578
6400.00000,478
5120.00000,494
4096.00000,519
3276.80005,497
2621.44019,505
2097.15210,535
1677.72168,519
1342.17737,564
1073.74194,589
858.99359,600
687.19489,475
549.75592,524
439.80475,535
351.84381,497
281.47507,577
225.18005,568
180.14404,490
144.11523,424
115.29219,438
92.23376,444
73.78701,444
59.02961,444
47.22369,422
37.77895,405
30.22316,405
24.17853,394
19.34282,394
15.47426,394
12.37941,394
9.90353,394
7.92282,392
6.33826,392
5.07061,392
4.05649,392
3.24519,376
2.59615,376
2.07692,375
1.66154,375
1.32923,375
1.06338,375
0.85071,363
0.68057,363
0.54445,352
0.43556,352
0.34845,342
0.27876,340
0.22301,340
0.17841,340
0.14272,338
0.11418,338
