iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,9900.0000,1783,1783,1,0
2,9801.0000,1593,1593,1,0
3,9702.9902,1527,1527,1,0
4,9605.9600,1590,1527,1,1
5,9509.9004,1564,1527,1,0
6,9414.8018,1424,1424,1,0
7,9320.6543,1506,1424,1,1
8,9227.4482,1441,1424,1,0
9,9135.1738,1405,1405,1,0
10,9043.8223,1403,1403,1,0
11,8953.3838,1432,1403,1,1
12,8863.8496,1367,1367,1,0
13,8775.2109,1373,1367,1,1
14,8687.4590,1328,1328,1,0
15,8600.5850,1336,1328,1,1
16,8514.5791,1362,1328,1,1
17,8429.4336,1314,1314,1,0
18,8345.1396,1295,1295,1,0
19,8261.6885,1285,1285,1,0
20,8179.0718,1409,1285,1,1
21,8097.2812,1327,1285,1,0
22,8016.3086,1218,1218,1,0
23,7936.1455,1186,1186,1,0
24,7856.7842,1252,1186,1,1
25,7778.2163,1236,1186,1,0
26,7700.4341,1227,1186,1,0
27,7623.4297,1219,1186,1,0
28,7547.1953,1211,1186,1,0
29,7471.7236,1194,1186,1,0
30,7397.0063,1278,1186,1,1
31,7323.0361,1172,1172,1,0
32,7249.8057,1153,1153,1,0
33,7177.3076,1199,1153,1,1
34,7105.5347,1172,1153,1,0
35,7034.4795,1226,1153,1,1
36,6964.1348,1318,1153,1,1
37,6894.4937,1188,1153,1,0
38,6825.5488,1171,1153,1,0
39,6757.2935,1140,1140,1,0
40,6689.7207,1189,1140,1,1
41,6622.8237,1182,1140,1,0
42,6556.5957,1133,1133,1,0
43,6491.0298,1115,1115,1,0
44,6426.1196,1143,1115,1,1
45,6361.8584,1180,1115,1,1
46,6298.2397,1183,1115,1,1
47,6235.2573,1246,1115,1,1
48,6172.9048,1193,1115,1,0
49,6111.1758,1192,1115,1,0
50,6050.0640,1183,1115,1,0
51,5989.5635,1141,1115,1,0
52,5929.6680,1135,1115,1,0
53,5870.3716,1125,1115,1,0
54,5811.6680,1101,1101,1,0
55,5753.5513,1084,1084,1,0
56,5696.0156,1084,1084,1,0
57,5639.0557,1082,1082,1,0
58,5582.6650,1080,1080,1,0
59,5526.8384,1124,1080,1,1
60,5471.5698,1077,1077,1,0
61,5416.8540,1084,1077,1,1
62,5362.6855,1116,1077,1,1
63,5309.0586,1142,1077,1,1
64,5255.9683,1096,1077,1,0
65,5203.4087,1084,1077,1,0
66,5151.3745,1096,1077,1,1
67,5099.8608,1123,1077,1,1
68,5048.8623,1139,1077,1,1
69,4998.3735,1159,1077,1,1
70,4948.3896,1198,1077,1,1
71,4898.9058,1102,1077,1,0
72,4849.9170,1092,1077,1,0
73,4801.4180,1084,1077,1,0
74,4753.4038,1125,1077,1,1
75,4705.8696,1092,1077,1,0
76,4658.8110,1140,1077,1,1
77,4612.2231,1102,1077,1,0
78,4566.1011,1086,1077,1,0
79,4520.4399,1107,1077,1,1
80,4475.2354,1100,1077,1,0
81,4430.4829,1102,1077,1,1
82,4386.1782,1100,1077,1,0
83,4342.3164,1082,1077,1,0
84,4298.8931,1152,1077,1,1
85,4255.9043,1138,1077,1,0
86,4213.3452,1190,1077,1,1
87,4171.2119,1216,1077,1,1
88,4129.5000,1147,1077,1,0
89,4088.2051,1116,1077,1,0
90,4047.3230,1105,1077,1,0
