temperatura,makespan
10000.00000,20796
8000.00000,1657
6400.00000,1662
5120.00000,1564
4096.00000,1601
3276.80005,1524
2621.44019,1458
2097.15210,1454
1677.72168,1487
1342.17737,1467
1073.74194,1496
858.99359,1425
687.19489,1477
549.75592,1497
439.80475,1567
351.84381,1501
281.47507,1359
225.18005,1364
180.14404,1379
144.11523,1314
115.29219,1304
92.23376,1280
73.78701,1274
59.02961,1269
47.22369,1266
37.77895,1222
30.22316,1209
24.17853,1204
19.34282,1279
15.47426,1254
12.37941,1272
9.90353,1260
7.92282,1239
6.33826,1279
5.07061,1314
4.05649,1293
3.24519,1258
2.59615,1249
2.07692,1332
1.66154,1482
1.32923,1302
1.06338,1201
0.85071,1215
0.68057,1200
0.54445,1163
0.43556,1195
0.34845,1203
0.27876,1216
0.22301,1179
0.17841,1164
0.14272,1161
0.11418,1161
