temperatura,makespan
10000.00000,4891
9000.00000,429
8100.00000,473
7290.00000,388
6561.00000,357
5904.89990,355
5314.40967,383
4782.96875,395
4304.67188,389
3874.20459,396
3486.78394,441
3138.10547,471
2824.29492,456
2541.86548,511
2287.67896,552
2058.91089,552
1853.01978,484
1667.71777,504
1500.94592,456
1350.85132,535
1215.76611,508
1094.18945,437
984.77051,469
886.29346,398
797.66406,420
717.89764,469
646.10785,506
581.49707,539
523.34735,623
471.01260,626
423.91135,527
381.52020,532
343.36816,505
309.03134,476
278.12820,473
250.31538,490
225.28384,490
202.75545,571
182.47990,541
164.23190,490
147.80872,526
133.02785,471
119.72506,457
107.75255,457
96.97729,478
87.27956,478
78.55160,483
70.69643,483
63.62679,479
57.26411,521
51.53770,491
46.38393,488
41.74553,466
37.57098,460
33.81388,445
30.43249,447
27.38924,431
24.65032,415
22.18529,385
19.96676,385
17.97008,385
16.17307,385
14.55577,385
13.10019,376
11.79017,376
10.61115,364
9.55004,364
8.59503,352
7.73553,336
6.96198,329
6.26578,329
5.63920,329
5.07528,326
4.56775,324
4.11098,324
3.69988,310
3.32989,310
2.99690,310
2.69721,307
2.42749,305
2.18474,305
1.96627,303
1.76964,303
1.59268,303
1.43341,300
1.29007,298
1.16106,298
1.04495,298
0.94046,298
0.84641,298
0.76177,298
0.68559,298
0.61704,298
0.55533,298
0.49980,298
0.44982,298
0.40484,293
0.36435,290
0.32792,284
0.29513,284
0.26561,284
0.23905,284
0.21515,284
0.19363,284
0.17427,281
0.15684,280
0.14116,280
0.12704,279
0.11434,279
0.10290,279
